hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Hai Phuong Hotel,"16.4612436033537,107.589395642281",300 m from centre,Superior Double or Twin Room,2 out of 5,,,,"VND 500,000",
An Homestay,"16.4551031188834,107.590114460327",1 km from centre,Deluxe Queen Room,,9.2,Superb,85 reviews,"VND 250,000",
SUPER LOCATION@HIPSTER HOME,"16.4720195013563,107.597025203705",1.2 km from centre,Family Studio,,,,,"VND 399,500",
Hill Bungalow,"16.442228,107.576676",2.8 km from centre,Family Suite with Balcony,,9.0,Superb,109 reviews,"VND 685,000",Breakfast included
Hue Mate Hotel,"16.4715865922341,107.596827520168",1.1 km from centre,Standard Double Room,2 out of 5,9.3,Superb,131 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
The Sun Homestay,"16.472127,107.596936",1.2 km from centre,Deluxe Queen Room,,9.5,Exceptional,25 reviews,"VND 300,000",
Na Hue Homestay,"16.463298,107.598751",950 m from centre,Standard King Room,1 out of 5,8.9,Fabulous,44 reviews,"VND 382,500","FREE cancellation,• No prepayment needed"
Lam Bao Long Hotel,"16.4704932643306,107.593762278557",900 m from centre,Superior Double Room,2 out of 5,6.3,Review score,14 reviews,"VND 315,000",
Flora Hotel Hue,"16.4704057429682,107.595967646627",1 km from centre,Economy Double Room,2 out of 5,8.9,Fabulous,46 reviews,"VND 329,000",
SaKe homestay Hue,"16.4707903,107.5961549",1.1 km from centre,Deluxe Double Room with Balcony,,9.0,Superb,10 reviews,"VND 330,000",
Sapphire HOTEL HUE,"16.468467,107.596926",950 m from centre,Superior Double or Twin Room,3 out of 5,9.5,Exceptional,17 reviews,"VND 425,000",
Golden Inn Hotel,"16.461799,107.604033",1.6 km from centre,Standard King Room,2 out of 5,,,,"VND 400,000",
Kha Hotel,"16.468905,107.5953421",850 m from centre,Superior Double Room,2 out of 5,9.0,Superb,302 reviews,"VND 315,000",
Sunny Fine Guesthouse,"16.4706784128303,107.594928976791",950 m from centre,Twin Room,3 out of 5,8.9,Fabulous,46 reviews,"VND 240,000",
Minh Huy Citadel Homestay,"16.470512,107.572647",2 km from centre,Superior Double Room,,,,,"VND 350,000",
Chim Go Kien Mini Hotel,"16.4611804218373,107.588378941139",350 m from centre,Deluxe Double Room,3 out of 5,7.1,Good,6 reviews,"VND 200,000","Breakfast included,FREE cancellation,• No prepayment needed"
Thanh An 3 Guesthouse,"16.4614288672087,107.588409457672",350 m from centre,Double Room,2 out of 5,7.4,Good,103 reviews,"VND 179,000","Breakfast included,FREE cancellation,• No prepayment needed"
Lam Garden Boutique Homestay,"16.475065,107.599554",1.6 km from centre,Superior Double Room,,,,,"VND 480,000",Breakfast included
Bon Ami Hostel,"16.4695764609107,107.596574781754",1 km from centre,Twin Room with View,,9.2,Superb,696 reviews,"VND 270,000",
Coy BNB & Home,"16.467979,107.601565",1.4 km from centre,Studio with Terrace,,8.7,Fabulous,7 reviews,"VND 242,556","FREE cancellation,• No prepayment needed"
Hue Classic Hotel,"16.480512304462,107.596417262566",2 km from centre,Superior Double or Twin Room with Garden View,3 out of 5,,,,"VND 320,000",
Hue Railway Hotel,"16.473528,107.573876",2 km from centre,Twin Room,1 out of 5,7.2,Good,5 reviews,"VND 350,000",
THẢO AN HOTEL Huế,"16.4746871462153,107.602582599615",1.9 km from centre,Standard Double Room,,9.3,Superb,18 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Ruby Bistro Hotel,"16.4682673156283,107.596802562475",900 m from centre,Standard Double Room,2 out of 5,8.2,Very good,196 reviews,"VND 283,500",
Hong Thien Ruby Hotel,"16.4687734549729,107.595846354961",850 m from centre,Standard Double Room,2 out of 5,9.4,Superb,211 reviews,"VND 252,000",
Homestay Minh Nguyên,"16.461672,107.588695",300 m from centre,Quadruple Room,,8.5,Very good,4 reviews,"VND 349,764","FREE cancellation,• No prepayment needed"
Codo Dorm Garden,"16.467993,107.601788",1.4 km from centre,Studio with Balcony,,8.4,Very good,9 reviews,"VND 247,755","FREE cancellation,• No prepayment needed"
Thanh Huong Homestay,"16.4631367845681,107.589768469333",100 m from centre,Double Room,,8.1,Very good,421 reviews,"VND 171,000","FREE cancellation,• No prepayment needed"
Chi Homestay #3,"16.468114,107.567747",2.5 km from centre,Double Room with Private Bathroom,,,,,"VND 395,000",Breakfast included
Snooze Homestay,"16.46802,107.598271",1.1 km from centre,Deluxe Room,,,,,"VND 250,000",Breakfast included
Anh Tuan Hotel,"16.461763,107.589165",250 m from centre,Deluxe Room,1 out of 5,6.6,Review score,8 reviews,"VND 175,000","FREE cancellation,• No prepayment needed"
CODO Plus Garden,"16.467993,107.601788",1.4 km from centre,Japanese-Style Room,,9.4,Superb,7 reviews,"VND 293,220",
Khanh's Home,"16.426395772205,107.579872933868",4.3 km from centre,King Room with Balcony,,9.4,Superb,36 reviews,"VND 405,000",
Khách sạn Đồng Dao,"16.488573,107.602432",3.1 km from centre,Twin Room with Balcony,,,,,"VND 280,000",
DASANi MINI HOTEL,"16.461398,107.588388",350 m from centre,Deluxe Double Room,,,,,"VND 180,000",
Le Home,"16.4451215530442,107.55768541559",4 km from centre,Apartment with Terrace,,10,Exceptional,3 reviews,"VND 324,000",
Shmily Homestay,"16.4908099088183,107.598227653652",3.1 km from centre,King Room with Balcony,,9.2,Superb,3 reviews,"VND 227,700",
Hưng Long Hostel,"16.467136,107.595374",700 m from centre,Standard King Room,,9.0,Superb,62 reviews,"VND 265,335",Breakfast included
SPOT ON 957 Hue Corner Hostel,"16.4696341905372,107.593687181615",800 m from centre,Standard Double Room,,9.1,Superb,24 reviews,"VND 1,085,477",
Gold star Hotel,"16.465616,107.591808",300 m from centre,Budget Double Room,,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Tú Uyên Homestay,"16.4756391,107.5951556",1.4 km from centre,Twin Room,,9.0,Superb,9 reviews,"VND 300,000",
Nguyên House,"16.455791,107.583019",1.1 km from centre,Studio Apartment,,,,,"VND 500,000",Breakfast included
HOUSE OF LÝ,"16.4698172,107.5970554",1.1 km from centre,Deluxe Double Room with Balcony,,,,,"VND 390,000",
Hoàng Dinh,"16.462121,107.599462",1.1 km from centre,Twin Room,,,,,"VND 295,200",
Gold star Hotel,"16.465616,107.591808",300 m from centre,Budget Double Room,,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Vu Garden Villa,"16.4189089434759,107.570083176582",5 km from centre,Deluxe Double Room,,,,,"VND 400,000",Breakfast included
Lacasa Homestay,"16.455489,107.592249",950 m from centre,Bed in 8-Bed Mixed Dormitory Room,,9.4,Superb,45 reviews,"VND 218,026",
a-mâze house,"16.4783655720425,107.580149341105",1.9 km from centre,Bed in 6-Bed Dormitory Room,,9.4,Superb,146 reviews,"VND 300,000",
Freedom Hostel,"16.468851105681,107.596803625131",950 m from centre,Bunk Bed in Mixed Dormitory Room,,9.2,Superb,758 reviews,"VND 231,660",Breakfast included
Chi Homestay #4,"16.468114,107.567747",2.5 km from centre,Bed in 6-Bed Mixed Dormitory Room,,9.9,Exceptional,34 reviews,"VND 360,000",
