hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Hanoi Focus Boutique Hotel,"21.0315048025255,105.854832530022",500 m from centre,Deluxe Double Quiet Room - Free Early Check-in or Late Check-Out,3 out of 5,8.5,Very good,916 reviews,"VND 336,600","FREE cancellation,• No prepayment needed"
Hanoi Emerald Waters Hotel Trendy,"21.0314597389982,105.854650139809",500 m from centre,Deluxe Double or Twin Room,3 out of 5,9.3,Superb,536 reviews,"VND 529,000","FREE cancellation,• No prepayment needed"
Mely Hotel,"21.0023283253549,105.809540748596",5 km from centre,Deluxe Double Room with View,3 out of 5,8.2,Very good,276 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
22HOUSING 39 Linh Lang,"21.035674,105.810498",4.5 km from centre,One-Bedroom Apartment,3 out of 5,9.3,Superb,71 reviews,"VND 513,360","FREE cancellation,• No prepayment needed"
Hanoi Golden Hotel,"21.036362,105.85018",1 km from centre,Day Use Offer (2 Hours) - Superior Room,2 out of 5,8.5,Very good,715 reviews,"VND 141,300","FREE cancellation,• No prepayment needed"
Hangmy Boutique Hotel,"21.0325287423358,105.849197208881",650 m from centre,Superior Double Quiet Room,3 out of 5,8.3,Very good,"1,081 reviews","VND 297,500","Breakfast included,FREE cancellation,• No prepayment needed"
Blue Hanoi Inn City Hotel,"21.010883050488,105.795170227066",6 km from centre,Deluxe Double City view - Day Use Offer (2 Hours),3 out of 5,8.8,Fabulous,173 reviews,"VND 250,750",
EVEREST HOTEL,"20.999949,105.823405",4.3 km from centre,Deluxe Double Room,3 out of 5,8.5,Very good,82 reviews,"VND 580,000",
Grand Cititel Hanoi Hotel,"21.027419,105.857533",550 m from centre,Superior Queen Room with City View,4 out of 5,8.4,Very good,130 reviews,"VND 863,550",Breakfast included
OYO 387 Bach Duong Hotel,"21.0322483487597,105.789193511009",6 km from centre,Standard Twin Room,3 out of 5,8.2,Very good,208 reviews,"VND 299,305","FREE cancellation,• No prepayment needed"
Hanoi A1 Hotel,"21.032105648255,105.853684544563",500 m from centre,Superior Double or Twin Room,3 out of 5,8.3,Very good,78 reviews,"VND 585,000","Breakfast included,FREE cancellation,• No prepayment needed"
Old Quarter Hotel 1961,"21.030317,105.856339",500 m from centre,Deluxe Double Room with Window - Day Use Offer (4 Hours),,9.0,Superb,194 reviews,"VND 192,000","FREE cancellation,• No prepayment needed"
22HOUSING APARTMENT 81 LINH LANG,"21.033014863248,105.810417676697",4.4 km from centre,Deluxe Apartment,4 out of 5,8.7,Fabulous,34 reviews,"VND 731,500","Breakfast included,FREE cancellation,• No prepayment needed"
"Amazing stay- homestay, city view, near center Hanoi, NK Cau Giay","21.019461,105.801215",5 km from centre,Family Room with Bathroom,,9.1,Superb,229 reviews,"VND 728,888",
Classy Boutique Hotel,"21.0361713073585,105.848751962185",1 km from centre,Day Use Offer (3 Hours) - Standard Double Room,3 out of 5,9.5,Exceptional,843 reviews,"VND 212,500",
Grandiose Hotel & Spa,"21.035090263741,105.814636220902",4 km from centre,Superior Room,4 out of 5,8.6,Fabulous,156 reviews,"VND 1,299,375",Breakfast included
Hacinco Hotel,"21.0142169328576,105.814693272114",4.2 km from centre,Standard Double or Twin Room,3 out of 5,6.7,Review score,52 reviews,"VND 750,000","FREE cancellation,• No prepayment needed"
OYO 276 BH Hotel,"21.025591,105.861302",1 km from centre,Standard Twin Room,3 out of 5,8.5,Very good,271 reviews,"VND 244,432","FREE cancellation,• No prepayment needed"
Tài Tâm - Spring Suites,"21.0125889,105.851072",1.8 km from centre,One-Bedroom Apartment,,,,,"VND 1,710,000",
Hanoi Esplendor Hotel and Spa,"21.0338623542936,105.846909575853",900 m from centre,Deluxe Cozy Double Room - No window,3 out of 5,9.7,Exceptional,581 reviews,"VND 585,200","FREE cancellation,• No prepayment needed"
"Amazing stay- homestay, city view, near center Hanoi, NK Cau Giay","21.019461,105.801215",5 km from centre,Family Room with Bathroom,,9.1,Superb,229 reviews,"VND 728,888",
La Santé Hotel & Spa,"21.0451283839814,105.842509120703",2.2 km from centre,"Day Use  Offer (giá trong ngày, sử dụng 7 giờ) - Deluxe Room",4 out of 5,8.6,Fabulous,240 reviews,"VND 264,000","FREE cancellation,• No prepayment needed"
Newsky Serviced Apartment,"21.0415237715793,105.786727261932",7 km from centre,Standard Apartment,3 out of 5,9.5,Exceptional,197 reviews,"VND 634,500","FREE cancellation,• No prepayment needed"
Matilda Boutique Hotel & Spa,"21.0345715938928,105.853376090527",800 m from centre,Double Classic,3 out of 5,9.1,Superb,423 reviews,"VND 345,000",
Silk Queen Hotel Hang Gai,"21.0317855664217,105.849821246835",550 m from centre,Deluxe Double or Twin Room with Inner Window,4 out of 5,8.5,Very good,493 reviews,"VND 732,600",
ĐỨC TRỌNG HOTEL,"20.999071,105.841833",3.4 km from centre,Superior Room - Day Use 2 Hours,3 out of 5,9.3,Superb,14 reviews,"VND 299,750","FREE cancellation,• No prepayment needed"
Golden Lotus Luxury Hotel,"21.0303882244441,105.849870443344",400 m from centre,Deluxe Double Internal Window,4 out of 5,7.9,Good,475 reviews,"VND 910,000",Breakfast included
MIA HOTEL,"21.003419,105.807026",5 km from centre,Deluxe Room - Day use for 2 hours,4 out of 5,8.4,Very good,14 reviews,"VND 350,000",
Lenid Hotel Tho Nhuom,"21.0235286588974,105.847847051919",700 m from centre,Deluxe Twin Room with Internal View,4 out of 5,8.5,Very good,98 reviews,"VND 1,044,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hotel Kuretakeso Tho Nhuom 84,"21.0231209339513,105.848253635582",700 m from centre,Deluxe Twin Room,4 out of 5,7.8,Good,38 reviews,"VND 990,000","Breakfast included,FREE cancellation,• No prepayment needed"
Sunny Hotel 2,"21.0108442501979,105.80887556076",4.9 km from centre,Deluxe Room with City View,3 out of 5,8.4,Very good,42 reviews,"VND 508,500","FREE cancellation,• No prepayment needed"
Kuretake Inn Kim Ma 132,"21.0315999083039,105.824840727578",2.9 km from centre,Standard Twin Room,4 out of 5,8.0,Very good,165 reviews,"VND 992,970",Breakfast included
An Nguyen Building,"21.0452824078183,105.841047146627",2.3 km from centre,Standard Studio Apartment,4 out of 5,9.0,Superb,147 reviews,"VND 467,500","FREE cancellation,• No prepayment needed"
22HOUSING APARTMENT 81 LINH LANG,"21.033014863248,105.810417676697",4.4 km from centre,Deluxe Apartment,4 out of 5,8.7,Fabulous,34 reviews,"VND 731,500","Breakfast included,FREE cancellation,• No prepayment needed"
Dream Hotel and Apartment,"21.0172141357809,105.829018879623",2.7 km from centre,Deluxe Double Studio,4 out of 5,8.3,Very good,58 reviews,"VND 1,116,794",
Grand Cititel Hanoi Hotel,"21.027419,105.857533",550 m from centre,Superior Queen Room with City View,4 out of 5,8.4,Very good,130 reviews,"VND 863,550",Breakfast included
22HOUSING APARTMENT 8 VONG THI,"21.051664,105.8099698",5 km from centre,Superior Apartment,3 out of 5,9.4,Superb,10 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
Honeymoon Hotel and Apartment,"21.053111,105.809174",5 km from centre,Standard Double Room,3 out of 5,8.3,Very good,126 reviews,"VND 357,750","FREE cancellation,• No prepayment needed"
Conifer Boutique Hotel,"21.0252183088204,105.857249200344",600 m from centre,Classic Double or Twin Room,4 out of 5,8.5,Very good,256 reviews,"VND 1,203,678",Breakfast included
Silk Queen Grand Hotel,"21.0314049646961,105.854957597553",500 m from centre,Day Use 5 Hours before 18:00,4 out of 5,8.3,Very good,489 reviews,"VND 522,720",
Hanoi Le Jardin Hotel & Spa,"21.043265,105.843614",1.9 km from centre,Cozy Le Jardin Classic Room,4 out of 5,9.1,Superb,113 reviews,"VND 1,488,927",
22HOUSING APARTMENT 20 LINH LANG,"21.0365919,105.810335",4.5 km from centre,Standard Apartment,4 out of 5,9.2,Superb,34 reviews,"VND 580,000","FREE cancellation,• No prepayment needed"
Splendid Hotel & Spa,"21.0316778588616,105.850682649762",500 m from centre,Day Use - 4 Hours,3 out of 5,8.7,Fabulous,415 reviews,"VND 222,430","FREE cancellation,• No prepayment needed"
Blue Hanoi Inn Luxury Hotel & Spa,"21.023015,105.821698",3.2 km from centre,Superior Double Room - Day use offer (2 Hours),3 out of 5,8.8,Fabulous,168 reviews,"VND 250,750","FREE cancellation,• No prepayment needed"
King Ly Hotel,"21.0312419317571,105.854540169239",450 m from centre,Day Use Offer (2 Hours) - Double Room,3 out of 5,8.8,Fabulous,618 reviews,"VND 160,550","FREE cancellation,• No prepayment needed"
22HOUSING APARTMENT 20 LINH LANG,"21.0365919,105.810335",4.5 km from centre,Standard Apartment,4 out of 5,9.2,Superb,34 reviews,"VND 580,000","FREE cancellation,• No prepayment needed"
Granda Suites Hanoi,"21.0336705474587,105.788104450749",6 km from centre,One-Bedroom Apartment,3 out of 5,7.7,Good,96 reviews,"VND 531,944","FREE cancellation,• No prepayment needed"
Vision Premier Hotel & Spa,"21.0289011097033,105.847845375538",500 m from centre,Day Use Offer - 4 Hours,3 out of 5,8.6,Fabulous,466 reviews,"VND 228,315","FREE cancellation,• No prepayment needed"
Marina Hotel Hanoi,"21.006529,105.782091",7 km from centre,Standard Double Room,3 out of 5,8.5,Very good,23 reviews,"VND 892,500",Breakfast included
The Lakeside - West Lake Lotus Apartment,"21.052125,105.836715",3.1 km from centre,Apartment with Balcony,2 out of 5,8.6,Fabulous,84 reviews,"VND 369,000","FREE cancellation,• No prepayment needed"
Mirr Apartment - Managed by Pegasy Group,"21.064850677693,105.82320425477",5 km from centre,Apartment - Ground Floor,,8.8,Fabulous,10 reviews,"VND 979,791",
Western Skyline Hotel,"21.00339,105.780517",7 km from centre,Superior Double or Twin Room,4 out of 5,9.3,Superb,17 reviews,"VND 679,400",
Diamond Legend Hotel,"21.0384509319686,105.847213715315",1.3 km from centre,Standard Double Room,3 out of 5,8.8,Fabulous,138 reviews,"VND 326,400","FREE cancellation,• No prepayment needed"
Atlanta Residences,"21.0161223,105.857825815344",1.4 km from centre,Standard One-Bedroom Apartment,4 out of 5,9.3,Superb,51 reviews,"VND 3,323,500","FREE cancellation,• No prepayment needed"
Khách Sạn Sao,"21.038927,105.867598",2 km from centre,Deluxe Double Room,3 out of 5,8.6,Fabulous,73 reviews,"VND 459,000",
22HOUSING - VINHOMES METROPOLIS - One Bedroom Apartment,"21.0320508,105.8152247",3.9 km from centre,One-Bedroom Apartment,4 out of 5,9.7,Exceptional,12 reviews,"VND 1,433,700",
Vinhomes Metropolis Hanoi - CitiHome,"21.0317695504736,105.815172046423",3.9 km from centre,One-Bedroom Apartment,3 out of 5,9.3,Superb,6 reviews,"VND 1,449,900","FREE cancellation,• No prepayment needed"
Honeymoon Hotel and Apartment,"21.053111,105.809174",5 km from centre,Standard Double Room,3 out of 5,8.3,Very good,126 reviews,"VND 357,750","FREE cancellation,• No prepayment needed"
Diamond Westlake Suites,"21.0671507879327,105.820130109787",5 km from centre,Studio Executive Room,5 out of 5,8.6,Fabulous,394 reviews,"VND 1,296,425",
Hanoi Chic Boutique Hotel,"21.0342118885516,105.847399",900 m from centre,Superior Double Room,3 out of 5,8.9,Fabulous,"1,418 reviews","VND 467,500","FREE cancellation,• No prepayment needed"
Diamond Nostalgia Hotel & Spa,"21.0355704930789,105.853405537434",900 m from centre,Standard Double or Twin Room,3 out of 5,9.5,Exceptional,41 reviews,"VND 324,000","FREE cancellation,• No prepayment needed"
Adonis Hotel,"21.018342,105.847489",1.2 km from centre,Superior Twin Room,3 out of 5,8.8,Fabulous,64 reviews,"VND 942,500","FREE cancellation,• No prepayment needed"
OYO 191 Dragon Hotel,"21.035163,105.772332",8 km from centre,Standard Double Room,2 out of 5,8.1,Very good,290 reviews,"VND 249,421",
Full House Times City,"20.9932712169334,105.868533616425",4.2 km from centre,One-Bedroom Apartment,3 out of 5,8.7,Fabulous,73 reviews,"VND 1,080,000",
La Batisse Kim Ma Hotel,"21.031514,105.824159",3 km from centre,Day use 2 hours (extra charge for overnight stay),3 out of 5,8.7,Fabulous,169 reviews,"VND 246,539",
Homey Apartment 2,"21.018257,105.776398",8 km from centre,Deluxe Double Room,3 out of 5,8.4,Very good,36 reviews,"VND 450,000",
Golden Time Hostel 3,"21.0341134568255,105.853483378887",750 m from centre,Basic Twin Room with Shared Bathroom,2 out of 5,8.1,Very good,934 reviews,"VND 153,600","FREE cancellation,• No prepayment needed"
GH Apartment Westlake - Managed by Pegasy Group,"21.066653305158,105.822405810918",5 km from centre,Apartment with Window,4 out of 5,8.8,Fabulous,33 reviews,"VND 603,944",
Himalaya Phoenix Apartment & Hotel,"21.0683540734811,105.82325554631",5 km from centre,Studio Apartment,3 out of 5,8.6,Fabulous,186 reviews,"VND 513,000","FREE cancellation,• No prepayment needed"
Hanoian Lakeside Hotel,"21.032238,105.852631",500 m from centre,Superior Double or Twin Room,3 out of 5,9.2,Superb,148 reviews,"VND 482,816","FREE cancellation,• No prepayment needed"
Little Hanoi Hotel,"21.0269908715217,105.851254463196",150 m from centre,Day Use Offer (3 Hours) - Double Room,2 out of 5,8.5,Very good,387 reviews,"VND 199,000","FREE cancellation,• No prepayment needed"
C'Bon Hotel Do Quang,"21.011729,105.801371",5 km from centre,Night use from 22PM to 8AM - Standard Double Room,,8.3,Very good,24 reviews,"VND 405,000",
Fortuna Hotel Hanoi,"21.022484314853,105.818882882595",3.5 km from centre,Deluxe King Room,4 out of 5,7.3,Good,85 reviews,"VND 1,809,000",Breakfast included
Hanoi Focus Boutique Hotel,"21.0315048025255,105.854832530022",500 m from centre,Deluxe Double Quiet Room - Free Early Check-in or Late Check-Out,3 out of 5,8.5,Very good,916 reviews,"VND 336,600","FREE cancellation,• No prepayment needed"
Homey Apartment 2,"21.018257,105.776398",8 km from centre,Deluxe Double Room,3 out of 5,8.3,Very good,14 reviews,"VND 540,000",
Hanoi Amore Hotel & Travel,"20.99755,105.816883",5 km from centre,Deluxe Double Room,3 out of 5,9.5,Exceptional,124 reviews,"VND 730,800","FREE cancellation,• No prepayment needed"
RedDoorz near Big C Thang Long,"21.0128512322294,105.801567049507",5 km from centre,Economy Double Room,,6.3,Review score,6 reviews,"VND 229,500",FREE cancellation
Parkside Sunline Hotel,"21.0083804160025,105.847437679768",2.2 km from centre,Superior Double or Twin Room,4 out of 5,8.6,Fabulous,167 reviews,"VND 900,380","FREE cancellation,• No prepayment needed"
Saki Hotel Hanoi,"21.0316115154076,105.786725878716",6 km from centre,Day use 2 hours (extra charge for overnight stay),2 out of 5,7.8,Good,126 reviews,"VND 132,000","FREE cancellation,• No prepayment needed"
Blue Hanoi Inn Luxury Hotel & Spa,"21.023015,105.821698",3.2 km from centre,Superior Double Room - Day use offer (2 Hours),3 out of 5,8.8,Fabulous,168 reviews,"VND 250,750","FREE cancellation,• No prepayment needed"
La Storia Ruby Hotel,"21.0319371613351,105.847862809896",650 m from centre,Superior Double Room,3 out of 5,9.4,Superb,424 reviews,"VND 301,943",
Hanoi Eternity Hotel,"21.0231628107075,105.843465328217",1.1 km from centre,Standard Double Room,3 out of 5,7.6,Good,271 reviews,"VND 417,600","FREE cancellation,• No prepayment needed"
Hanoi Golden Holiday Hotel,"21.0349100635299,105.847495347262",950 m from centre,Day Use (4 Hours),4 out of 5,9.6,Exceptional,807 reviews,"VND 289,100","FREE cancellation,• No prepayment needed"
OYO 191 Dragon Hotel,"21.035163,105.772332",8 km from centre,Standard Double Room,2 out of 5,8.1,Very good,290 reviews,"VND 249,421",
Sunway Hotel Hanoi,"21.0164077586103,105.857267975807",1.4 km from centre,Superior King Room,4 out of 5,7.9,Good,44 reviews,"VND 1,165,500","FREE cancellation,• No prepayment needed"
Fraser Suites Hanoi,"21.0641372302074,105.827640295029",4.8 km from centre,Studio,5 out of 5,9.1,Superb,109 reviews,"VND 1,800,000",
Hotel du Monde,"21.0412956788207,105.876907780603",3 km from centre,Superior Double or Twin Room,4 out of 5,8.7,Fabulous,40 reviews,"VND 1,112,000","Breakfast included,FREE cancellation,• No prepayment needed"
La Batisse Kim Ma Hotel,"21.031514,105.824159",3 km from centre,Day use 2 hours (extra charge for overnight stay),3 out of 5,8.7,Fabulous,169 reviews,"VND 246,539",
Ping Hotel,"21.0141292991581,105.781066417694",7 km from centre,Superior Twin Room,3 out of 5,7.7,Good,121 reviews,"VND 800,000","Breakfast included,FREE cancellation,• No prepayment needed"
BOM HOMES- Vinhomes Times City- Service Apartment,"20.9952405,105.8688258",4 km from centre,One-Bedroom Apartment,3 out of 5,9.2,Superb,4 reviews,"VND 950,000",
Hanoi Emerald Waters Hotel Trendy,"21.0314597389982,105.854650139809",500 m from centre,Deluxe Double or Twin Room,3 out of 5,9.3,Superb,536 reviews,"VND 529,000","FREE cancellation,• No prepayment needed"
PAPAHOUSE 0m to Westlake 5 star View,"21.043276,105.82377",3.5 km from centre,Economy Double Room,,8.8,Fabulous,55 reviews,"VND 300,000",
Fukurai Hotel & Apartment 2 Ha Noi,"21.034355,105.814212",4 km from centre,Standard King Room,4 out of 5,9.0,Superb,13 reviews,"VND 670,000",
Le Grand Hanoi Hotel - The Oriental,"21.012758,105.800766",5 km from centre,Standard Queen Room - Day Use Offer (3 Hours),3 out of 5,9.3,Superb,48 reviews,"VND 265,540","FREE cancellation,• No prepayment needed"
MAPLE GARDEN,"21.0427713830492,105.786965458653",7 km from centre,Apartment,3 out of 5,9.0,Superb,233 reviews,"VND 548,505","FREE cancellation,• No prepayment needed"
Nature Hotel,"21.0327515373417,105.790900936523",6 km from centre,Superior King Room,3 out of 5,9.1,Superb,109 reviews,"VND 682,860",Breakfast included
Bella Rosa Hotel & Spa,"21.0321123874228,105.853269100069",500 m from centre,Day Use (3 Hours) - Deluxe Double Room,3 out of 5,9.2,Superb,388 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
OYO 1095 Ha Noi Vang Hotel,"21.006254,105.838743",2.8 km from centre,Deluxe Double Room,2 out of 5,5.7,Review score,50 reviews,"VND 287,332",
Hera Hotel,"20.9820516729972,105.811499677259",6 km from centre,Deluxe Room (2 Adults + 1 Child),,8.2,Very good,79 reviews,"VND 350,000",
Hanoi La Siesta Hotel Trendy,"21.0321209,105.8458196",850 m from centre,Day Use 4 Hours,4 out of 5,9.4,Superb,458 reviews,"VND 712,500","FREE cancellation,• No prepayment needed"
Lyn House - Service Apartment Hoang Quoc Viet,"21.046027,105.800429",5 km from centre,King Studio,,8.4,Very good,124 reviews,"VND 408,000",
HOVI de Bali,"21.014369,105.824196",3.3 km from centre,Standard Double Room,,9.2,Superb,27 reviews,"VND 520,800",Breakfast included
The Noble Swan Hotel & Spa,"21.030288,105.8481879",550 m from centre,Deluxe Neighbour View,4 out of 5,8.7,Fabulous,847 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
Golden Lotus Luxury Hotel,"21.0303882244441,105.849870443344",400 m from centre,Deluxe Double Internal Window,4 out of 5,7.9,Good,475 reviews,"VND 910,000",Breakfast included
Kuretake Inn Kim Ma 132,"21.0315999083039,105.824840727578",2.9 km from centre,Standard Twin Room,4 out of 5,8.0,Very good,165 reviews,"VND 992,970",Breakfast included
Le Carnot Boutique Hotel,"21.0383217558276,105.846909284592",1.3 km from centre,Superior Double or Twin Room,4 out of 5,8.5,Very good,309 reviews,"VND 903,437","FREE cancellation,• No prepayment needed"
Muong Thanh Grand Hanoi Hotel,"20.9695827422655,105.827029943339",7 km from centre,Deluxe Room,4 out of 5,6.0,Review score,18 reviews,"VND 1,209,600",Breakfast included
Dream Hotel and Apartment,"21.0172141357809,105.829018879623",2.7 km from centre,Deluxe Double Studio,4 out of 5,8.3,Very good,58 reviews,"VND 1,116,794",
Midori Boutique Hotel,"21.0163702018685,105.850444436073",1.3 km from centre,Day Use (2 Hours) - Deluxe Double Room,3 out of 5,8.8,Fabulous,80 reviews,"VND 357,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hanoi La Selva Hotel,"21.031379626027,105.854904949665",500 m from centre,Standard Double or Twin Room,3 out of 5,9.6,Exceptional,"1,028 reviews","VND 437,958",
Hanoi Ecogreen Hostel,"21.0360711693044,105.847770273685",1.1 km from centre,Day Use Offer (3 Hours) - Standard Double Room,2 out of 5,8.1,Very good,162 reviews,"VND 129,999",
Bao Hung Hotel & Apartment,"21.0334400769311,105.787887017197",6 km from centre,Deluxe Double Room,4 out of 5,9.2,Superb,83 reviews,"VND 799,800","FREE cancellation,• No prepayment needed"
The Pearl Hotel,"21.0217831955546,105.818169402308",3.6 km from centre,Standard Double Room,3 out of 5,8.1,Very good,46 reviews,"VND 747,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hanoi Amore Hotel & Travel,"20.99755,105.816883",5 km from centre,Deluxe Double Room,3 out of 5,9.5,Exceptional,124 reviews,"VND 730,800","FREE cancellation,• No prepayment needed"
Hanoi L'Heritage Centre Hotel & Spa,"21.0335226331727,105.850090384483",700 m from centre,Superior Deluxe Double or Twin Room,4 out of 5,9.2,Superb,"1,384 reviews","VND 680,400","FREE cancellation,• No prepayment needed"
SkyLake Homestay,"21.032242,105.851695",500 m from centre,Deluxe Queen Room with Two Queen Beds,,9.0,Superb,32 reviews,"VND 455,000",
NR OLDQUARTER Netflix/Kalon Homestay,"21.011264,105.857534",1.9 km from centre,Deluxe Double Room with Extra Bed,,8.7,Fabulous,191 reviews,"VND 299,250",
Lucky Budda Inn Villa,"21.048854,105.864795",2.7 km from centre,Day Use Offer (4 Hours) - Superior room,3 out of 5,9.8,Exceptional,74 reviews,"VND 198,645","FREE cancellation,• No prepayment needed"
Stelward Prima Hotel - former Golden Legend,"21.0304683379482,105.8485481143",500 m from centre,Street View Balcony Suite,3 out of 5,9.5,Exceptional,466 reviews,"VND 532,910","FREE cancellation,• No prepayment needed"
OYO 416 Giao Thông Hotel,"21.018037,105.841284",1.6 km from centre,Standard Twin Room,,8.1,Very good,134 reviews,"VND 279,351",
Luxury Apartment Vinhomes Skylake,"21.019402616475,105.781331924081",7 km from centre,One-Bedroom Apartment,3 out of 5,9.9,Exceptional,5 reviews,"VND 1,550,000",
Quang Anh Hotel,"21.030425,105.779245",7 km from centre,Deluxe Double Room,,,,,"VND 1,000,000",
Scent Premium Hotel,"21.0314822707635,105.850487351418",450 m from centre,Superior Double Room,4 out of 5,9.8,Exceptional,54 reviews,"VND 394,444","FREE cancellation,• No prepayment needed"
OYO 709 Seoul Hotel,"21.0100430077698,105.798522233963",5 km from centre,Superior Double Room,3 out of 5,6.8,Review score,19 reviews,"VND 233,456",
Night Hotel,"21.01553,105.849926",1.4 km from centre,Standard Double Room,3 out of 5,8.2,Very good,102 reviews,"VND 549,760",Breakfast included
Hanoi HM Boutique Hotel,"21.0320483802508,105.853904485703",500 m from centre,Deluxe Double or Twin Room with City View,3 out of 5,8.4,Very good,337 reviews,"VND 334,877",
Hanoi Elpis Grand Hotel,"21.031658,105.855535",550 m from centre,Deluxe Double or Twin Room,3 out of 5,9.1,Superb,136 reviews,"VND 347,290","FREE cancellation,• No prepayment needed"
Aurora Central,"21.03172,105.850858",500 m from centre,Deluxe Double or Twin Room,4 out of 5,9.3,Superb,13 reviews,"VND 840,000","FREE cancellation,• No prepayment needed"
Aurora Hotels & Travel,"21.03126,105.855463",500 m from centre,Deluxe Double Room,4 out of 5,9.6,Exceptional,18 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
Sen Grand Hotel & Spa managed by Sen Group,"21.0394823402678,105.80237700098",5 km from centre,Superior Double or Twin Room,4 out of 5,8.8,Fabulous,140 reviews,"VND 1,192,500","Breakfast included,FREE cancellation,• No prepayment needed"
Hanoi Eternity Hotel,"21.0231628107075,105.843465328217",1.1 km from centre,Standard Double Room,3 out of 5,7.6,Good,271 reviews,"VND 417,600","FREE cancellation,• No prepayment needed"
Hanoi Backpackersuite Hostel,"21.0347680389896,105.845537344566",1.1 km from centre,Deluxe Queen Room,,8.2,Very good,863 reviews,"VND 210,600",
Blubiz Hotel My Dinh,"21.0176416348455,105.778276175174",7 km from centre,Standard King Room,3 out of 5,7.4,Good,20 reviews,"VND 799,350",Breakfast included
KEGON Hotel,"21.033294,105.806788",4.8 km from centre,Deluxe Double Room - Free Check in From 10 a.m,4 out of 5,9.2,Superb,28 reviews,"VND 1,300,000",Breakfast included
Hanoi Family Homestay 2,"21.0333336574613,105.844669093254",1 km from centre,Day Use 3 Hours,2 out of 5,9.1,Superb,141 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
Ohana Hotel,"21.012374,105.850503",1.8 km from centre,Superior King Room,3 out of 5,8.1,Very good,65 reviews,"VND 434,700",
Khăn quàng đỏ hotel,"21.040338,105.821362",3.5 km from centre,Twin Room,3 out of 5,,,,"VND 1,100,000",Breakfast included
The Q Boutique Hotel,"21.042611,105.844494",1.9 km from centre,Day Use Offer (6 Hours) - Superior Room,4 out of 5,8.9,Fabulous,26 reviews,"VND 730,000","FREE cancellation,• No prepayment needed"
Pacific Place Serviced Apartment,"21.0251707397569,105.843502879143",1 km from centre,One-Bedroom Apartment,3 out of 5,7.3,Good,8 reviews,"VND 1,900,000",
Momizi Business Hotel,"21.0336845974772,105.81103232922",4.3 km from centre,Deluxe Double Room,3 out of 5,8.4,Very good,42 reviews,"VND 1,393,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hanoian Lakeside Hotel,"21.032238,105.852631",500 m from centre,Superior Double or Twin Room,3 out of 5,9.2,Superb,148 reviews,"VND 482,816","FREE cancellation,• No prepayment needed"
An Phú Motel,"20.983375,105.783535",8 km from centre,Twin Room,,7.6,Good,21 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Sakura Hotel 3,"21.0293257220168,105.808435758266",4.6 km from centre,Superior Double Room - Smoking,,7.5,Good,57 reviews,"VND 1,080,000","Breakfast included,FREE cancellation,• No prepayment needed"
Ngoc Han Hanoi Hotel,"21.009592,105.794442",6 km from centre,Triple Room with Balcony,2 out of 5,8.4,Very good,43 reviews,"VND 630,000",
Hanoi Prime Center Hotel,"21.035319,105.845505",1.1 km from centre,Deluxe Double or Twin Room with Window,3 out of 5,9.0,Superb,692 reviews,"VND 258,000","FREE cancellation,• No prepayment needed"
Pacific Place Serviced Apartment,"21.0251707397569,105.843502879143",1 km from centre,One-Bedroom Apartment,3 out of 5,7.3,Good,8 reviews,"VND 1,900,000",
Old Quarter Boutique Hotel,"21.03245,105.848949",650 m from centre,Deluxe Double or Twin Room,3 out of 5,9.0,Superb,135 reviews,"VND 259,200",
HOVI de Bali,"21.014369,105.824196",3.3 km from centre,Standard Double Room,,9.2,Superb,27 reviews,"VND 520,800",Breakfast included
OYO 1095 Ha Noi Vang Hotel,"21.006254,105.838743",2.8 km from centre,Deluxe Double Room,2 out of 5,5.7,Review score,50 reviews,"VND 287,332",
Spoon Hotel,"21.0314096683962,105.845371696617",850 m from centre,Day Use Offer (3 Hours ) - Standard Room,3 out of 5,9.0,Superb,"1,290 reviews","VND 142,800","FREE cancellation,• No prepayment needed"
Imperia Garden,"20.9972729753793,105.802931",6 km from centre,Two-Bedroom Apartment,3 out of 5,8.7,Fabulous,28 reviews,"VND 1,187,500",
Holiday Hotel,"21.0844980256845,105.816700570285",7 km from centre,Standard Double Room,2 out of 5,5.2,Review score,18 reviews,"VND 118,525","FREE cancellation,• No prepayment needed"
Lucky Budda Inn Villa,"21.048854,105.864795",2.7 km from centre,Day Use Offer (4 Hours) - Superior room,3 out of 5,9.8,Exceptional,74 reviews,"VND 198,645","FREE cancellation,• No prepayment needed"
Sen Hotel,"21.0356555956604,105.80400198698",5 km from centre,Deluxe Twin Room,3 out of 5,8.7,Fabulous,53 reviews,"VND 1,000,000",Breakfast included
