hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Le Hoang Beach Hotel Danang,"16.0658541904769,108.245074029469",2.8 km from centre,Deluxe Twin Room with Sea View,4 out of 5,8.9,Fabulous,410 reviews,"VND 729,000","Breakfast included,FREE cancellation,• No prepayment needed"
Clean & Quiet Villa,"15.979308,108.276443",11 km from centre,Villa with Private Pool,3 out of 5,6.7,Review score,11 reviews,"VND 5,000,000",
Whale Ocean View Hotel,"16.0725940885967,108.190559148788",3.1 km from centre,Double Room,2 out of 5,8.1,Very good,89 reviews,"VND 231,000","FREE cancellation,• No prepayment needed"
Casa Rosa Apartment,"16.0581371573262,108.244588024467",3 km from centre,Superior Studio,3 out of 5,9.4,Superb,128 reviews,"VND 469,200","FREE cancellation,• No prepayment needed"
San Marino Boutique Danang,"16.06177,108.23758",2.1 km from centre,Deluxe Double Room with Balcony with City View,4 out of 5,8.8,Fabulous,409 reviews,"VND 538,200","FREE cancellation,• No prepayment needed"
Chu Hotel,"16.0499429068666,108.248022794724",3.7 km from centre,Standard Double Room,3 out of 5,8.3,Very good,78 reviews,"VND 600,000","Breakfast included,FREE cancellation,• No prepayment needed"
Mangala Zen Garden & Luxury Apartments,"15.978468685826,108.282084167003",12 km from centre,One-Bedroom Apartment,5 out of 5,8.8,Fabulous,250 reviews,"VND 2,268,000","FREE cancellation,• No prepayment needed"
Sharon Apartment and Spa,"16.054958,108.245522",3.2 km from centre,Superior Studio with Garden View,3 out of 5,9.5,Exceptional,35 reviews,"VND 388,800","FREE cancellation,• No prepayment needed"
Tarasa Hotel,"16.0766920583065,108.216069638729",1 km from centre,Superior Double or Twin Room with City View,3 out of 5,7.7,Good,115 reviews,"VND 468,000",Breakfast included
POSIKI Dorm & Café Da Nang - 215 Trần Phú building,"16.064585917875,108.223628230827",650 m from centre,Double Room,,8.4,Very good,427 reviews,"VND 279,999","FREE cancellation,• No prepayment needed"
Babylon Garden - a VIE collection,"16.0678359,108.2443319",2.7 km from centre,Studio with Balcony and City View,,9.0,Superb,337 reviews,"VND 495,900","FREE cancellation,• No prepayment needed"
Canvas Danang Beach Hotel,"16.066411,108.24498",2.8 km from centre,Classic King Room,4 out of 5,,,,"VND 825,000",Breakfast included
Mỹ Phúc Homestay,"16.062238,108.238559",2.2 km from centre,Family Room,,,,,"VND 440,000",
Queen Da Nang Hotel,"16.0538895864576,108.208843767643",2 km from centre,Standard Double Room,3 out of 5,6.4,Review score,132 reviews,"VND 357,500","FREE cancellation,• No prepayment needed"
Haka Boutique Hotel,"16.0790434,108.2439106",2.9 km from centre,Deluxe Double Room,3 out of 5,9.2,Superb,875 reviews,"VND 425,250","FREE cancellation,• No prepayment needed"
Phuoc My An Beach Hotel,"16.065712,108.243104",2.6 km from centre,Superior Twin Room with Sea View,4 out of 5,8.9,Fabulous,38 reviews,"VND 670,800","FREE cancellation,• No prepayment needed"
Luna House Danang,"16.0633459793101,108.244079774483",2.8 km from centre,Double Room,2 out of 5,8.8,Fabulous,197 reviews,"VND 225,504","FREE cancellation,• No prepayment needed"
Santa Luxury Hotel,"16.0520360401449,108.247353336029",3.5 km from centre,Double Room with Sea View,4 out of 5,8.8,Fabulous,23 reviews,"VND 655,200","Breakfast included,FREE cancellation,• No prepayment needed"
Spring Hotel Danang,"16.0516618103152,108.242322422754",3.1 km from centre,Deluxe Double Room (2 Adults + 1 Child),,8.5,Very good,195 reviews,"VND 180,000",
An An Homes,"16.029427,108.223331",4.4 km from centre,One-Bedroom Apartment,3 out of 5,8.2,Very good,54 reviews,"VND 400,000",
HSB Hotel & Apartment,"16.0495940076704,108.247295807198",3.7 km from centre,Superior Double Room,,8.9,Fabulous,28 reviews,"VND 483,000","Breakfast included,FREE cancellation,• No prepayment needed"
Tabino Hotel Danang,"16.0791072306891,108.22896582209",1.6 km from centre,Standard Double Room No Window,3 out of 5,8.4,Very good,783 reviews,"VND 409,212","FREE cancellation,• No prepayment needed"
Vevy House,"16.068539,108.223647",500 m from centre,Double Room with Private External Bathroom,,8.9,Fabulous,14 reviews,"VND 400,000",
SPOT ON 806 Net Viet Homestay,"16.043327,108.212152",2.9 km from centre,Superior Double Room,2 out of 5,9.1,Superb,68 reviews,"VND 202,530",
Bluesun Hotel,"16.0668204336316,108.245087002841",2.8 km from centre,Deluxe Twin Room,4 out of 5,8.6,Fabulous,252 reviews,"VND 691,762","Breakfast included,FREE cancellation,• No prepayment needed"
Animor Green Home Đà Nẵng,"16.057666,108.245758",3.1 km from centre,Deluxe King Room,,8.8,Fabulous,428 reviews,"VND 369,600","FREE cancellation,• No prepayment needed"
Sun Grow Villas,"16.0393902,108.2498861",4.6 km from centre,Villa - Beach Front,,,,,"VND 7,300,000",
Vien Dong Hotel,"16.070736408673,108.215339718385",500 m from centre,Superior Double Room,2 out of 5,7.8,Good,306 reviews,"VND 246,582",
Pariat Hotel & Apartment,"16.065528,108.224081",650 m from centre,Small Double Room,4 out of 5,7.7,Good,530 reviews,"VND 520,000",
AHA Thang Bom Apartment Da Nang,"16.067881,108.208003",1.2 km from centre,Deluxe Studio,,9.4,Superb,43 reviews,"VND 444,500","FREE cancellation,• No prepayment needed"
ALOHA APARTEMAN,"16.038048,108.248737",4.7 km from centre,One-Bedroom Apartment,,,,,"VND 450,000",
The Ocean Villas,"15.9656469828662,108.286115527153",13 km from centre,One-Bedroom Apartment,5 out of 5,8.4,Very good,100 reviews,"VND 2,021,242","Breakfast included,FREE cancellation,• No prepayment needed"
Jolia Hotel & Apartment,"16.0522855079591,108.246516943794",3.5 km from centre,Double Room with Private Bathroom,3 out of 5,8.9,Fabulous,"1,139 reviews","VND 403,650","FREE cancellation,• No prepayment needed"
Hanoi Blue Hotel - The Water Front,"16.0561346706122,108.245461285114",3.1 km from centre,Standard Double Room with City View,1 out of 5,8.2,Very good,232 reviews,"VND 217,728",
BB Apartment Đà Nẵng,"16.037909422691,108.24708554107",4.5 km from centre,One-Bedroom Apartment,,,,,"VND 440,000",
Homestay C&E Da Nang,"16.066504049218,108.231766038294",1.4 km from centre,Deluxe King Studio,3 out of 5,8.9,Fabulous,82 reviews,"VND 210,000",
Queen Da Nang Hotel,"16.0538895864576,108.208843767643",2 km from centre,Standard Double Room,3 out of 5,6.4,Review score,132 reviews,"VND 357,500","FREE cancellation,• No prepayment needed"
Gold Boutique Hotel,"16.074742,108.181186",4.2 km from centre,Superior Double Room,3 out of 5,8.2,Very good,95 reviews,"VND 367,200",
Sofia Suite Hotel Danang,"16.0549686348003,108.244124539196",3.1 km from centre,Deluxe Twin Room with City View,3 out of 5,9.3,Superb,425 reviews,"VND 514,795","Breakfast included,FREE cancellation,• No prepayment needed"
La Que's Apartments,"16.057499,108.243884",3 km from centre,Deluxe King Room,,,,,"VND 400,000",
180 degrees city view,"16.062444,108.210229",1.2 km from centre,Three-Bedroom Apartment,4 out of 5,9.3,Superb,7 reviews,"VND 1,050,000",
My Family Hotel,"16.040964,108.239207",3.8 km from centre,Deluxe Double or Twin Room with City View,,,,,"VND 350,000",
Lem's coffee & apartment,"16.0658396641378,108.242321759462",2.5 km from centre,Double Room with Mountain View,3 out of 5,9.2,Superb,154 reviews,"VND 337,500",
Mercury Boutique Hotel,"16.0605450060682,108.216726452944",950 m from centre,Deluxe Double Room,3 out of 5,8.3,Very good,95 reviews,"VND 819,780","Breakfast included,FREE cancellation,• No prepayment needed"
Happy House,"16.0668700362616,108.243021198742",2.6 km from centre,Superior Double Room,2 out of 5,8.9,Fabulous,126 reviews,"VND 221,000","FREE cancellation,• No prepayment needed"
Tabino Hotel Danang,"16.0791072306891,108.22896582209",1.6 km from centre,Standard Double Room No Window,3 out of 5,8.4,Very good,783 reviews,"VND 409,212","FREE cancellation,• No prepayment needed"
Citadines Blue Cove Danang,"16.094437,108.224803",3 km from centre,Deluxe Twin Studio,5 out of 5,8.6,Fabulous,345 reviews,"VND 2,646,000",Breakfast included
Minh Toan Ocean Hotel,"16.067001,108.245198",2.8 km from centre,Premier Deluxe King with Partial Sea View,4 out of 5,8.4,Very good,42 reviews,"VND 875,000",Breakfast included
An An Homes,"16.029427,108.223331",4.4 km from centre,One-Bedroom Apartment,3 out of 5,8.2,Very good,54 reviews,"VND 400,000",
Lua House Apartment Da Nang,"16.051541673896,108.244286138098",3.3 km from centre,Deluxe Apartment,3 out of 5,9.4,Superb,65 reviews,"VND 260,000","FREE cancellation,• No prepayment needed"
Oriental Danang,"16.0600132388449,108.213220664726",1.1 km from centre,Deluxe Studio,4 out of 5,9.8,Exceptional,124 reviews,"VND 750,000",
Nostalgia DS Hotel,"16.0389436360377,108.244177929539",4.2 km from centre,Deluxe Double or Twin Room with Balcony,3 out of 5,9.1,Superb,66 reviews,"VND 364,000","FREE cancellation,• No prepayment needed"
OYO 320 Le House Hotel and Studio,"16.077432483316,108.16467296503",5 km from centre,Superior Double Room,2 out of 5,9.1,Superb,101 reviews,"VND 274,362",
Minh Hung Apartment & Hotel,"16.0348588,108.2292175",3.9 km from centre,Standard Apartment,3 out of 5,9.0,Superb,66 reviews,"VND 302,400","FREE cancellation,• No prepayment needed"
Thanh Hoang Chau Hotel,"16.0649549512496,108.219065666199",400 m from centre,Standard Double Room,3 out of 5,7.2,Good,517 reviews,"VND 261,000","Breakfast included,FREE cancellation,• No prepayment needed"
OYO 658 Euro Gold House And Coffee,"16.0594392004505,108.243278070114",2.8 km from centre,Standard Double Room,2 out of 5,9.6,Exceptional,93 reviews,"VND 194,548","FREE cancellation,• No prepayment needed"
Nhu Minh Plaza Danang Hotel,"16.070314,108.237099",1.9 km from centre,Deluxe Twin Room with City View,4 out of 5,8.7,Fabulous,72 reviews,"VND 840,000","Breakfast included,FREE cancellation,• No prepayment needed"
Cocochine – a VIE collection,"16.049447995653,108.245957493782",3.6 km from centre,Superior Twin Room,3 out of 5,8.3,Very good,28 reviews,"VND 380,000","FREE cancellation,• No prepayment needed"
Jazz Hotel,"16.0839947265841,108.247930307163",3.5 km from centre,Superior Twin Room,3 out of 5,7.9,Good,635 reviews,"VND 437,400","FREE cancellation,• No prepayment needed"
SPOT ON 806 Net Viet Homestay,"16.043327,108.212152",2.9 km from centre,Superior Double Room,2 out of 5,9.1,Superb,68 reviews,"VND 202,530",
Son Tra Resort,"16.106572207819,108.298174738884",9 km from centre,One-bedroom Garden View Villa,4 out of 5,7.3,Good,39 reviews,"VND 2,808,000",
Grand Sunrise Boutique Hotel,"16.0545641690477,108.24469592625",3.1 km from centre,Superior Double Room with Window,4 out of 5,9.1,Superb,677 reviews,"VND 546,000","Breakfast included,FREE cancellation,• No prepayment needed"
Apartment 797,"16.068946689362,108.23212346995",1.4 km from centre,One-Bedroom Apartment,3 out of 5,10,Exceptional,7 reviews,"VND 350,000",
Delicate Hotel & Apartment,"16.053846,108.245896",3.3 km from centre,Standard Queen Room,,9.3,Superb,38 reviews,"VND 200,000",
Arora Hotel,"16.085754,108.219217",1.9 km from centre,Triple Room with City View,,8.1,Very good,3 reviews,"VND 377,745",
Spring Hotel Danang,"16.0516618103152,108.242322422754",3.1 km from centre,Deluxe Double Room (2 Adults + 1 Child),,8.5,Very good,195 reviews,"VND 180,000",
Minh Hải Hostel,"16.056106,108.244368",3 km from centre,Standard King Room,,8.3,Very good,23 reviews,"VND 198,000",
Minh Toan Ocean Hotel,"16.067001,108.245198",2.8 km from centre,Premier Deluxe King with Partial Sea View,4 out of 5,8.4,Very good,42 reviews,"VND 875,000",Breakfast included
Queen's Finger Hotel Da Nang,"16.0483064949645,108.24622341793",3.6 km from centre,Superior Double Room,3 out of 5,9.1,Superb,325 reviews,"VND 501,930",Breakfast included
Luxury Neo-Classic Condo,"16.077805,108.245054",3 km from centre,Apartment,4 out of 5,9.5,Exceptional,6 reviews,"VND 1,750,000",
Sundrops Corner & Cafe,"16.048092,108.234501",2.8 km from centre,Deluxe Studio,,9.5,Exceptional,52 reviews,"VND 400,000",
The Memory - Danang,"16.066996,108.243114",2.6 km from centre,Queen Room,,9.4,Superb,140 reviews,"VND 661,111",Breakfast included
Fanta Suite Villa,"16.0716662346728,108.24285954237",2.6 km from centre,Standard Studio,3 out of 5,8.1,Very good,25 reviews,"VND 945,000","All meals included,FREE cancellation,• No prepayment needed"
Tam House Villa Hotel,"16.0573996538674,108.24315083446",2.9 km from centre,Superior King Room,,9.0,Superb,586 reviews,"VND 589,950",
Paradise Apartment Danang,"16.100112,108.228855",3.7 km from centre,Deluxe Apartment,,10,Exceptional,3 reviews,"VND 570,000",
Danang Petro Hotel,"16.0750013338684,108.221120238304",800 m from centre,Superior Double or Twin Room,3 out of 5,7.8,Good,40 reviews,"VND 750,000",
Hoang Thuy Sinh Hotel,"16.0657813,108.2002234",2 km from centre,Superior Double Room,1 out of 5,8.2,Very good,107 reviews,"VND 234,000",
Jazz Hotel,"16.0839947265841,108.247930307163",3.5 km from centre,Superior Twin Room,3 out of 5,7.9,Good,635 reviews,"VND 437,400","FREE cancellation,• No prepayment needed"
GIG Living,"16.0178179,108.2526168",6 km from centre,One-Bedroom Apartment,,,,,"VND 585,000",
Dang's Hotel,"16.062999,108.231633",1.5 km from centre,Standard Queen Room,,8.7,Fabulous,187 reviews,"VND 295,000",
Suri Apartment & Hotel Danang,"15.979289,108.272801",11 km from centre,Superior Double Room,2 out of 5,9.1,Superb,36 reviews,"VND 337,838",
Pariat Hotel & Apartment,"16.065528,108.224081",650 m from centre,Small Double Room,4 out of 5,7.7,Good,530 reviews,"VND 520,000",
Phuong Linh Hotel,"16.0137335094154,108.257211313352",7 km from centre,Deluxe King Room,3 out of 5,8.1,Very good,32 reviews,"VND 248,057","FREE cancellation,• No prepayment needed"
Johnny Hotel Danang,"16.076105,108.24199",2.6 km from centre,Deluxe Double Room,2 out of 5,7.6,Good,65 reviews,"VND 225,000",
Hana Homestay Danang,"16.056074,108.244745",3.1 km from centre,Double Room with Private Bathroom,,9.0,Superb,153 reviews,"VND 199,000",
Vinh Trung Plaza Apartment & Hotel,"16.066475327597,108.213599324226",650 m from centre,Studio,,6.6,Review score,45 reviews,"VND 798,000","Breakfast included,FREE cancellation,• No prepayment needed"
Nostalgia DS Hotel,"16.0389436360377,108.244177929539",4.2 km from centre,Deluxe Double or Twin Room with Balcony,3 out of 5,9.1,Superb,66 reviews,"VND 364,000","FREE cancellation,• No prepayment needed"
OYO 1070 Phuoc Ha,"16.071237,108.148464",7 km from centre,Superior Double Room,,8.1,Very good,39 reviews,"VND 239,444","FREE cancellation,• No prepayment needed"
Palazzo 3 Hotel,"16.044671,108.219567",2.6 km from centre,Superior Twin Room,3 out of 5,7.4,Good,40 reviews,"VND 510,000","Breakfast included,FREE cancellation,• No prepayment needed"
Da Nang Daisy Apartment,"16.053324,108.246772",3.4 km from centre,Two-Bedroom Apartment,3 out of 5,8.9,Fabulous,190 reviews,"VND 825,000",
Kingdom Danang Hotel,"16.0665551778295,108.243063772353",2.6 km from centre,Superior Double Room,2 out of 5,8.2,Very good,253 reviews,"VND 219,240","FREE cancellation,• No prepayment needed"
Aroya Hotel,"16.085497,108.145259",8 km from centre,Standard Double Room,2 out of 5,8.2,Very good,9 reviews,"VND 175,000",
Homestay Xì Trum,"16.043397,108.212095",2.9 km from centre,Double Room,,8.9,Fabulous,204 reviews,"VND 200,000",
Danang Boutique Hotel,"16.0602399,108.2138579",1.1 km from centre,Deluxe Double or Twin Room with City View,3 out of 5,8.8,Fabulous,394 reviews,"VND 688,800",
San San Hotel Da Nang,"16.0553594968632,108.245316194621",3.1 km from centre,Superior Double Room,3 out of 5,8.2,Very good,71 reviews,"VND 199,206","FREE cancellation,• No prepayment needed"
Hotel Song Thu My Khe Beach,"16.0550455682206,108.240689882626",2.8 km from centre,Standard King Room,3 out of 5,9.8,Exceptional,32 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Tam Homestay,"16.061502,108.216493",850 m from centre,Standard King Room,3 out of 5,9.2,Superb,27 reviews,"VND 308,000",
Sepon Blue Hotel,"16.063094,108.2429",2.6 km from centre,Superior Twin Room,3 out of 5,8.2,Very good,254 reviews,"VND 432,000","FREE cancellation,• No prepayment needed"
Nami Home Da Nang,"16.056864,108.244299",3 km from centre,Studio Apartment,,9.7,Exceptional,49 reviews,"VND 330,000","FREE cancellation,• No prepayment needed"
King's Finger Luxury Hotel,"16.0550769207444,108.241918536771",2.9 km from centre,Deluxe King Room with Partial Sea View,4 out of 5,9.0,Superb,180 reviews,"VND 680,625","Breakfast included,FREE cancellation,• No prepayment needed"
Abogo Apartment Resort Beach Da Nang,"16.012847,108.263977",7 km from centre,Day Use Offer - 150 minutes. Extra charge for overnight stay,,,,,"VND 500,000","FREE cancellation,• No prepayment needed"
The Vietnam Hostel,"16.068606,108.22438",600 m from centre,Double Room,,8.7,Fabulous,"1,120 reviews","VND 499,999","FREE cancellation,• No prepayment needed"
KaKa Hotel Han River,"16.0794170191425,108.223627237821",1.4 km from centre,King Room,3 out of 5,8.5,Very good,55 reviews,"VND 520,000","FREE cancellation,• No prepayment needed"
Sofia Suite Hotel Danang,"16.0549686348003,108.244124539196",3.1 km from centre,Deluxe Twin Room with City View,3 out of 5,9.3,Superb,425 reviews,"VND 514,795","Breakfast included,FREE cancellation,• No prepayment needed"
Tashi Boutique Apartment,"16.0768857,108.2413233",2.5 km from centre,Apartment with Balcony,,9.5,Exceptional,13 reviews,"VND 805,000",
Brody Beach Hotel,"16.077271,108.208154",1.6 km from centre,King Room,2 out of 5,8.3,Very good,15 reviews,"VND 349,800",
Hadiva Boutique Hotel,"16.067391,108.223854",550 m from centre,Double Room,3 out of 5,8.8,Fabulous,41 reviews,"VND 1,200,000","FREE cancellation,• No prepayment needed"
Sundrops Corner & Cafe,"16.048092,108.234501",2.8 km from centre,Deluxe Studio,,9.5,Exceptional,52 reviews,"VND 400,000",
Banana Flower Homestay,"16.078408,108.219141",1.1 km from centre,Deluxe King Studio,,9.5,Exceptional,29 reviews,"VND 380,000",
Top Hotel,"16.064441,108.243229",2.6 km from centre,Twin Room,2 out of 5,7.7,Good,181 reviews,"VND 874,000","FREE cancellation,• No prepayment needed"
TIDITEL Hotel and Apartment,"16.0521019367534,108.220504170697",1.9 km from centre,Deluxe Double Room,3 out of 5,9.6,Exceptional,15 reviews,"VND 506,000",
Hotel Hoang Thinh,"16.056173,108.244049",3 km from centre,Standard Double Room,,7.4,Good,170 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
Aroya Hotel,"16.085497,108.145259",8 km from centre,Standard Double Room,2 out of 5,8.2,Very good,9 reviews,"VND 175,000",
Santorini House and Coffee,"16.006787560533,108.199598688361",7 km from centre,Deluxe Double Room,,9.0,Superb,21 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Lucky Danang Hotel & Apartment,"16.085999,108.215234",2 km from centre,Superior Double Room,3 out of 5,8.5,Very good,249 reviews,"VND 373,800",Breakfast included
The Code Hotel & Spa,"16.093486,108.251364",4.5 km from centre,Day Use Offer (3 hours) - Extra charge for overnight stay,4 out of 5,9.0,Superb,261 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Le Hoang Beach Hotel Danang,"16.0658541904769,108.245074029469",2.8 km from centre,Deluxe Twin Room with Sea View,4 out of 5,8.9,Fabulous,410 reviews,"VND 729,000","Breakfast included,FREE cancellation,• No prepayment needed"
City Hostel Da Nang,"16.065443,108.222231",500 m from centre,Mixed Dormitory Room,1 out of 5,8.7,Fabulous,389 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Bay Sydney Hotel,"16.066216194081,108.243040309787",2.6 km from centre,Deluxe Double Room,3 out of 5,8.0,Very good,12 reviews,"VND 467,500","Breakfast included,FREE cancellation,• No prepayment needed"
Gemma Hotel & Apartment,"16.0615038996393,108.236271364418",2 km from centre,Superior Double Room with City View,3 out of 5,8.2,Very good,51 reviews,"VND 434,000","FREE cancellation,• No prepayment needed"
Real Relax Villa & Massage,"15.978015555475,108.277553095107",11 km from centre,Villa,,,,,"VND 8,188,000",
Ngói house,"16.053964,108.205851",2.1 km from centre,Deluxe Queen Room,3 out of 5,9.1,Superb,20 reviews,"VND 405,000",
Fivitel Boutique Da Nang,"16.064346,108.220492",500 m from centre,Superior Double Room,4 out of 5,9.1,Superb,851 reviews,"VND 1,394,991",Breakfast included
Delfino Hotel and Spa,"16.0497310218176,108.247566719949",3.7 km from centre,Large Double Room,3 out of 5,10,Exceptional,9 reviews,"VND 360,000","FREE cancellation,• No prepayment needed"
Khanh Linh Hotel,"16.051491,108.216404",1.9 km from centre,Standard Queen Room,,8.5,Very good,8 reviews,"VND 280,000",
Da Nang Nemo Hotel,"16.0536727450429,108.240322172642",2.8 km from centre,Standard Double Room,1 out of 5,8.6,Fabulous,98 reviews,"VND 230,000","FREE cancellation,• No prepayment needed"
Da Nang Nemo Hotel,"16.0536727450429,108.240322172642",2.8 km from centre,Standard Double Room,1 out of 5,8.6,Fabulous,98 reviews,"VND 230,000","FREE cancellation,• No prepayment needed"
HODI Hotel,"16.055193,108.244616",3.1 km from centre,Superior Queen Room,3 out of 5,8.8,Fabulous,691 reviews,"VND 228,052","FREE cancellation,• No prepayment needed"
Valentine Hotel,"16.0669259871977,108.244384813492",2.7 km from centre,Superior Double Room,2 out of 5,7.5,Good,210 reviews,"VND 193,800","FREE cancellation,• No prepayment needed"
Continent Hotel Da Nang,"16.0715969676263,108.238195180893",2.1 km from centre,Standard King Room,3 out of 5,8.0,Very good,174 reviews,"VND 348,368","FREE cancellation,• No prepayment needed"
Temple Da Nang,"16.0746572457515,108.246122498286",3 km from centre,Standard King Room,,7.8,Good,232 reviews,"VND 948,292",
Siro House Da Nang Homestay,"16.0542454019615,108.240344823765",2.8 km from centre,Double Room with View,,9.3,Superb,285 reviews,"VND 239,000",
Sun Grow Villas,"16.0393902,108.2498861",4.6 km from centre,Villa - Beach Front,,,,,"VND 7,300,000",
The Garden Riverside Hotel,"16.065321,108.22421",650 m from centre,Triple Room with Private Bathroom,2 out of 5,8.7,Fabulous,33 reviews,"VND 289,800","FREE cancellation,• No prepayment needed"
Mường Thanh Mỹ Khê Beach Seviced Apartment,"16.053324,108.246772",3.4 km from centre,Studio Apartment,,,,,"VND 1,440,000",
Bong Mai Motel,"16.0681868293544,108.242726057672",2.5 km from centre,Deluxe Family Room,1 out of 5,8.6,Fabulous,288 reviews,"VND 243,000",
Connect Hotel,"16.0654241180659,108.243763579029",2.6 km from centre,Superior Twin Room,3 out of 5,8.2,Very good,81 reviews,"VND 765,000","FREE cancellation,• No prepayment needed"
Son Tra Green Hotel & Apartment,"16.0878805,108.2464603",3.6 km from centre,Standard Double Room,2 out of 5,9.1,Superb,15 reviews,"VND 231,200",
Bamboo Green Hotel,"16.0663799620985,108.22377294302",550 m from centre,Standard Double or Twin Room,3 out of 5,6.8,Review score,66 reviews,"VND 385,000",
The Point Villa - IDC White House Da Nang,"15.982198248234,108.26916128397",11 km from centre,Three-Bedroom Villa,3 out of 5,7.8,Good,21 reviews,"VND 4,626,000",
Park Regis Cocobay,"15.9674961790891,108.28298789296",13 km from centre,Apartment with Balcony,4 out of 5,9.0,Superb,6 reviews,"VND 1,994,444","FREE cancellation,• No prepayment needed"
Azumaya Hotel Da Nang,"16.085846462848,108.214508593082",2 km from centre,Standard Twin Room,3 out of 5,8.5,Very good,23 reviews,"VND 916,500","FREE cancellation,• No prepayment needed"
Senorita Boutique Hotel,"16.0498716043488,108.247682038202",3.7 km from centre,Superior Double Room,3 out of 5,8.6,Fabulous,111 reviews,"VND 1,200,000","FREE cancellation,• No prepayment needed"
Dana Marina Hotel,"16.0632319325885,108.243711275038",2.7 km from centre,Superior Double Room,3 out of 5,8.0,Very good,300 reviews,"VND 470,652",Breakfast included
The Glomad Danang Hotel,"16.067741,108.24439",2.7 km from centre,Deluxe Double Room with Balcony and Sea View,,9.2,Superb,415 reviews,"VND 1,133,050","Breakfast included,FREE cancellation,• No prepayment needed"
CHIN Stays - Han River,"16.0706949,108.223793",600 m from centre,One-Bedroom Apartment,3 out of 5,8.4,Very good,45 reviews,"VND 360,000",
The Herriott Hotel & Suite,"16.0717538655063,108.238616287708",2.1 km from centre,Deluxe Double Room,3 out of 5,8.9,Fabulous,395 reviews,"VND 515,160",
Lucky Star Hotel,"16.0370696600578,108.223716616631",3.5 km from centre,Superior Double Room,1 out of 5,7.9,Good,232 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Golden Lotus Hotel,"16.053533,108.246635",3.4 km from centre,Superior Twin Room with City View,4 out of 5,,,,"VND 1,600,000","Breakfast included,FREE cancellation,• No prepayment needed"
Silkotel Da Nang,"16.0485252827063,108.24808083848",3.8 km from centre,Deluxe Double or Twin Room,4 out of 5,,,,"VND 4,312,000",Breakfast included
Son Tra Resort,"16.106572207819,108.298174738884",9 km from centre,One-bedroom Garden View Villa,4 out of 5,7.3,Good,39 reviews,"VND 2,808,000",
Lucky Star Hotel,"16.0370696600578,108.223716616631",3.5 km from centre,Superior Double Room,1 out of 5,7.9,Good,232 reviews,"VND 405,000","FREE cancellation,• No prepayment needed"
Kingdom Danang Hotel,"16.0665551778295,108.243063772353",2.6 km from centre,Superior Double Room,2 out of 5,8.2,Very good,253 reviews,"VND 219,240","FREE cancellation,• No prepayment needed"
Palazzo Hotel & Apartment,"16.0491922908397,108.247881495384",3.8 km from centre,Superior Twin Room with City View,3 out of 5,7.9,Good,155 reviews,"VND 533,588","FREE cancellation,• No prepayment needed"
Eco Green Boutique Hotel Da Nang,"16.0495255118018,108.246769183658",3.6 km from centre,Eco Twin Room with Balcony,3 out of 5,9.4,Superb,500 reviews,"VND 920,700",Breakfast included
Tropical House Apartment Da Nang,"16.070023,108.233978",1.6 km from centre,Superior Apartment,3 out of 5,8.6,Fabulous,40 reviews,"VND 660,000","FREE cancellation,• No prepayment needed"
OHome 75 Danang - Managed by Chiic Vacation,"16.063814,108.237893",2.1 km from centre,Studio with City View,,9.6,Exceptional,11 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
Dang's Hotel,"16.062999,108.231633",1.5 km from centre,Standard Queen Room,,8.7,Fabulous,187 reviews,"VND 295,000",
Hotel Hoang Thinh,"16.056173,108.244049",3 km from centre,Standard Double Room,,7.4,Good,170 reviews,"VND 252,000","FREE cancellation,• No prepayment needed"
Bay Sydney Hotel,"16.066216194081,108.243040309787",2.6 km from centre,Deluxe Double Room,3 out of 5,8.0,Very good,12 reviews,"VND 467,500","Breakfast included,FREE cancellation,• No prepayment needed"
Sun River Hotel,"16.0675372322206,108.224660754204",600 m from centre,Standard Twin Room without Window,3 out of 5,8.2,Very good,757 reviews,"VND 1,190,000","Breakfast included,FREE cancellation,• No prepayment needed"
Kon-Tiki DaNang Hostel,"16.0643245989712,108.230680720881",1.4 km from centre,Blue Deluxe Room,,9.1,Superb,682 reviews,"VND 250,000",
Van apartment,"16.052972,108.245234",3.3 km from centre,Standard Apartment,3 out of 5,8.9,Fabulous,79 reviews,"VND 300,000",
Maple Suite Hotel & Apartment,"16.0736144734114,108.243546606152",2.7 km from centre,Queen Studio,2 out of 5,9.6,Exceptional,98 reviews,"VND 409,200",
Phuong Linh Hotel,"16.0137335094154,108.257211313352",7 km from centre,Deluxe King Room,3 out of 5,8.1,Very good,32 reviews,"VND 248,057","FREE cancellation,• No prepayment needed"
Bamboo Green Central Hotel,"16.0630885356652,108.219838142395",600 m from centre,Twin Room,3 out of 5,7.0,Good,17 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Charming Danang Hotel,"16.055284389853,108.243714161217",3 km from centre,Twin Room,1 out of 5,8.1,Very good,47 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
