hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
The Art - G9 Homestay,"10.766085,106.686007",1.5 km from centre,Standard Double Room,,9.5,Exceptional,491 reviews,"VND 499,320",
Central Park Saigon Hotel,"10.7885387960656,106.690203845501",2.1 km from centre,Standard King Room,3 out of 5,7.9,Good,117 reviews,"VND 582,200",
Silverland Sil Hotel & Spa,"10.7803128373388,106.703612208366",1.1 km from centre,Superior Double Room without Window,3 out of 5,8.0,Very good,229 reviews,"VND 563,258",
Saigon Hanoi Hotel,"10.7776331603218,106.705476343632",1.1 km from centre,Superior Double Room - No Breakfast,3 out of 5,7.9,Good,63 reviews,"VND 500,000","FREE cancellation,• No prepayment needed"
Blue Sky Hotel,"10.812307,106.66856",5 km from centre,Superior Queen Room,3 out of 5,8.1,Very good,490 reviews,"VND 622,080",
Minh Chau Hotel,"10.7789795890226,106.673973798752",2.8 km from centre,Studio,2 out of 5,7.6,Good,323 reviews,"VND 312,390","FREE cancellation,• No prepayment needed"
Reddoorz Hoang Minh Hotel,"10.801794,106.646551",6 km from centre,Standard Double Room,,7.6,Good,92 reviews,"VND 320,000",FREE cancellation
Saki Aparthotel,"10.7236927777209,106.709400124179",5 km from centre,King Room - Basement,4 out of 5,9.5,Exceptional,93 reviews,"VND 280,150",
Vân Anh Luxury,"10.7681157448536,106.697561125131",400 m from centre,Deluxe Double Room,3 out of 5,8.2,Very good,653 reviews,"VND 403,200",Breakfast included
Dream Luxury Home Saigon Center,"10.773220020526,106.695427753373",400 m from centre,Deluxe Suite,,8.2,Very good,46 reviews,"VND 400,000",
Giang Linh Hotel,"10.771553,106.693949",500 m from centre,Double Room,3 out of 5,7.8,Good,85 reviews,"VND 240,000",
Saigon Domaine Luxury Residences,"10.826835809872,106.735632419586",7 km from centre,One-Bedroom Apartment,5 out of 5,8.6,Fabulous,272 reviews,"VND 2,048,236",
Bonita Grand Hotel,"10.7552334082982,106.680488381535",2.7 km from centre,King Room,2 out of 5,7.1,Good,201 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
Thien Ha Hotel & Apartment,"10.7365391776597,106.730616709926",5 km from centre,Superior Double Room with City View,2 out of 5,8.1,Very good,255 reviews,"VND 401,540","Breakfast included,FREE cancellation,• No prepayment needed"
Country House 373,"10.7664489200521,106.690123906746",1.1 km from centre,Standard King Room,2 out of 5,8.3,Very good,470 reviews,"VND 390,218",Breakfast included
The Hut Boutique Hotel-Notre Dame,"10.786279,106.692978",1.8 km from centre,Standard Double Room,3 out of 5,9.1,Superb,642 reviews,"VND 448,603",
An Bình House Saigon,"10.7806251894013,106.674275381615",2.9 km from centre,Studio Apartment,3 out of 5,7.6,Good,59 reviews,"VND 360,000",
Love Hotel Airport,"10.8154641676104,106.672862845404",5 km from centre,Superior Twin Room,1 out of 5,8.6,Fabulous,106 reviews,"VND 433,500",
Cherry Hotel and Apartment,"10.802714,106.643929",6 km from centre,Day Use Offer for Same Day Stay - Extra Charge for Overnight Stay,3 out of 5,8.4,Very good,257 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Shibrowns Nguyễn Đình Chiểu,"10.772566,106.685734",1.4 km from centre,Standard Double Room,3 out of 5,7.7,Good,159 reviews,"VND 270,000",
ACE Hotel,"10.7690195630017,106.690238714218",950 m from centre,Standard Double Room,2 out of 5,7.5,Good,254 reviews,"VND 284,200","FREE cancellation,• No prepayment needed"
Rang Dong Hotel,"10.7720603042946,106.691885590553",750 m from centre,Superior Double Room,3 out of 5,8.3,Very good,135 reviews,"VND 641,250",
Green Cocoon,"10.7960575,106.706614",2.9 km from centre,One-Bedroom Apartment,2 out of 5,8.5,Very good,196 reviews,"VND 351,000",
Cozrum Homes - Aurora House,"10.773378,106.682384",1.8 km from centre,Studio Apartment,3 out of 5,8.5,Very good,115 reviews,"VND 2,046,097","FREE cancellation,• No prepayment needed"
BLESSED Hotel,"10.7334552002149,106.708667006117",4.4 km from centre,Double Room with Garden View,3 out of 5,8.6,Fabulous,12 reviews,"VND 893,640",Breakfast included
Cactusland Boutique Hotel,"10.779857,106.679093",2.3 km from centre,Standard Double Room,3 out of 5,8.6,Fabulous,194 reviews,"VND 400,400",
DDA Hotel District 1,"10.7673358117681,106.694135963917",650 m from centre,Day Use 2 hours - Standard Double Room,2 out of 5,9.6,Exceptional,14 reviews,"VND 80,000","FREE cancellation,• No prepayment needed"
The Six Hotel,"10.8019042508812,106.676015294478",4.2 km from centre,Standard King Room,2 out of 5,8.4,Very good,184 reviews,"VND 497,250",
Sen Viet Hotel,"10.7705847317646,106.681600660086",1.9 km from centre,Deluxe Double or Twin Room,3 out of 5,6.2,Review score,22 reviews,"VND 720,000",Breakfast included
RedDoorz near Vincom Go Vap,"10.831522,106.689607",6 km from centre,Economy Double Room,2 out of 5,7.6,Good,93 reviews,"VND 230,400",FREE cancellation
SECC Scenic Valley,"10.7318916,106.7167233",4.8 km from centre,Standard Apartment,,,,,"VND 1,368,000",
9 Hostel and Bar,"10.772065,106.690822",850 m from centre,Deluxe Twin Room,,8.6,Fabulous,"1,255 reviews","VND 314,653",
The Spring Hotel,"10.7788741936469,106.703141480684",1 km from centre,Economy Double or Twin Room,3 out of 5,7.8,Good,188 reviews,"VND 440,000",
Vera Saigon Apartments - Vinhomes Serviced Apartments Luxhome,"10.7950532,106.7195939",3.5 km from centre,One-Bedroom Apartment,3 out of 5,9.5,Exceptional,22 reviews,"VND 1,530,000","FREE cancellation,• No prepayment needed"
U&A Residences,"10.78595,106.693357",1.7 km from centre,Standard Double Room,3 out of 5,8.6,Fabulous,87 reviews,"VND 349,566","FREE cancellation,• No prepayment needed"
Cozrum Homes The Gallery Residence,"10.807860591528,106.68688669885",4.2 km from centre,Studio with Balcony,3 out of 5,9.1,Superb,79 reviews,"VND 562,134","FREE cancellation,• No prepayment needed"
Grand Cititel Central Saigon Hotel,"10.7719996661596,106.695109625795",400 m from centre,Grand Superior with Rooftop Pool,4 out of 5,8.2,Very good,218 reviews,"VND 807,500",
RedDoorz Plus & Cloud 9 Quang Trung,"10.845145,106.638842",10 km from centre,Executive Suite,,7.8,Good,57 reviews,"VND 475,200",FREE cancellation
Meow Hotel & Cafe,"10.766785,106.689469",1.1 km from centre,Budget Double Room,,8.4,Very good,161 reviews,"VND 235,000",
Yen Nam Hotel,"10.7971178,106.6751454",3.9 km from centre,Superior Double Room,3 out of 5,7.6,Good,69 reviews,"VND 486,000",
RedDoorz Plus & Cloud 9 Quang Trung,"10.845145,106.638842",10 km from centre,Executive Suite,,7.8,Good,57 reviews,"VND 475,200",FREE cancellation
The Wooden Apartments - In the heart of Ben Thanh,"10.76801,106.6950628",550 m from centre,Apartment with Terrace,3 out of 5,8.3,Very good,97 reviews,"VND 867,150",
Asian Kitchen Hotel,"10.769062,106.693738",600 m from centre,Superior Double or Twin Room,2 out of 5,8.5,Very good,732 reviews,"VND 283,929","Breakfast included,FREE cancellation,• No prepayment needed"
New Hampton Hospitality - Cornelia Hotel & Apartment,"10.798579,106.706149",3.1 km from centre,One-Bedroom Apartment,3 out of 5,9.4,Superb,171 reviews,"VND 524,000",
The Bloom Pham Viet Chanh,"10.790097,106.709039",2.4 km from centre,Superior Studio,3 out of 5,9.1,Superb,169 reviews,"VND 988,110",Breakfast included
H79 HOTEL,"10.8009308090862,106.660005370535",5 km from centre,Deluxe Double Room (2 Adults + 1 Child),2 out of 5,8.0,Very good,303 reviews,"VND 342,380","FREE cancellation,• No prepayment needed"
Apartmentel - Leman Suites,"10.777883,106.689943",1.2 km from centre,One-Bedroom Apartment,4 out of 5,9.7,Exceptional,4 reviews,"VND 1,539,386",FREE cancellation
Aiden Saigon Hotel,"10.742016,106.628979",8 km from centre,Standard Twin Room,,8.1,Very good,211 reviews,"VND 624,960",
Zazz Urban Ho Chi Minh,"10.758245,106.67387",3 km from centre,Standard Double Room,4 out of 5,8.5,Very good,67 reviews,"VND 1,106,262",
Holiday Hotel,"10.7717072215258,106.693744361401",500 m from centre,Deluxe Double Room,2 out of 5,7.8,Good,182 reviews,"VND 218,700",
Sunrise Central Hotel,"10.7734594565693,106.696488261223",300 m from centre,Deluxe Twin Room No Window,3 out of 5,8.0,Very good,271 reviews,"VND 492,480",
Ngoi Sao Phuong Nam Hotel,"10.832904,106.615835",11 km from centre,Standard King Room,1 out of 5,7.6,Good,118 reviews,"VND 225,000","FREE cancellation,• No prepayment needed"
SAKI APARTHOTEL 4,"10.726482122545,106.706324106009",5 km from centre,Deluxe Room,3 out of 5,9.7,Exceptional,25 reviews,"VND 350,000",
Bay Hotel Ho Chi Minh,"10.7806162303549,106.706836420971",1.4 km from centre,Superior Queen Room with Free Mini Bar,4 out of 5,8.2,Very good,388 reviews,"VND 1,101,986",FREE cancellation
Cozrum Homes Ambera House,"10.765090859558,106.685193101852",1.6 km from centre,Superior Apartment,3 out of 5,8.8,Fabulous,44 reviews,"VND 498,599","FREE cancellation,• No prepayment needed"
Le Jardin Secret Saigon,"10.760187,106.696461",1.3 km from centre,Standard Double Room,,8.6,Fabulous,93 reviews,"VND 704,000",Breakfast included
Sen Viet Hotel,"10.7705847317646,106.681600660086",1.9 km from centre,Deluxe Double or Twin Room,3 out of 5,6.2,Review score,22 reviews,"VND 720,000",Breakfast included
A&EM Signature Hotel,"10.7738362516451,106.697314381599",300 m from centre,Deluxe Twin Room - No Window,4 out of 5,8.0,Very good,496 reviews,"VND 1,828,350",Breakfast included
Apartmentel - Leman Luxury,"10.777919,106.689789",1.2 km from centre,One-Bedroom Apartment,4 out of 5,9.3,Superb,23 reviews,"VND 1,518,583","FREE cancellation,• No prepayment needed"
8B Aparthotel,"10.8078247494,106.665678133366",5 km from centre,Deluxe King Room,3 out of 5,9.4,Superb,67 reviews,"VND 637,500","FREE cancellation,• No prepayment needed"
Roseland Centa Hotel & Spa,"10.780740388802,106.70501446737",1.3 km from centre,Deluxe Double Room,4 out of 5,8.3,Very good,285 reviews,"VND 838,800",
The HOMEE,"10.7339825074257,106.701771092343",4.2 km from centre,Studio Apartment,3 out of 5,7.9,Good,333 reviews,"VND 324,472",
Gia Long King Hotel,"10.7717335710005,106.693765819073",500 m from centre,Superior Double Room,3 out of 5,8.8,Fabulous,821 reviews,"VND 359,170","FREE cancellation,• No prepayment needed"
Galaxy Hotel,"10.8492,106.678572",8 km from centre,Queen Room,,7.9,Good,226 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Tuong Vi Corner,"10.772193,106.669523",3.1 km from centre,Superior Double Room,3 out of 5,8.3,Very good,13 reviews,"VND 716,680","FREE cancellation,• No prepayment needed"
9 Hostel and Bar,"10.772065,106.690822",850 m from centre,Deluxe Twin Room,,8.6,Fabulous,"1,255 reviews","VND 314,653",
Cozrum Homes - Saphera Residence,"10.760303,106.690132",1.6 km from centre,Superior Apartment,3 out of 5,9.0,Superb,64 reviews,"VND 464,603","FREE cancellation,• No prepayment needed"
Hà Nội Hotel,"10.796567,106.66023",5 km from centre,Deluxe King Room,3 out of 5,8.1,Very good,479 reviews,"VND 900,000","Breakfast included,FREE cancellation"
An Nam Corner - Dreamer,"10.765888,106.691318",1 km from centre,Standard Double Room,,8.1,Very good,153 reviews,"VND 252,000",
Saki Aparthotel,"10.7236927777209,106.709400124179",5 km from centre,King Room - Basement,4 out of 5,9.5,Exceptional,93 reviews,"VND 280,150",
Cozrum Homes Citi Park,"10.791398673327,106.705061913383",2.4 km from centre,Superior Apartment,,8.8,Fabulous,122 reviews,"VND 422,189","FREE cancellation,• No prepayment needed"
INDO Serviced Apartment,"10.7793134767875,106.704900253967",1.1 km from centre,Standard Studio,3 out of 5,8.3,Very good,208 reviews,"VND 510,000",
The Lumiere,"10.802808,106.64065",7 km from centre,Standard Double Room,3 out of 5,8.1,Very good,40 reviews,"VND 425,000",
Love Hotel Airport,"10.8154641676104,106.672862845404",5 km from centre,Superior Twin Room,1 out of 5,8.6,Fabulous,106 reviews,"VND 433,500",
Ciao SaiGon Hotel & Spa,"10.8083495331782,106.66547543684",5 km from centre,Deluxe Double Room with Window,4 out of 5,8.1,Very good,258 reviews,"VND 2,258,824",Breakfast included
The Spring Hotel,"10.7788741936469,106.703141480684",1 km from centre,Economy Double or Twin Room,3 out of 5,7.8,Good,188 reviews,"VND 440,000",
Savanna Hotel,"10.76422,106.689887",1.2 km from centre,Standard Double Room,2 out of 5,8.1,Very good,412 reviews,"VND 288,000","FREE cancellation,• No prepayment needed"
Reddoorz Hoang Minh Hotel,"10.801794,106.646551",6 km from centre,Standard Double Room,,7.6,Good,92 reviews,"VND 320,000",FREE cancellation
Liberty Central Saigon Centre Hotel,"10.773651806562,106.698660850525",250 m from centre,Deluxe Double or Twin Room - Room Only,4 out of 5,8.4,Very good,585 reviews,"VND 1,016,400",
The Hammock Hotel Fine Arts Museum,"10.7694938574251,106.70022726059",350 m from centre,Cozy Twin Nest,3 out of 5,9.3,Superb,563 reviews,"VND 909,150",Breakfast included
Capri by Fraser Ho Chi Minh City,"10.7301881293743,106.723744869232",5 km from centre,Studio Deluxe Apartment,4 out of 5,7.9,Good,84 reviews,"VND 1,486,485",
SABINA Residence - HCM,"10.7334077645354,106.708723634361",4.4 km from centre,Superior Without Window (Basement),3 out of 5,8.8,Fabulous,206 reviews,"VND 390,600",
Sach Hotel,"10.854838,106.773045",12 km from centre,Deluxe Room (2 Adults + 1 Child),,6.8,Review score,115 reviews,"VND 392,445",
Garden View Court,"10.7749956181517,106.696622371674",450 m from centre,Standard One-Bedroom Apartment,4 out of 5,8.9,Fabulous,207 reviews,"VND 1,777,775",Breakfast included
Vien Dong Hotel,"10.7680815118322,106.692118942738",800 m from centre,Superior Double or Twin Room,3 out of 5,8.0,Very good,382 reviews,"VND 847,341",Breakfast included
7s Bien Xanh Hotel Quan 10,"10.766616,106.674056",2.8 km from centre,Superior Double Room,3 out of 5,7.9,Good,79 reviews,"VND 432,173",
Dream Luxury Home Saigon Center,"10.773220020526,106.695427753373",400 m from centre,Deluxe Suite,,8.2,Very good,46 reviews,"VND 400,000",
24h Saigon Hotel,"10.765362,106.693114",900 m from centre,Mixed Dormitory Room,,8.0,Very good,645 reviews,"VND 221,840","FREE cancellation,• No prepayment needed"
Ciao SaiGon Hotel & Spa,"10.8083495331782,106.66547543684",5 km from centre,Deluxe Double Room with Window,4 out of 5,8.1,Very good,258 reviews,"VND 2,258,824",Breakfast included
Green Star Hotel,"10.7667274196689,106.691110560793",950 m from centre,Standard Double Room,3 out of 5,7.5,Good,"1,229 reviews","VND 500,000",
VENUS HOTEL near SECC - FV Hospital,"10.7368864842102,106.720793820068",4.6 km from centre,Double Room - Day Use 4 hours,1 out of 5,8.1,Very good,85 reviews,"VND 157,500","FREE cancellation,• No prepayment needed"
Woody House Saigon Center,"10.771922,106.693279",600 m from centre,Executive Studio,3 out of 5,9.5,Exceptional,48 reviews,"VND 500,000",
Anh Dao Hotel,"10.751147,106.6133709",9 km from centre,King Room,2 out of 5,7.7,Good,126 reviews,"VND 480,000",
The MOKA Hotel,"10.771221,106.692824",600 m from centre,Deluxe King Room,3 out of 5,7.7,Good,361 reviews,"VND 384,750",
Roseland Centa Hotel & Spa,"10.780740388802,106.70501446737",1.3 km from centre,Deluxe Double Room,4 out of 5,8.3,Very good,285 reviews,"VND 838,800",
Song Xanh Hotel near SECC - FV,"10.736854,106.720763",4.6 km from centre,Double Room - Day Use 4 hours,2 out of 5,7.7,Good,286 reviews,"VND 175,000","FREE cancellation,• No prepayment needed"
Cap Town Hotel,"10.7719364618781,106.695050597191",400 m from centre,Superior Double Room,3 out of 5,8.7,Fabulous,223 reviews,"VND 658,000",
Bland Landmark Plus Luxury Residence,"10.7951781542204,106.719777348549",3.5 km from centre,Deluxe Apartment with Balcony,4 out of 5,9.5,Exceptional,50 reviews,"VND 1,055,556","FREE cancellation,• No prepayment needed"
Prague Thiên Phúc Hotel,"10.768450408708,106.693832874298",600 m from centre,Standard Double Room,2 out of 5,8.8,Fabulous,43 reviews,"VND 662,017",
Botanic House Saigon,"10.769404,106.697674",250 m from centre,Superior Double Room,3 out of 5,8.4,Very good,383 reviews,"VND 360,000",
Golden Crown Hotel,"10.7967118351887,106.672503948212",4 km from centre,Standard King Room,3 out of 5,6.7,Review score,95 reviews,"VND 617,773",
The Luxe Hotel,"10.7724423710036,106.696464121342",250 m from centre,Deluxe Queen Room - No Window,3 out of 5,8.2,Very good,158 reviews,"VND 601,600",
PARAGON Saigon,"10.8024504859719,106.720964975655",4.2 km from centre,Superior Apartment,3 out of 5,7.8,Good,45 reviews,"VND 397,800",
Diamond Suite Hai Ba Trung,"10.790731271191,106.688232421875",2.5 km from centre,Deluxe Apartment,4 out of 5,8.5,Very good,171 reviews,"VND 540,000",Breakfast included
A&EM Signature Hotel,"10.7738362516451,106.697314381599",300 m from centre,Deluxe Twin Room - No Window,4 out of 5,8.0,Very good,496 reviews,"VND 1,828,350",Breakfast included
Nhật Vân 1,"10.770338,106.6714",3 km from centre,Double Room,,7.5,Good,190 reviews,"VND 300,000",
Truong Giang Hotel,"10.7507084486899,106.661480297553",4.7 km from centre,Standard Double Room,1 out of 5,7.4,Good,101 reviews,"VND 288,000",
"Gem Villa 204B7, 6Bedr, 6 Bathroom, Dist2","10.8134342,106.732622",6 km from centre,Villa with Private Pool,3 out of 5,,,,"VND 6,300,000",
Cozrum Homes Citi Park,"10.791398673327,106.705061913383",2.4 km from centre,Superior Apartment,,8.8,Fabulous,122 reviews,"VND 422,189","FREE cancellation,• No prepayment needed"
Vinhomes Golden River,"10.783643262445,106.709626477487",1.9 km from centre,One-Bedroom Apartment,,,,,"VND 1,656,000",
RedDoorz Quynh Giang near HIECC Tan Binh,"10.795965,106.659336",5 km from centre,Economy Double Room,2 out of 5,8.0,Very good,366 reviews,"VND 338,400",FREE cancellation
A&EM Phan Boi Chau,"10.7732196776392,106.698384582996",200 m from centre,Senior Deluxe Double Room,3 out of 5,7.6,Good,219 reviews,"VND 822,500",Breakfast included
ND Hotel,"10.8012263026991,106.641612054648",7 km from centre,Superior Double Room,2 out of 5,8.2,Very good,230 reviews,"VND 297,500",
Parklane Hotel Saigon South,"10.7201974792314,106.732773116802",6 km from centre,Standard Twin Room,2 out of 5,8.4,Very good,86 reviews,"VND 500,000",Breakfast included
Truong Giang Hotel,"10.7507084486899,106.661480297553",4.7 km from centre,Standard Double Room,1 out of 5,7.4,Good,101 reviews,"VND 288,000",
The MOKA Hotel,"10.771221,106.692824",600 m from centre,Deluxe King Room,3 out of 5,7.7,Good,361 reviews,"VND 384,750",
Renaissance Riverside Hotel Saigon,"10.7745002530087,106.706251502037",950 m from centre,"Deluxe City 2 Single Beds, Guest room, 2 Single Beds",5 out of 5,8.4,Very good,132 reviews,"VND 2,420,000",Breakfast included
7s Simmi Apartment Phu My Hung,"10.7337065595677,106.707329780773",4.3 km from centre,Apartment - Ground Floor,3 out of 5,9.3,Superb,40 reviews,"VND 448,000",
A&EM Phan Boi Chau,"10.7732196776392,106.698384582996",200 m from centre,Senior Deluxe Double Room,3 out of 5,7.6,Good,219 reviews,"VND 822,500",Breakfast included
Cozrum Homes - Dragon House,"10.787027,106.696458",1.8 km from centre,Superior Studio,3 out of 5,8.2,Very good,38 reviews,"VND 426,321","FREE cancellation,• No prepayment needed"
Cozrum Homes May's House,"10.766396276972,106.694927137831",700 m from centre,Superior Studio,3 out of 5,9.3,Superb,18 reviews,"VND 560,450","FREE cancellation,• No prepayment needed"
PARAGON Saigon,"10.8024504859719,106.720964975655",4.2 km from centre,Superior Apartment,3 out of 5,7.8,Good,45 reviews,"VND 397,800",
Hikari Hotel,"10.800401,106.639226",7 km from centre,Double Room,2 out of 5,8.3,Very good,218 reviews,"VND 292,500","FREE cancellation,• No prepayment needed"
GEM Apartment,"10.8095822103481,106.751531909115",7 km from centre,Deluxe Apartment,3 out of 5,9.2,Superb,163 reviews,"VND 496,157",
24h Saigon Hotel,"10.765362,106.693114",900 m from centre,Mixed Dormitory Room,,8.0,Very good,645 reviews,"VND 221,840","FREE cancellation,• No prepayment needed"
Victory Sai Gon Hotel,"10.780304932722,106.693629026413",1.1 km from centre,Deluxe Double or Twin Room,3 out of 5,7.5,Good,183 reviews,"VND 1,035,000",Breakfast included
Glenwood Suites,"10.8072310833502,106.731854072422",5 km from centre,Two-Bedroom Apartment,3 out of 5,8.4,Very good,28 reviews,"VND 1,062,682",
Hoa Phat Hotel & Apartment,"10.8392596845179,106.74095928669",8 km from centre,Superior Room,3 out of 5,8.3,Very good,254 reviews,"VND 441,000","FREE cancellation,• No prepayment needed"
Sunshine Antique Hotel Saigon,"10.757177,106.686311",2.1 km from centre,Day Use Offer (4 hours) - Superior Double or Twin Room,4 out of 5,8.2,Very good,121 reviews,"VND 498,000",
The One Hotel Ben Thanh,"10.7724158020259,106.694825828108",400 m from centre,Day Use Offer (2 hours) same day stay - Extra charge for overnight stay,3 out of 5,7.5,Good,345 reviews,"VND 80,000",
Dear Homie,"10.789845,106.691246",2.2 km from centre,Superior Double Room,2 out of 5,8.5,Very good,55 reviews,"VND 450,000",
Minh Chau Hotel,"10.7789795890226,106.673973798752",2.8 km from centre,Studio,2 out of 5,7.6,Good,323 reviews,"VND 312,390","FREE cancellation,• No prepayment needed"
Ao Homestay - Rivergate Residence,"10.7627595,106.6986907",1 km from centre,Studio Apartment,3 out of 5,9.1,Superb,64 reviews,"VND 584,100",
Kelly Serviced Apartment Thao Dien,"10.8064456821204,106.730057448149",5 km from centre,Studio Apartment,3 out of 5,7.8,Good,79 reviews,"VND 440,000",
"Intercontinental Residence Saigon, an IHG hotel","10.7814853532094,106.699811518192",1.1 km from centre,One-Bedroom Suite,5 out of 5,9.1,Superb,55 reviews,"VND 4,207,088","FREE cancellation,• No prepayment needed"
Mellivoras's Sai Gon - The Aparthotel,"10.767084,106.694879",650 m from centre,King Room with Two King Beds,4 out of 5,9.0,Superb,40 reviews,"VND 534,375",
Sunrise City - 1 Bed Room - Full Furniture - City View,"10.743221,106.700986",3.2 km from centre,Apartment,,,,,"VND 1,846,757",
Nouveau Happy Inn,"10.7722895443782,106.690992414951",850 m from centre,Double Room - Day Use 4 hours,2 out of 5,5.8,Review score,73 reviews,"VND 100,000",
Sunrise City - 1 Bed Room - Full Furniture - City View,"10.743221,106.700986",3.2 km from centre,Apartment,,,,,"VND 1,846,757",
Nouveau Happy Inn,"10.7722895443782,106.690992414951",850 m from centre,Double Room - Day Use 4 hours,2 out of 5,5.8,Review score,73 reviews,"VND 100,000",
Thanh Lan Hotel,"10.752577,106.667397",4 km from centre,Double Room,1 out of 5,7.8,Good,194 reviews,"VND 301,750",
The Six Hotel,"10.8019042508812,106.676015294478",4.2 km from centre,Standard King Room,2 out of 5,8.4,Very good,184 reviews,"VND 497,250",
Hoang Yen Hotel,"10.7339595235205,106.707739329886",4.3 km from centre,Standard Queen Room,3 out of 5,8.8,Fabulous,132 reviews,"VND 336,600",
Erato Boutique Hotel,"10.8132012104489,106.667946046627",5 km from centre,Standard Double Room,2 out of 5,7.5,Good,470 reviews,"VND 384,000","FREE cancellation,• No prepayment needed"
Hung Miami Hotel,"10.791877878721,106.643437696751",6 km from centre,Standard King Room,2 out of 5,8.1,Very good,317 reviews,"VND 390,000","FREE cancellation,• No prepayment needed"
Ngoc Tung Riverside,"10.751770285139,106.712532699239",2.7 km from centre,Standard Double Room,2 out of 5,7.2,Good,237 reviews,"VND 260,000",FREE cancellation
Central Apartments - Free Pool&Gym - RiverGate Residence Building,"10.76277,106.6988962",1 km from centre,One-Bedroom Apartment,4 out of 5,9.2,Superb,75 reviews,"VND 450,000",
Atlas Hotel & Apartments,"10.729611,106.707132",4.8 km from centre,Apartment - Basement,3 out of 5,8.6,Fabulous,86 reviews,"VND 454,000",
VENUS HOTEL near SECC - FV Hospital,"10.7368864842102,106.720793820068",4.6 km from centre,Double Room - Day Use 4 hours,1 out of 5,8.1,Very good,85 reviews,"VND 157,500","FREE cancellation,• No prepayment needed"
Smiley Apartment 2,"10.7482322180565,106.687371432781",2.9 km from centre,One-Bedroom Apartment,3 out of 5,7.2,Good,35 reviews,"VND 288,150",
OYO 414 Saigon Home,"10.769616,106.668341",3.3 km from centre,Standard Double Room,2 out of 5,8.0,Very good,135 reviews,"VND 319,260","FREE cancellation,• No prepayment needed"
EdenStar Saigon Hotel & Spa,"10.7711828665007,106.689511835575",1 km from centre,Deluxe Double or Twin Room with Window,4 out of 5,8.6,Fabulous,803 reviews,"VND 1,187,160","Breakfast included,FREE cancellation,• No prepayment needed"
The One Loft Penthouse,"10.7689128,106.6971482",350 m from centre,One-Bedroom Apartment,,,,,"VND 1,728,000",
Nhật Vân 1,"10.770338,106.6714",3 km from centre,Double Room,,7.5,Good,190 reviews,"VND 300,000",
Anh Dao Hotel,"10.751147,106.6133709",9 km from centre,King Room,2 out of 5,7.7,Good,126 reviews,"VND 480,000",
Cozrum Homes - Rivera Corner,"10.7633770973648,106.696915863754",950 m from centre,Superior Studio,3 out of 5,9.2,Superb,85 reviews,"VND 450,786","FREE cancellation,• No prepayment needed"
Aloha Hotel,"10.751086,106.616934",9 km from centre,Standard Double Room,2 out of 5,7.6,Good,31 reviews,"VND 269,500","FREE cancellation,• No prepayment needed"
Sherwood Suites,"10.7824739625453,106.692301162214",1.4 km from centre,Studio,5 out of 5,9.4,Superb,327 reviews,"VND 3,141,600",
Capitalland's Service Apartment Landmark 6 Vinhomes,"10.795478,106.719256",3.5 km from centre,One-Bedroom Apartment,3 out of 5,7.9,Good,9 reviews,"VND 902,500",
Maison Royale,"10.788585,106.685262",2.4 km from centre,Studio,,9.6,Exceptional,373 reviews,"VND 380,000",Breakfast included
Athena Hotel,"10.777641062511,106.665347773016",3.7 km from centre,Deluxe Double or Twin Room,4 out of 5,7.9,Good,109 reviews,"VND 1,127,500",Breakfast included
Cozrum Homes Lý Chính Thắng,"10.790681126129,106.687449012303",2.5 km from centre,Superior Studio,,9.0,Superb,273 reviews,"VND 449,832","FREE cancellation,• No prepayment needed"
Cherry Apartment - Thao Dien Centre,"10.7957467045383,106.732334252007",4.6 km from centre,Standard Apartment,3 out of 5,9.4,Superb,93 reviews,"VND 482,400",
Ngoc Linh Hotel,"10.819119,106.696684",5 km from centre,Standard Double Room,2 out of 5,7.9,Good,148 reviews,"VND 338,580",
"Intercontinental Residence Saigon, an IHG hotel","10.7814853532094,106.699811518192",1.1 km from centre,One-Bedroom Suite,5 out of 5,9.1,Superb,55 reviews,"VND 4,207,088","FREE cancellation,• No prepayment needed"
Nhu Y Hotel,"10.743521,106.617546",9 km from centre,Superior Queen Room,2 out of 5,7.3,Good,146 reviews,"VND 270,000",
Dear Homie,"10.789845,106.691246",2.2 km from centre,Superior Double Room,2 out of 5,8.5,Very good,55 reviews,"VND 450,000",
Gia Vien Hotel,"10.7686243170785,106.694168150425",600 m from centre,Day Use 3 hours - Double Room,3 out of 5,8.2,Very good,359 reviews,"VND 255,000",
Capri by Fraser Ho Chi Minh City,"10.7301881293743,106.723744869232",5 km from centre,Studio Deluxe Apartment,4 out of 5,7.9,Good,84 reviews,"VND 1,486,485",
RedDoorz @ Nguyen Kiem Street,"10.8087350258912,106.678571948479",4.7 km from centre,Standard Double Room,3 out of 5,7.4,Good,184 reviews,"VND 338,400",FREE cancellation
Villa Song Saigon,"10.8161765788591,106.732531785965",6 km from centre,Villa Room,4 out of 5,9.2,Superb,92 reviews,"VND 3,017,438",Breakfast included
Lavis 18 Residence,"10.7725009984384,106.681589260697",1.9 km from centre,Studio,4 out of 5,8.4,Very good,90 reviews,"VND 1,575,000",
