hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Lan Anh Village,"11.906699095714,108.434015329937",4 km from centre,Double Room with Mountain View,4 out of 5,9.0,Superb,8 reviews,"VND 1,470,000",
Thái Thanh,"11.9459505749503,108.439135720238",450 m from centre,Deluxe Double Room with Balcony,1 out of 5,8.6,Fabulous,224 reviews,"VND 190,000",
The Balcony BnB,"11.9475455899517,108.458508476615",2.5 km from centre,Double Room with Mountain View,,8.5,Very good,280 reviews,"VND 440,000",Breakfast included
La Em Boutique Villa,"11.9299357543949,108.445076316463",1.7 km from centre,Deluxe Queen Room,3 out of 5,8.9,Fabulous,48 reviews,"VND 907,725",Breakfast included
Rot Homestay,"11.9580112400441,108.427169393848",2 km from centre,Deluxe Double Room with Balcony,,9.4,Superb,83 reviews,"VND 448,800",
Dalat Rose Hill Villa - Moutain View,"11.9520119620599,108.426123823619",1.6 km from centre,Double Room with Balcony,,9.5,Exceptional,90 reviews,"VND 444,240",
Lagom Homestay Dalat,"11.9417886067083,108.424242026389",1.4 km from centre,Double Room with Private Bathroom,,9.4,Superb,41 reviews,"VND 281,600",
Chau Giang Hotel,"11.939843,108.435259",400 m from centre,Superior Double Room,1 out of 5,9.5,Exceptional,107 reviews,"VND 339,918",
Q&P Smart Ville,"11.9461902056968,108.474140067914",4.1 km from centre,Double Room with Garden View,3 out of 5,9.5,Exceptional,14 reviews,"VND 1,300,905",
TATA 2 Đà Lạt Hotel,"11.941233,108.435248",250 m from centre,Superior Double Room,,8.6,Fabulous,31 reviews,"VND 240,278",
Gia Khanh Hotel,"11.9350579772284,108.433805666864",950 m from centre,Double Room with Private External Bathroom,,8.6,Fabulous,97 reviews,"VND 175,000",
THE SOUND OF SILENCE,"11.930535,108.449429",1.9 km from centre,Double Room with Mountain View,,7.4,Good,5 reviews,"VND 1,150,000",
Lien's Hotel Đà Lạt,"11.949644,108.434926",850 m from centre,Standard King Room,2 out of 5,8.9,Fabulous,15 reviews,"VND 269,500",
Thanh Thanh 2 Hotel,"11.9675323123957,108.444043766743",2.9 km from centre,Superior Double Room,2 out of 5,8.5,Very good,234 reviews,"VND 270,000",
Dalat Boutique Hotel,"11.935358,108.428605",1.2 km from centre,Superior Twin Room,3 out of 5,8.6,Fabulous,90 reviews,"VND 537,300",Breakfast included
Spring Hotel,"11.969602,108.437852",3 km from centre,Queen Room with Garden View,,9.0,Superb,99 reviews,"VND 350,000",
The Kadupul Homecation,"11.9337850422057,108.433003880951",1.1 km from centre,Double Room with Private Bathroom,3 out of 5,9.3,Superb,243 reviews,"VND 424,800",Breakfast included
Nice Dream Hotel,"11.943402693168,108.437192357672",100 m from centre,Superior Twin Room,3 out of 5,8.0,Very good,118 reviews,"VND 765,000",Breakfast included
Kim Hoa Hotel,"11.941539831975,108.436384846827",150 m from centre,Standard Queen Room,2 out of 5,8.1,Very good,124 reviews,"VND 430,000",
Anada Hotel Suites,"11.959660159089,108.442823588848",2 km from centre,One-Bedroom Apartment,3 out of 5,9.3,Superb,251 reviews,"VND 1,190,000",
Sun Hill Villas,"11.931281,108.426454",1.8 km from centre,Three-Bedroom Bungalow,,,,,"VND 2,200,000",
MORNING COFFEE HOTEL,"11.931186,108.427388",1.6 km from centre,Standard King Room,,,,,"VND 350,000",
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
Himalaya Phoenix Dalat Hotel,"11.9331831504015,108.429247923195",1.4 km from centre,Standard Double Room,2 out of 5,8.5,Very good,512 reviews,"VND 302,022",
Kim Hoa Hotel,"11.941539831975,108.436384846827",150 m from centre,Standard Queen Room,2 out of 5,8.1,Very good,124 reviews,"VND 430,000",
OPPA Homestay,"11.93048,108.448675",1.9 km from centre,Standard Double Room,,8.7,Fabulous,3 reviews,"VND 730,000",Breakfast included
DP Villa Dalat,"11.974817126591,108.448897203774",3.9 km from centre,Deluxe Villa,3 out of 5,9.9,Exceptional,9 reviews,"VND 3,921,500",
NK.Dalat Hotel,"11.942335,108.426142",1.2 km from centre,Double Room with Balcony,,8.6,Fabulous,238 reviews,"VND 390,000",
Tulip Hotel 3,"11.9422471405893,108.434001803399",350 m from centre,ROH  Double Room,2 out of 5,8.1,Very good,283 reviews,"VND 779,153",
August-Inn Da Lat Hotel,"11.954742,108.435788",1.4 km from centre,Standard Double Room,1 out of 5,8.8,Fabulous,64 reviews,"VND 230,000",
SWEET Home 2,"11.954012,108.477092",4.6 km from centre,Three-Bedroom Apartment,3 out of 5,9.0,Superb,47 reviews,"VND 800,000",
Villa Vista Dalat,"11.925705444207,108.445274450897",2.1 km from centre,Deluxe Double Room,3 out of 5,9.3,Superb,7 reviews,"VND 595,000",
DALAT LEGEND homestay,"11.93704,108.428618",1.1 km from centre,Standard Double Room,,8.9,Fabulous,144 reviews,"VND 333,333",
SODA HOTEL,"11.947493,108.440066",650 m from centre,Superior Double Room,2 out of 5,8.8,Fabulous,46 reviews,"VND 287,100","FREE cancellation,• No prepayment needed"
Sammy Dalat Hotel,"11.9352795859079,108.432682156563",950 m from centre,Deluxe Double or Twin Room,4 out of 5,7.9,Good,117 reviews,"VND 1,125,000",Breakfast included
THE SOUND OF SILENCE,"11.930535,108.449429",1.9 km from centre,Double Room with Mountain View,,7.4,Good,5 reviews,"VND 1,150,000",
Homestay Khu Vườn Hoàng Gia,"11.9463189479535,108.465133451503",3.1 km from centre,Villa,3 out of 5,7.8,Good,102 reviews,"VND 288,000",
LE PHUONG Dalat,"11.9397495590586,108.434820143143",400 m from centre,Deluxe Double Room with Balcony,,9.0,Superb,24 reviews,"VND 480,000",
LAAM Boutique,"11.943583,108.434435",300 m from centre,Deluxe Double Room,,8.8,Fabulous,5 reviews,"VND 600,000",
Thuan Hoa Hotel,"11.941977,108.453138",1.8 km from centre,Standard Double Room,,9.2,Superb,62 reviews,"VND 250,000",
Uyen Phuong Hotel,"11.947984,108.44054",750 m from centre,Deluxe Quadruple Room,1 out of 5,7.6,Good,106 reviews,"VND 331,200",
Anh Hào Hotel,"11.940583,108.433958",400 m from centre,Double Room,1 out of 5,8.9,Fabulous,66 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
VF Hotel Dalat,"11.942288,108.426745",1.1 km from centre,Standard Double Room,,9.1,Superb,142 reviews,"VND 400,000",
Villa Palm DL 01,"11.9457488,108.4759041",4.3 km from centre,Villa,,,,,"VND 3,000,000",
MORNING COFFEE HOTEL,"11.931186,108.427388",1.6 km from centre,Standard King Room,,,,,"VND 350,000",
A little house of HomeSweetHome,"11.9769533217901,108.446518224576",4 km from centre,Superior Double Room,,9.7,Exceptional,96 reviews,"VND 630,000",Breakfast included
Minh Uyen Homestay,"11.940192,108.429217",900 m from centre,Deluxe Double Room,,9.6,Exceptional,51 reviews,"VND 397,440",
Lan Anh Village,"11.906699095714,108.434015329937",4 km from centre,Double Room with Mountain View,4 out of 5,9.0,Superb,8 reviews,"VND 1,470,000",
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
MINE Hotel - Da Lat,"11.937663,108.443219",900 m from centre,Standard Double Room with Fan,1 out of 5,8.6,Fabulous,154 reviews,"VND 277,778",
Hostel Phuong Nga,"11.934468,108.431543",1.1 km from centre,Deluxe Double Room,,9.1,Superb,194 reviews,"VND 270,000",
Starhill Hotel,"11.943001,108.434501",300 m from centre,Deluxe Double Room,2 out of 5,8.6,Fabulous,294 reviews,"VND 412,500",Breakfast included
Pretty House,"11.940230960507,108.427553577771",1.1 km from centre,Apartment - Ground Floor,3 out of 5,9.4,Superb,32 reviews,"VND 810,000",
Ô Cửa Mùa Thu,"11.9332447758293,108.424383041386",1.8 km from centre,Double Room,,8.8,Fabulous,6 reviews,"VND 295,000","FREE cancellation,• No prepayment needed"
An Nam Hotel Dalat,"11.95482,108.441331",1.4 km from centre,Double Room,2 out of 5,8.8,Fabulous,18 reviews,"VND 370,260","FREE cancellation,• No prepayment needed"
Melody Hotel,"11.9271557670223,108.447186201811",2.1 km from centre,Standard Double Room,3 out of 5,8.6,Fabulous,91 reviews,"VND 621,000",Breakfast included
Huyền 179,"11.944532,108.439697",400 m from centre,Double Room with Private Bathroom,,9.1,Superb,13 reviews,"VND 360,000",
Đà Lạt Mega Sky Hotel,"11.94819,108.475095",4.2 km from centre,Standard King Room,,8.9,Fabulous,8 reviews,"VND 512,000",
RedDoorz Amis Hotel near Da Lat Market,"11.944776,108.43484",350 m from centre,Deluxe Double Room with Balcony,,7.7,Good,15 reviews,"VND 368,000",
ROSA VILLA ĐÀ LẠT,"11.950331,108.463615",3 km from centre,Double Room with Mountain View,,,,,"VND 650,000",
Dalat De Charme Village,"11.932556,108.46476",3.2 km from centre,De Charme Room 1,3 out of 5,7.8,Good,85 reviews,"VND 912,800",Breakfast included
Thanh Thanh 2 Hotel,"11.9675323123957,108.444043766743",2.9 km from centre,Superior Double Room,2 out of 5,8.5,Very good,234 reviews,"VND 270,000",
MOON VALLEY DALAT HOTEL,"11.930497,108.448989",1.9 km from centre,Deluxe Room,,,,,"VND 1,200,000","FREE cancellation,• No prepayment needed"
Ruby house,"11.9488637222866,108.460538635929",2.7 km from centre,Apartment with Terrace,3 out of 5,9.5,Exceptional,44 reviews,"VND 1,500,000",
Ngọc Châu Đà Lạt Hotel,"11.940605,108.435769",300 m from centre,Standard Double Room,1 out of 5,7.2,Good,66 reviews,"VND 210,000",
Vu Minh Quan Hotel,"11.937885428375,108.43622803688",550 m from centre,Double Room with Private Bathroom,3 out of 5,8.4,Very good,102 reviews,"VND 297,500",
Dalat Wind,"11.9477548623048,108.441249132156",750 m from centre,Deluxe Double Room,2 out of 5,8.4,Very good,199 reviews,"VND 400,000",
Nhà của Sóc,"11.9350964825191,108.443887699116",1.1 km from centre,Two-Bedroom Apartment,,,,,"VND 567,000",
Mooka 's Home (Backpackers),"11.954894810881,108.435611799359",1.4 km from centre,Budget Double Room,1 out of 5,9.2,Superb,681 reviews,"VND 234,000",
Cozy Nook Hotel - By RAON,"11.9362709669316,108.434096770361",800 m from centre,Superior Double Room,2 out of 5,9.6,Exceptional,399 reviews,"VND 300,000",
Vanilla Dalat Hotel,"11.936048,108.438455",800 m from centre,Superior Queen Room,,8.4,Very good,82 reviews,"VND 299,000",
De Luna,"11.948932,108.436909",700 m from centre,Superior Double Room,,9.3,Superb,43 reviews,"VND 260,000",
Du Miên Hotel,"11.940708,108.433787",450 m from centre,Double Room,1 out of 5,9.1,Superb,43 reviews,"VND 200,000","FREE cancellation,• No prepayment needed"
La Vie En Rose Villa,"11.928727,108.446066",1.9 km from centre,Standard Double Room,3 out of 5,9.2,Superb,8 reviews,"VND 729,000",Breakfast included
Dalat Wonder Resort,"11.8958200173793,108.415805749832",5 km from centre,Superior Queen Room,4 out of 5,7.7,Good,739 reviews,"VND 1,572,480",Breakfast included
Crush Va Toi,"11.922757,108.437091",2.2 km from centre,Quadruple Room with Shared Bathroom,,8.7,Fabulous,108 reviews,"VND 300,000",
Melody Hotel,"11.9271557670223,108.447186201811",2.1 km from centre,Standard Double Room,3 out of 5,8.6,Fabulous,91 reviews,"VND 621,000",Breakfast included
Oxy House Dalat,"11.9401658567684,108.427188117288",1.1 km from centre,Deluxe Double Room,,9.6,Exceptional,15 reviews,"VND 225,000","FREE cancellation,• No prepayment needed"
Dalat ECO Hotel 2,"11.9370528998572,108.428693711758",1.1 km from centre,Deluxe Double Room (1 adult + 1 child),1 out of 5,9.0,Superb,376 reviews,"VND 315,000",
Estella Hotel,"11.944036,108.43692",200 m from centre,6-Bed Mixed Dormitory Room,2 out of 5,8.5,Very good,6 reviews,"VND 540,000","FREE cancellation,• No prepayment needed"
7S Hotel An Phu Dalat,"11.9546060326757,108.430324508598",1.6 km from centre,Superior Double Room,2 out of 5,7.6,Good,26 reviews,"VND 315,000",
Mỹ Lan hotel,"11.9442784034792,108.439664411045",350 m from centre,One-Bedroom Apartment,,9.5,Exceptional,11 reviews,"VND 450,000",
Elegant Dalat Hotel,"11.9381058610294,108.424420952797",1.4 km from centre,Superior Double Room,2 out of 5,8.3,Very good,528 reviews,"VND 270,000",
Villa Hotel Nam Khang 2,"11.946324730593,108.435636549599",450 m from centre,Deluxe Double Room,,9.2,Superb,208 reviews,"VND 306,000",
Premium Lan Anh Village Da Lat,"11.9060316,108.4305562",4.2 km from centre,Deluxe Double Room,4 out of 5,8.7,Fabulous,6 reviews,"VND 869,130",
The Green House Da Lat 2,"11.937222,108.434008",700 m from centre,Deluxe Room,3 out of 5,9.1,Superb,186 reviews,"VND 456,300",
The Fuji Villa,"11.9409157852893,108.464384880951",3 km from centre,Standard Villa,3 out of 5,9.1,Superb,5 reviews,"VND 3,040,000",
Kim Oanh Apartment,"11.948535468947,108.439709669312",750 m from centre,Two-Bedroom Apartment,,10,Exceptional,4 reviews,"VND 700,000",
Dalat Holiday Hotel,"11.949495,108.440384",850 m from centre,Large Double Room,2 out of 5,8.7,Fabulous,17 reviews,"VND 316,800","FREE cancellation,• No prepayment needed"
Hostel Rosa,"11.9409,108.43367",450 m from centre,Quadruple Room with Private Bathroom,,8.8,Fabulous,79 reviews,"VND 294,500",
Khánh Hân,"11.938656,108.434242",550 m from centre,Superior King Room,,8.5,Very good,130 reviews,"VND 248,000","FREE cancellation,• No prepayment needed"
Homestay Khu Vườn Hoàng Gia,"11.9463189479535,108.465133451503",3.1 km from centre,Villa,3 out of 5,7.8,Good,102 reviews,"VND 288,000",
Horizon Village Dalat,"11.9307592923212,108.444653077038",1.6 km from centre,Standard King Room,3 out of 5,8.7,Fabulous,6 reviews,"VND 621,000",Breakfast included
Wonder Hotel,"11.936356,108.43314",850 m from centre,Superior Twin Room,2 out of 5,9.1,Superb,16 reviews,"VND 333,200",
Hong Nhan Hotel,"11.953110605034,108.440197706222",1.2 km from centre,Deluxe Room,1 out of 5,8.3,Very good,83 reviews,"VND 380,000",
Vi Anh Hotel,"11.94374,108.439219",300 m from centre,Deluxe Room (2 Adults + 1 Child),1 out of 5,8.8,Fabulous,20 reviews,"VND 430,000",
Ngọc Châu Đà Lạt Hotel,"11.940605,108.435769",300 m from centre,Standard Double Room,1 out of 5,7.2,Good,66 reviews,"VND 210,000",
ÉTÉ Dalat,"11.9445546679153,108.437316667831",250 m from centre,Double Room,,8.7,Fabulous,163 reviews,"VND 488,950",Breakfast included
Cobe Homestay Đà Lạt,"11.930185,108.435736",1.4 km from centre,Deluxe King Room,3 out of 5,8.3,Very good,114 reviews,"VND 388,500",
The Circle Retro Homestay,"11.930847,108.450759",2 km from centre,Budget Double Room,,7.5,Good,46 reviews,"VND 450,000",
