hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Hung Dong Hotel,"13.7473738587087,109.213791351602",,,Double Room,,2,1 out of 5,7.3,Good,19 reviews,"VND 315,900","FREE cancellation,• No prepayment needed"
KHÁCH SẠN THÁI BẢO,"13.782967,109.219663",,,Double Room,,2,,7.4,Good,5 reviews,"VND 330,000",
khách sạn ÂU LẠC- 31 nguyễn lạc,"13.7616457701835,109.219656103618",,,Double Room with Shared Bathroom,,2,1 out of 5,7.5,Good,5 reviews,"VND 320,000",
Ha Min Quy Nhon Hotel,"13.7522638493593,109.212448596954",,,Double Room,,2,,8.8,Fabulous,23 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Hoang Thanh Hotel,"13.762575066494,109.218335001852",,,Superior Double Room,,2,2 out of 5,8.3,Very good,8 reviews,"VND 343,800",
Life Hotel,"13.74278,109.21122",,,Deluxe Double Room,,2,,8.5,Very good,38 reviews,"VND 231,000",
An An,"13.7669103624263,109.227364085575",,,Double Room,,2,,7.8,Good,12 reviews,"VND 220,000",
An Phát Motel,"13.754229,109.210159",,,Deluxe Room,,2,1 out of 5,8.9,Fabulous,19 reviews,"VND 172,575",
Win Win Tms,"13.7700633,109.2328921",,,One-Bedroom Apartment,,2,,,,,"VND 1,200,000",Breakfast included
Hotel Tokyo,"13.8529450211511,109.143696284027",,,Double Room,,4,1 out of 5,,,,"VND 330,000",
Lavender Hotel Quy Nhon,"13.782967,109.219663",,,Superior Double Room with Window,,2,,7.6,Good,6 reviews,"VND 250,000",
Sea Home,"13.746877,109.211256",,,Double Room with Private Bathroom,,2,,9.3,Superb,6 reviews,"VND 300,000",
Quy Nhơn- Biển Apartment,"13.7677174,109.2300461",,,One-Bedroom Apartment,,2,,,,,"VND 432,000",
KHÁCH SẠN HỒNG DIỆP,"13.771775,109.243662",,,Standard Double Room,,2,1 out of 5,,,,"VND 369,222",
OPAL BOUTIQUE HOTEL,"13.772632,109.227993",,,Deluxe Room,,2,2 out of 5,,,,"VND 450,000",
Homestay Beside Blue River Coffee,"13.791647,109.2162677",,,Double Room,,3,,,,,"VND 250,000",
FLC Sea Tower Apartment Quy Nhơn - Hừng Đông Tourist,"13.7554236,109.2151993",,,One-Bedroom Apartment,,4,,10,Exceptional,5 reviews,"VND 1,320,462",
Học Hương Hotel,"13.747294,109.211493",,,Standard Double Room,,2,2 out of 5,,,,"VND 350,000",
79+ Homestay & Coffee,"13.753010043512,109.212728757059",,,Twin Room with Private Bathroom,,2,,,,,"VND 331,500",
CĂN HỘ NGHĨ DƯỠNG CHÍNH BIỂN QUY NHƠN,"13.770063,109.232892",,,Apartment with Sea View,,4,,,,,"VND 900,000",
TMS-Pullman QuyNhon,"13.770063,109.232892",,,Studio with Sea View,,2,5 out of 5,,,,"VND 1,000,000",
Homestay Riverside & King coffee,"13.810699767789,109.218410536934",,,Family Room with Balcony,,2,,,,,"VND 374,000",Breakfast included
TMS Luxury Quy Nhơn,"13.7700633,109.2328921",,,One-Bedroom Apartment,,4,,,,,"VND 960,000",
KHÁCH SẠN ANH PHƯƠNG,"13.754187,109.210289",,,Twin Room,,4,,,,,"VND 382,500",
FLC Sea Tower View Núi & Biển - Vĩnh Thụy,"13.7553192172375,109.215343253296",,,Two-Bedroom Apartment,,6,,,,,"VND 1,550,000",
"An Phú Thịnh Garden Tower, Căn hộ Siêu sang, Phong cách Hoàng Gia","13.805179362061,109.220593907507",,,Two-Bedroom Apartment,,2,,,,,"VND 367,200",
Khách Sạn Hoàng Lan,"13.776063,109.226122",,,Small Double Room,,2,,,,,"VND 250,000",
White Home Village,"13.7520907947098,109.206860816372",,,Standard Villa,,2,,,,,"VND 1,320,000",
Moonlight Hotel,"13.750560072265,109.208916452479",,,Double Room,,2,,,,,"VND 450,000",
SUNSHINE HOTEL,"13.755658,109.215669",,,Double Room with Balcony and Sea View,,2,2 out of 5,9.6,Exceptional,7 reviews,"VND 385,000",
khách sạn ĐÔNG DƯƠNG,"13.766282,109.226106",,,Queen Room,,3,1 out of 5,,,,"VND 350,000",
RIN HOUSE,"13.7629952308068,109.223689734936",,,One-Bedroom Apartment,,4,,,,,"VND 800,000",
Dona Homestay,"13.763840694649,109.219926401852",,,Double Room,,2,,,,,"VND 350,000",
Khách sạn Thiên Các Qn,"13.765522,109.220572",,,Twin Room with Sea View,,4,,,,,"VND 314,550",
Tms home căn hộ đầy đủ tiện nghi view biển,"13.7697535834,109.232965551422",,,Studio Apartment,,2,,,,,"VND 1,224,000",
tropical hotel,"13.761507,109.22055",,,Deluxe Double Room with Balcony,,4,,,,,"VND 900,000",
FLC SEATOWER QUY NHƠN - PHAM HOA,"13.752446893333,109.216038234518",,,One-Bedroom Apartment,,2,,,,,"VND 800,000",
Cali Hotel Quy Nhơn,"13.7778754,109.234608",,,Superior Double Room,,2,,,,,"VND 490,000","Breakfast included,FREE cancellation,• No prepayment needed"
Beach View Luxury Apartment Vanila FLC QN,"13.7554236,109.2151993",,,One-Bedroom Apartment,,2,,,,,"VND 1,170,000",
Khách sạn Yubi,"13.758958,109.217744",,,Queen Room with Pool View,,3,4 out of 5,,,,"VND 1,200,000",
bé trang hotel,"13.755068,109.211498",,,Twin Room with Mountain View,,2,3 out of 5,,,,"VND 550,000",Breakfast included
NHƯ Ý,"13.766324,109.222791",,,Twin Room with Sea View,,2,4 out of 5,,,,"VND 3,000,000",Breakfast included
Aloha Quy Nhon,"13.77157,109.231812",,,King Room,,2,3 out of 5,,,,"VND 500,000",
KHÁCH SẠN VIET NAM TASTE,"13.771915,109.242",,,Standard Double Room,,2,4 out of 5,,,,"VND 900,000",Breakfast included
AD Hotel,"13.7237855952489,109.207652996883",,,Deluxe Double or Twin Room with Balcony,,2,3 out of 5,,,,"VND 950,000",Breakfast included
Thiên Kim,"13.761724,109.218851",,,Queen Room with Garden View,,2,3 out of 5,,,,"VND 250,000",
Sao Biển Chương Dương,"13.752686,109.213846",,,Standard King Room,,2,,,,,"VND 300,000",
Cù Lao Xanh,"13.623179,109.345605",,,Superior Double Room,,2,,,,,"VND 650,000",
Halo Hostel,"13.771494,109.231608",,,Bed in 4-Bed Female Dormitory Room,2 ×,1,,9.3,Superb,276 reviews,"VND 246,600",Breakfast included
1984House,"13.77383,109.234514",,,Economy Single Room,2 ×,1,,9.5,Exceptional,11 reviews,"VND 500,000",
Golden Hotel,"13.8873711513533,109.121932150501",,,Superior Single Room,2 ×,1,2 out of 5,7.9,Good,16 reviews,"VND 560,000",
Khang Khang 4 Hotel,"13.7555406642141,109.215948879719",,,Standard Single Room with Sea View,2 ×,1,1 out of 5,8.3,Very good,18 reviews,"VND 500,000",
Asian Hotel Quy Nhơn,"13.756416,109.214316",,,Single Room,2 ×,1,1 out of 5,,,,"VND 600,000",
Khách sạn Vân Anh,"13.757473,109.214031",,,Single Room,2 ×,1,1 out of 5,,,,"VND 400,000",
Qui's house,"13.772747,109.243924",,,Large Single Room,2 ×,1,2 out of 5,,,,"VND 1,000,000",
NGÀN SAO,"13.763388,109.218584",,,Standard Single Room,2 ×,1,5 out of 5,,,,"VND 5,000,000",
