hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
SMART HOMETEL,"20.959519306795,107.009586583769",,Two-Bedroom Apartment,,8.2,Very good,6 reviews,"VND 520,000",
Sea Balcony Hotel,"20.7253488862292,107.048466000706",,Double or Twin Room with Sea View,3 out of 5,8.0,Very good,115 reviews,"VND 200,000",
ganesh hotel,"20.7262849102615,107.046796502624",,King Room with Mountain View,1 out of 5,9.1,Superb,10 reviews,"VND 600,000",
Dragon Legend Hotel,"20.9584088350088,107.019780240936",,Twin Room with Lake View,4 out of 5,8.8,Fabulous,6 reviews,"VND 865,260",
Mamatra House - Ha Long,"20.9516729421265,107.071281960115",,Two-Bedroom Apartment,3 out of 5,9.5,Exceptional,10 reviews,"VND 945,000",
Almor Hostel With Pool in right center,"20.95933,107.05242",,Queen Room with Garden View,,9.2,Superb,38 reviews,"VND 250,000",Breakfast included
HOMESTAY DI SẢN HẠ LONG,"20.95883,107.029976",,Twin Room,,,,,"VND 450,000",
Little Cat Ba,"20.7390930828477,107.042047977448",,Standard Double Room,,8.6,Fabulous,357 reviews,"VND 560,000",Breakfast included
La Casta Cruise,"20.92745,106.986038",,Junior Suite Sea View with Private Balcony - 2 Days 1 Night,5 out of 5,,,,"VND 37,000,000",All meals included
Gia Long Hotel,"20.957076,107.045833",,Standard Quadruple Room,3 out of 5,,,,"VND 300,000",
Hạ Long Green Hotel,"20.957677,107.000799",,Standard Twin Room,1 out of 5,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Ha Long Annie Luxury Art House - 3 BR serviced apartment,"20.9524234,107.0244748",,Apartment with Sea View,,9.6,Exceptional,14 reviews,"VND 1,514,700",
Thao Minh New Star Hotel,"20.7252206321231,107.048914432526",,Standard Twin Room,2 out of 5,8.7,Fabulous,68 reviews,"VND 450,000",
VENUS HOTEL,"20.726758,107.051936",,King Room,2 out of 5,9.2,Superb,180 reviews,"VND 300,100",
Green Homestay,"20.7525554755952,106.994855991115",,King Room with Garden View,,9.7,Exceptional,304 reviews,"VND 400,000",Breakfast included
Starway Hotel - Hạ Long,"20.9492849878817,107.100404582665",,Deluxe King Room,,8.9,Fabulous,13 reviews,"VND 620,000",
Cuong Thinh Ha Long,"20.9203621300479,106.989635604477",,Twin Room with Balcony,,8.9,Fabulous,25 reviews,"VND 381,735",
DTJ Hometel Ha Long,"20.958141,107.00668",,Standard King Room,,8.6,Fabulous,21 reviews,"VND 805,000",
Ánh Dương Hotel,"20.9647482917101,107.07246825099",,Deluxe Double Room,,7.5,Good,51 reviews,"VND 1,320,000",Breakfast included
LEX HOTEL,"20.94337,107.108947",,Double Room with Private Bathroom,3 out of 5,8.8,Fabulous,23 reviews,"VND 700,000",Breakfast included
Luxury Sapphire Ha Long,"20.951611057938,107.070839624329",,Apartment with Sea View,,7.8,Good,6 reviews,"VND 1,360,000",
Herriot Hạ Long Hotel,"20.9460788623037,107.031199091805",,Twin Room with View,,9.0,Superb,62 reviews,"VND 400,000",
Holiday Hotel,"20.959021,107.0494364",,Standard Triple Room,2 out of 5,5.1,Review score,31 reviews,"VND 250,000",
Homestay Hạ Long 1208C Newlife Tower Hạ Long,"20.9525676888189,107.024012133479",,Two-Bedroom Apartment,,,,,"VND 800,000",
Luxury Halong Villas,"20.9561959,107.0046459",,Villa,,,,,"VND 8,631,000",
Sea Angel Hotel Halong,"20.928277,106.992527",,Deluxe Twin Room,,,,,"VND 1,800,000",Breakfast included
An Phú Hạ Long Luxury Hotel,"20.9603270202036,106.995616972183",,Superior Twin Room,2 out of 5,8.9,Fabulous,40 reviews,"VND 426,800","FREE cancellation,• No prepayment needed"
Paradise Grand Cruise - Lan Ha Bay,"20.922347,106.990436",,Grand Balcony Double or Twin Cabin - 2 Days 1 Night,5 out of 5,10,Exceptional,4 reviews,"VND 9,302,475",All meals included
Babycat Hotel & Coffee,"20.9606331,107.0501369",,Deluxe Triple Room,,9.0,Superb,177 reviews,"VND 449,100",
Minh Đức Hotel,"20.9215155509893,106.989169285706",,Basic Triple Room,3 out of 5,7.7,Good,151 reviews,"VND 350,000",
Halong Palace Hotel,"20.9553505543135,107.020847797394",,Deluxe Double or Twin Room,4 out of 5,9.1,Superb,15 reviews,"VND 1,990,000",Breakfast included
Hiếu Thảo Halong Hotel,"20.949113,107.099932",,Deluxe Double Room,3 out of 5,,,,"VND 750,000",
THE RUSSELL HOMESTAY Seaview - Halong Bay,"20.9601309,107.0080697",,One-Bedroom Apartment,,10,Exceptional,4 reviews,"VND 855,000",
Ruby Hotel,"20.955503815367,107.095127486183",,Deluxe Double Room,,7.9,Good,10 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
HomeStay Bãi Cháy,"20.953217348163,107.023414965065",,Three-Bedroom Apartment,,,,,"VND 600,000",
Hoa Son Hotel,"20.95423,107.024806",,Triple Room,2 out of 5,8.4,Very good,5 reviews,"VND 450,000",
Bien Phong Hostel,"20.7250168834757,107.049183198251",,Double or Twin Room,,8.1,Very good,134 reviews,"VND 250,000",
Bao Long Guest House,"20.7263270382507,107.052393257618",,Deluxe King Room,,8.4,Very good,62 reviews,"VND 250,000",
Tom's Family Hotel,"20.959567,107.049279",,Deluxe Double Room,2 out of 5,9.1,Superb,427 reviews,"VND 252,000",
Cat Ba White Pearl,"20.736964,107.042559",,Standard Queen Room with Two Queen Beds,3 out of 5,8.9,Fabulous,13 reviews,"VND 680,000",Breakfast included
Ha Long View - New Life Tower,"20.952317,107.024254",,Two-Bedroom Apartment,3 out of 5,8.3,Very good,11 reviews,"VND 900,000",
Poseidon Hotel,"20.957967,107.007211",,Double or Twin Room with Bathroom,2 out of 5,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
OYO 1080 Anh Thu 96 Hotel,"20.957655,107.013016",,Standard Twin Room,2 out of 5,4.2,Review score,9 reviews,"VND 199,536",
Ngọc Anh Hotel,"20.9525463605059,107.080257024815",,Deluxe King Room,3 out of 5,9.5,Exceptional,72 reviews,"VND 349,349","FREE cancellation,• No prepayment needed"
Cat Ba Central Homestay,"20.7317432696846,107.049134728836",,Twin Room with Mountain View,,9.2,Superb,410 reviews,"VND 360,000",
Khách sạn Kim Thoa,"20.949975,107.104146",,Double or Twin Room with Extra Bed,1 out of 5,,,,"VND 400,000",
catba sunrise hotel1,"20.7262701111609,107.046723017773",,Double or Twin Room with Sea View,,9.5,Exceptional,15 reviews,"VND 1,000,000","FREE cancellation,• No prepayment needed"
Bien Phong Hostel,"20.7250168834757,107.049183198251",,Double or Twin Room,,8.1,Very good,134 reviews,"VND 250,000",
Lavian Hotel,"20.944086,107.031298",,Deluxe King Room,3 out of 5,7.6,Good,5 reviews,"VND 1,400,000",Breakfast included
Tuti Halong,"20.952197349951,107.024467726059",,Apartment,4 out of 5,9.3,Superb,46 reviews,"VND 769,500",
Thanh Long Hotel,"20.953266,107.04476",,Double Room (1 Adult + 1 Child),3 out of 5,,,,"VND 450,000","FREE cancellation,• No prepayment needed"
Khánh Phong Homestay Greenbay Garden Hạ Long,"20.95746,107.012756",,One-Bedroom Apartment,,,,,"VND 675,000",
Đại Lộc Hạ Long Hotel,"20.965927,107.019949",,Superior Double or Twin Room with City View,3 out of 5,,,,"VND 499,000","Breakfast included,FREE cancellation,• No prepayment needed"
LAN TƯỜNG HOTEL,"20.9469459569757,107.032923554253",,Superior Double Room,,8.1,Very good,4 reviews,"VND 450,000",Breakfast included
Thanh Long Hotel,"20.948766,107.07217",,Deluxe Double Room with Sea View,3 out of 5,9.7,Exceptional,3 reviews,"VND 750,000",
Starlight Hotel,"20.9583237296491,107.050821483135",,Standard  Double Room,2 out of 5,8.4,Very good,149 reviews,"VND 480,000",
catba spring homestay,"20.7523498042278,106.993989637604",,Standard King Room,,9.6,Exceptional,37 reviews,"VND 350,000","Breakfast included,FREE cancellation,• No prepayment needed"
Royal Hotel,"20.9377231771366,107.120792257422",,Deluxe Double Room,2 out of 5,,,,"VND 800,000",
New Star Ha Long Hotel,"20.9579430061991,107.020617127419",,Superior Double or Twin Room,3 out of 5,7.5,Good,6 reviews,"VND 750,000",
Linh Chi Apartment,"20.95246,107.024509",,Two-Bedroom Apartment,3 out of 5,8.8,Fabulous,9 reviews,"VND 1,000,000",
Ecobay Halong,"20.9601309,107.0080697",,One-Bedroom Apartment,,,,,"VND 575,000",
Homestay gia đình,"20.9522831,107.0245392",,Two-Bedroom Apartment,,,,,"VND 1,140,000",
Best Western Premier Shapphire Homestay,"20.9502954,107.0735936",,Two-Bedroom Apartment,,,,,"VND 960,000",
D'Lioro Hotel,"20.964227,107.054033",,Deluxe Double or Twin Room with Balcony,5 out of 5,,,,"VND 1,664,000",Breakfast included
Hạ Long Pearl Apartment,"20.9527255143441,107.025029348549",,Standard Apartment,,7.8,Good,43 reviews,"VND 1,116,000",
Hạ Long Hiddencharm,"20.9358073574607,106.994288474929",,Twin Room with Sea View,3 out of 5,7.5,Good,18 reviews,"VND 500,000",Breakfast included
HOÀNG LONG HOTEL,"20.956603,107.049291",,Deluxe Double Room,,8.1,Very good,9 reviews,"VND 810,000",Breakfast included
Khách sạn Basic Hạ Long,"20.958125,107.050479",,Double Room with Private Bathroom,,,,,"VND 900,000",Breakfast included
Hoang Phuc Hotel,"20.7266886913752,107.051055074865",,Twin Room with View,2 out of 5,8.5,Very good,301 reviews,"VND 342,000",
Giang Hà Hotel,"20.727614,107.046297",,Double Room with Mountain View,,9.6,Exceptional,7 reviews,"VND 650,000",
Phuc Hung hotel,"20.724547,107.051647",,Superior Twin Room,2 out of 5,,,,"VND 900,000",
The Twin Hotel,"20.9476409408254,107.029296826236",,Deluxe Double Room,4 out of 5,7.0,Good,6 reviews,"VND 770,000",
Pearl Hotel Tuan Chau,"20.927499,106.979136",,Deluxe Double or Twin Room with Sea View,3 out of 5,6.8,Review score,19 reviews,"VND 990,000",
Luna's House,"20.7250066177512,107.053448155324",,Twin Room with Private Bathroom,2 out of 5,8.6,Fabulous,495 reviews,"VND 495,000",
Lan Homestay,"20.799525,107.043638",,King Room with Mountain View,,9.1,Superb,9 reviews,"VND 800,000",Breakfast included
Sun hotel in Ha Long Bay,"20.9213990669708,106.989197731018",,Deluxe Double Room,2 out of 5,7.6,Good,43 reviews,"VND 583,976",
HA LONG WAVES,"20.95099,107.039623",,Superior Twin Room with City View,2 out of 5,,,,"VND 469,000",
Sky,"20.957677,107.000799",,Queen Room with Sea View,,,,,"VND 405,000",
Royal Villas Halong,"20.9482667948893,107.034623622894",,Deluxe Twin Room with Sea View,4 out of 5,7.5,Good,39 reviews,"VND 1,302,385",Breakfast included
420 Sea View Ha Long Green Bay,"20.9580015550164,107.007801197469",,Studio Apartment with Sea View,,,,,"VND 800,000",
Thang Long Hotel,"20.9573775549449,107.05288141966",,Deluxe Twin Room with Sea View,2 out of 5,8.5,Very good,224 reviews,"VND 350,000",
Văn Phượng 2,"20.7260585375324,107.05067353373",,Deluxe Double Room,,8.7,Fabulous,28 reviews,"VND 360,000",
Tran Chau Garden Home,"20.745953514856,107.024280973633",,Twin Room with Garden View,,9.8,Exceptional,10 reviews,"VND 350,000",
Homestay gia đình,"20.959779309782,106.99434918691",,Two-Bedroom Apartment,,,,,"VND 640,000",
Bảo Hân Hotel,"20.95639,107.02139",,Deluxe Twin Room,3 out of 5,8.5,Very good,14 reviews,"VND 585,000",
Ha Long Lotus Hotel,"20.959049,107.085637",,Deluxe Room,3 out of 5,7.3,Good,38 reviews,"VND 400,000",Breakfast included
Ha Long Bay Fancy Hostel,"20.9570127968186,107.04928314901",,Standard Room Without Hot Shower and Without Aircon,,9.1,Superb,156 reviews,"VND 180,000","FREE cancellation,• No prepayment needed"
Ha Long Bay View Studio - Green bay garden,"20.960152044717,107.008615854234",,One-Bedroom Apartment,,,,,"VND 600,000",
Sunrise Hạ Long,"20.971198,107.044807",,Deluxe Room (2 Adults + 1 Child),3 out of 5,,,,"VND 700,000",
hotel sen quỳnh,"20.975129,107.020254",,Deluxe Double Room with Sea View,3 out of 5,,,,"VND 400,000",
Minh Hieu Hotel,"20.728432,107.044881",,Standard King Room,2 out of 5,9.2,Superb,307 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Gold Motel Hạ Long,"20.950141399866,107.037454252801",,Two-Bedroom Apartment,,7.8,Good,5 reviews,"VND 800,000",
Green Condotel Halong,"20.959742317078,106.994764105788",,Two-Bedroom Apartment,3 out of 5,,,,"VND 850,000",
Mercury House Green Bay Premium,"20.958280152072,107.007014947187",,Two-Bedroom Apartment with Sea View,3 out of 5,9.4,Superb,34 reviews,"VND 1,250,000",
Helenhalong Hotel,"20.93968,107.110546",,Double Room,3 out of 5,7.7,Good,13 reviews,"VND 605,000",
May Hostel,"20.7289512457718,107.048601283745",,Standard Queen Room,,7.6,Good,38 reviews,"VND 270,000",
ROSY HẠ LONG HOTEL,"20.946457491549,107.030075048279",,Superior Double Room,2 out of 5,8.7,Fabulous,25 reviews,"VND 730,000",
Homestay Ha Long Bai Chay,"20.952305,107.024252",,Apartment with Sea View,,,,,"VND 800,000",
Thu Ha Hotel,"20.7253611158327,107.048619389534",,King Room with Sea View,2 out of 5,7.8,Good,226 reviews,"VND 720,000",Breakfast included
Chiến Thắng victory hotel,"20.959114,107.047751",,Standard King Room,,,,,"VND 550,000",
Cat Ba Package Open Tour,"20.7360189058072,107.043338213539",,Standard Queen Room with Two Queen Beds,,9.0,Superb,6 reviews,"VND 550,000",Breakfast included
OYO 1141 Sunlight,"20.956636,107.022536",,Standard Double Room,1 out of 5,7.4,Good,20 reviews,"VND 138,987",
Mộc Miên Hotel,"20.9487305821294,107.07214407428",,Deluxe Double Room with Side Sea View,3 out of 5,6.5,Review score,4 reviews,"VND 1,000,000",Breakfast included
Green Mountain Hostel,"20.7261301677591,107.05064445734",,Deluxe Double Room,,9.1,Superb,253 reviews,"VND 212,500",
Phong Lan Hotel,"20.725137847019,107.048884928226",,Deluxe Double Room with Sea View,1 out of 5,5.7,Review score,39 reviews,"VND 300,000",
Bảo Hân 2 Hotel,"20.9538500747821,107.022861977137",,Twin Room with Garden View,,9.7,Exceptional,8 reviews,"VND 500,000",
Hotel đông anh,"20.958214,107.046495",,Deluxe Double Room,1 out of 5,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
Minh Đức hotel,"20.7263254074793,107.050581253967",,Deluxe Double Room,,9.1,Superb,103 reviews,"VND 240,000",
1504 Ha Long,"20.958199290371,107.007927446033",,Two-Bedroom Apartment,,,,,"VND 738,000",
Thanh Trung Hotel,"20.7266679671447,107.051003448409",,Deluxe Double Room,2 out of 5,8.3,Very good,286 reviews,"VND 250,000",
love house,"20.7536888994218,107.008305736741",,Bungalow with Garden View,,9.1,Superb,104 reviews,"VND 350,000",Breakfast included
Hạ Long Hotel,"20.957896,107.083172",,Triple Room,,,,,"VND 450,000",
New Life Tower,"20.953024,107.023651",,Two-Bedroom Apartment,,7.3,Good,12 reviews,"VND 600,000",
Thaí Baỏ 2 Hotel,"20.7250607891423,107.049168169659",,Family Room with Mountain View,1 out of 5,8.0,Very good,60 reviews,"VND 200,000",
Beach Hotel,"20.9445385190853,107.036498912628",,Twin Room,3 out of 5,,,,"VND 400,000",
Nhà nghỉ đông anh,"20.958214,107.046495",,Deluxe Double Room,1 out of 5,,,,"VND 350,000","FREE cancellation,• No prepayment needed"
Blue Sea Hotel & Homestay Hạ long,"20.9613783839632,107.02576493634",,Double or Twin Room with Balcony,,,,,"VND 350,000",
MERAKI HOMESTAY - HA LONG DESTINATION,"20.958457733614,106.998338645694",,One-Bedroom Apartment,,,,,"VND 522,500",
SƠN DƯƠNG 31 ANH DAO,"20.958626,107.051",,Deluxe Double Room with Balcony,,7.7,Good,12 reviews,"VND 255,000",
Mekong Halong Hotel,"20.955695,107.097563",,King Room with Garden View,2 out of 5,,,,"VND 380,000",
Traveler's Comfort Hotel,"20.95865,107.049973",,Deluxe Double Room,2 out of 5,8.9,Fabulous,106 reviews,"VND 270,000","Breakfast included,FREE cancellation,• No prepayment needed"
Cat Ba Xanh - Green Catba Hotel,"20.7302459646128,107.048323999826",,King Room with Sea View,3 out of 5,8.3,Very good,103 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Queen Motel,"20.92745,106.986038",,Twin Room with Private Bathroom,,,,,"VND 600,000",
Hoang Long Hotel,"20.9476999440692,107.027543042969",,Superior Double Room,2 out of 5,8.8,Fabulous,42 reviews,"VND 850,000",
La Dolce Vita,"20.9465210297244,107.032641104507",,Superior Double Room,3 out of 5,8.3,Very good,6 reviews,"VND 550,060",
City Bay Hotel,"20.951102295195,107.082530495454",,Standard Twin Room,2 out of 5,8.3,Very good,36 reviews,"VND 640,000",
Thu Thủy Cruise - Travel,"20.726362,107.051851",,Quadruple Room with Mountain View,1 out of 5,9.4,Superb,341 reviews,"VND 300,000",Breakfast included
Cat Ba Rustic Homestay,"20.7505100363204,106.995778671017",,Double Room with Private Bathroom,,9.3,Superb,54 reviews,"VND 350,000",
Jayden Hotel Halong,"20.959034,107.049559",,Standard King Room,3 out of 5,9.7,Exceptional,4 reviews,"VND 568,000",
Dragon hotel,"20.957677,107.000799",,Standard Twin Room with Sea View,,,,,"VND 282,150",
MINH ĐỨC HOTEL,"20.9602072945665,106.995538473129",,Standard Twin Room,,,,,"VND 320,000",
Việt Dũng Motel,"20.9671734024739,107.020119844761",,Deluxe Double Room,2 out of 5,8.9,Fabulous,113 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
Cat Ba Sweet Potato Homestay,"20.7390642189961,107.031842141572",,Double Room,,8.7,Fabulous,336 reviews,"VND 265,500",Breakfast included
Thanh Hoài Hotel,"20.95246,107.024509",,Large Double Room,,9.6,Exceptional,35 reviews,"VND 315,000",
Ahoj Guest House,"20.965902932972,107.020064941772",,Standard Double or Twin Room,,8.4,Very good,19 reviews,"VND 350,000",
Hoang Yen Guesthouse,"20.9607833801636,107.06189095974",,Quadruple Room with Balcony,,8.0,Very good,84 reviews,"VND 234,000","FREE cancellation,• No prepayment needed"
Binh Minh Hotel,"20.9581644035782,107.050258491654",,Double or Twin Room,,7.4,Good,5 reviews,"VND 500,000",FREE cancellation
Cat Ba Countryside Homestay,"20.7680537530546,107.022005115516",,Bungalow with Garden View,,9.4,Superb,262 reviews,"VND 200,000",
Toan Phuong Hostel,"20.952986,107.024401",,Twin Room,,8.6,Fabulous,5 reviews,"VND 350,000",
Paris Boutique Hotel,"20.944086,107.031298",,Superior Twin Room with City View,3 out of 5,9.3,Superb,3 reviews,"VND 500,000","Breakfast included,FREE cancellation,• No prepayment needed"
Lea House Ha Long,"20.9476597577794,107.073856704369",,Small Double Room,3 out of 5,9.5,Exceptional,128 reviews,"VND 450,000",
VIETHOUSE HOTEL Hạ Long,"20.9841106684552,107.084710513516",,Deluxe Twin Room,3 out of 5,,,,"VND 255,000","FREE cancellation,• No prepayment needed"
Hạ Long Lily Homestay,"20.94068,107.109232",,Deluxe Queen Room,3 out of 5,9.4,Superb,66 reviews,"VND 700,000","Breakfast included,FREE cancellation,• No prepayment needed"
Homestay T&N,"20.955684,107.022752",,Superior Double Room,3 out of 5,8.3,Very good,47 reviews,"VND 400,000",
Nhat Mai Hotel,"20.7275486310659,107.048190236092",,Standard Twin Room with Mountain View,1 out of 5,8.8,Fabulous,355 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Phuong Mai Family Hotel,"20.7253711503784,107.048131227493",,Superior Twin Room with Sea View,1 out of 5,7.8,Good,223 reviews,"VND 300,000",
Dang Quang Guesthouse,"20.968406443015,107.020113961771",,Deluxe Double Room,3 out of 5,9.0,Superb,163 reviews,"VND 300,000",
BABYLON HA LONG,"20.957848,107.021841",,Deluxe Queen Room with Two Queen Beds,3 out of 5,,,,"VND 460,000",
CatBa Sky View Hotel,"20.7263004571699,107.051371487679",,Quadruple Room with Private Bathroom,1 out of 5,8.3,Very good,323 reviews,"VND 250,000","Breakfast included,FREE cancellation,• No prepayment needed"
Aurora hotel Halong bay,"20.957967,107.007211",,Twin Room with View,,9.2,Superb,9 reviews,"VND 350,000",
Đại Thành Hotel,"20.953324,107.087112",,Deluxe Room (2 Adults + 1 Child),2 out of 5,6.8,Review score,17 reviews,"VND 300,000",
Hotel Hạnh Phúc,"20.965575,106.935513",,Double Room,,,,,"VND 350,000",
Cương Thinh Motel,"20.9202050589195,106.989214935829",,Twin Room with Private Bathroom,3 out of 5,8.8,Fabulous,134 reviews,"VND 360,000",
Thăng Long Hotel II,"20.946984,107.02929",,Twin Room,,8.3,Very good,5 reviews,"VND 350,000",
Hai Trang Hotel,"20.9576858764294,107.050302475691",,Quadruple Room,,7.6,Good,3 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Ha Long Trendy Hotel,"20.9480890590613,107.073814777485",,Twin Room,2 out of 5,9.4,Superb,57 reviews,"VND 445,500",
chung cư Beverly Hills Halong,"20.9623642,107.0533152",,Two-Bedroom Apartment,,,,,"VND 1,360,000",
May homestay Hạ Long,"20.9514087,107.0704675",,One-Bedroom Apartment,,,,,"VND 2,100,000",
OCCULT LAN HA FARMSTAY MT,"20.762271991976,107.030882484864",,Double Room,,,,,"VND 2,210,000",
Condotel Greenbay premium 1808,"20.9584250249284,107.005631373042",,Two-Bedroom Apartment,,,,,"VND 900,000",
Halong Bay Luxury Apartment,"20.9523285,107.0245901",,Two-Bedroom Apartment,,10,Exceptional,4 reviews,"VND 800,000",
Amazing FLC Villa Ha Long,"20.954718968783,107.109233046558",,Villa,,,,,"VND 12,500,000",
FLC Luxury Villa Ha Long,"20.950338,107.1312314",,Villa,,,,,"VND 8,350,000",
Calypso Cruises,"20.8059789453929,106.901334604492",,Deluxe Double or Twin Room - 3 Days 2 Nights,4 out of 5,9.8,Exceptional,6 reviews,"VND 10,046,160",Breakfast included
Hai Long Hotel Cat Ba,"20.7235808096085,107.050386965275",,Standard Twin Room,3 out of 5,6.8,Review score,33 reviews,"VND 585,000",Breakfast included
Quiri Hotel,"20.727015,107.043499",,Family Room with Lake View,2 out of 5,,,,"VND 1,800,000",Breakfast included
Ha Long Luxury Studio,"20.949683529375,107.099462070326",,One-Bedroom Apartment,,,,,"VND 738,392",
Tuan Chau Black Swan Homestay,"20.931770842336,106.988744536517",,Songoku Room - Day Use 2 Hours ( 8:00-18:00 ),,10,Exceptional,4 reviews,"VND 399,000",
Cat Ba Valentine Hotel,"20.7376225021286,107.042420769928",,Standard Queen Room with Two Queen Beds,,8.6,Fabulous,45 reviews,"VND 570,000",Breakfast included
Hotel Sunny,"20.9574738211607,107.086024369381",,Deluxe Queen Room with Two Queen Beds,3 out of 5,,,,"VND 420,000","FREE cancellation,• No prepayment needed"
ViVi Home,"20.951621816162,107.024528471164",,Two-Bedroom Apartment,,,,,"VND 1,500,000",
O2 Homestay Hạ Long,"20.9480121508209,107.101002079029",,One-Bedroom Apartment,,,,,"VND 800,000",
Acoustic Home Halong,"20.9523285,107.0245901",,Three-Bedroom Apartment,,,,,"VND 750,000",
Pearl Jade Halong Bay,"20.9523285,107.0245901",,Two-Bedroom Apartment,,,,,"VND 640,000",
Chuỗi Căn Hộ Nắng Homestay Hạ Long,"20.952266926077,107.024592448479",,Two-Bedroom Apartment,,,,,"VND 800,000",
Nắng Homestay,"20.952092734646,107.024585291541",,Two-Bedroom Apartment,,,,,"VND 800,000",
Apartment Greenbay Garden Ha long,"20.9601309,107.0080697",,Two-Bedroom Apartment,,,,,"VND 920,000",
Căn hộ Green Bay Garden Hạ Long,"20.9601309,107.0080697",,Two-Bedroom Apartment,,,,,"VND 840,000",
MY House,"20.955049,107.02889",,Standard Double Room,,,,,"VND 800,000",
Homestay OgO HL - 2 Bed room,"20.959816500634,107.008069198503",,Two-Bedroom Apartment,,,,,"VND 900,000",
Green Bay Garden Apartment,"20.959890446102,107.008080428836",,One-Bedroom Apartment,,,,,"VND 720,000",
ITAS HOMESTAY,"20.9601309,107.0080697",,Three-Bedroom Apartment,,,,,"VND 873,600",
Ann House Hạ Long Bay,"20.958158450101,107.009300602655",,Three-Bedroom Apartment,,,,,"VND 1,540,000",
H homestays,"20.9582899,107.0037889",,Two-Bedroom Apartment,,,,,"VND 1,500,000",
Homestays Greenbay graden,"20.9610020534149,107.004652862449",,Studio,,,,,"VND 2,076,726",
Moonlight Homestay,"20.955537,107.014925",,Family Room,,,,,"VND 700,000",
Cat Ba Sandy Beach Resort,"20.7710665863125,107.073306441307",,Deluxe Twin Bungalow with Sea View,3 out of 5,6.8,Review score,88 reviews,"VND 1,290,000",Breakfast included
Trường Giang Hotel Hạ Long,"20.955386,107.049518",,Deluxe Family Room,2 out of 5,,,,"VND 315,000",
Biệt Thự Beverly - Trung Tâm du lịch Hạ Long,"20.962881923854,107.053250917398",,Villa,,,,,"VND 7,990,000",
Châu Anh Halong Hotel,"20.949491,107.101684",,Standard King Room,2 out of 5,,,,"VND 900,000",
LINH TRANG HẠ LONG HOTEL,"20.941113,107.113392",,Double Room,3 out of 5,,,,"VND 500,000",
Cat Ba GEM Cruises,"20.7262594889015,107.046767946121",,Deluxe King Room,,9.9,Exceptional,32 reviews,"VND 5,704,000",All-inclusive
Halong Authentic Cruises,"20.955386,107.049518",,Deluxe Twin  2 days 1 night (Free Two-Way Transfer Service Luxury Limousine Bus),3 out of 5,8.5,Very good,75 reviews,"VND 8,298,000",All meals included
Lavender Halong Hotel,"20.953266,107.04476",,Deluxe Double Room with Sea View,4 out of 5,,,,"VND 2,000,000","Breakfast included,FREE cancellation,• No prepayment needed"
Hạ Long Land,"20.922347,106.990436",,Triple Room with Balcony,3 out of 5,,,,"VND 840,000",Breakfast included
Newlife Tower Apartment Ha Long,"20.95246,107.024509",,Apartment with Sea View,,,,,"VND 1,200,000",
May Homestay Ha Long,"20.9601309,107.0080697",,One-Bedroom Apartment,,,,,"VND 600,000",
New Life Tower Ha Long Apartment,"20.95246,107.024509",,Deluxe Family Room,,,,,"VND 560,000","FREE cancellation,• No prepayment needed"
La Mer Halong,"20.960313,107.008421",,Apartment with Sea View,,,,,"VND 1,500,000",
Green Bay Garden * 1BR * MIN'S Homestay,"20.960090823374,107.002319050757",,One-Bedroom Apartment,,,,,"VND 890,000","FREE cancellation,• No prepayment needed"
Apartment New Life,"20.952317,107.024254",,Two-Bedroom Apartment,3 out of 5,8.9,Fabulous,3 reviews,"VND 680,000",
Halong Fantasea Cruise,"20.9352619133658,106.98581546545",,Double or Twin Room - 2 Days 1 Night,2 out of 5,7.3,Good,40 reviews,"VND 4,675,000",All meals included
Golden Star Cruise,"20.9221588883329,106.982870897461",,Deluxe Double Room,3 out of 5,8.5,Very good,86 reviews,"VND 6,658,200",All-inclusive
Heritage Line - Jasmine Cruise,"20.91951501379,106.985549926758",,Deluxe Double or Twin Room with Balcony - 2 Days 1 Night,4 out of 5,9.3,Superb,11 reviews,"VND 7,577,160",All meals included
Annie Art House Ha Long - 1BR,"20.9584812190278,107.007069676735",,One-Bedroom Apartment,,,,,"VND 800,000",
Khách sạn Duy Anh Hạ Long,"20.964384,107.048038",,Twin Room with City View,1 out of 5,,,,"VND 800,000","FREE cancellation,• No prepayment needed"
Athena Royal Cruise,"20.9468998710103,107.084805818848",,Executive Suite with Private Balcony - 2 Days 1 Night,5 out of 5,9.4,Superb,104 reviews,"VND 19,600,894",All meals included
Huong Hai Sealife Cruise,"20.9467212483614,107.029860019684",,Suite Private Balcony 3D2N Package (7 Meals),4 out of 5,9.6,Exceptional,163 reviews,"VND 11,143,500",All meals included
Imperial Cruise - Managed by Royal Palace Cruise,"20.9173744009643,106.989547897842",,Twin Room - 2 Days 1 Night,3 out of 5,8.9,Fabulous,74 reviews,"VND 7,736,400",All meals included
