hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Vitamin Sea Condos,"10.9384559521449,108.182433731854",,Studio Apartment,,,,,"VND 2,000,000",
Areca Resort,"10.9696601608832,108.268466591835",,Family Bungalow,,8.0,Very good,33 reviews,"VND 600,000",Breakfast included
Khách sạn Kim Dung,"11.22676,108.73232",,Standard Double Room with Shared Bathroom,4 out of 5,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Hotel Cupid,"11.2072382521817,108.719299406403",,Deluxe Double Room,,,,,"VND 270,000",
Yurii Hotel,"10.919242,108.107566",,Deluxe Room,2 out of 5,7.5,Good,7 reviews,"VND 550,000",
MUI NE BOUTIQUE,"10.942293,108.192054",,Superior Double or Twin Room,3 out of 5,5.9,Review score,6 reviews,"VND 500,000",
P&T Family Resort,"10.8304193181316,108.036444783211",,One Bedroom Residence Hill View,2 out of 5,7.5,Good,15 reviews,"VND 660,000",Breakfast included
Mui Ne Ocean Side Apartment,"10.9381850330236,108.183349370956",,Deluxe Double Room with Balcony,4 out of 5,,,,"VND 1,200,000",
Khu Du Lich BIEN CAT,"10.960812,108.321911",,Bed in 6-Bed Mixed Dormitory Room,,5.8,Review score,4 reviews,"VND 1,500,000","FREE cancellation,• No prepayment needed"
Ngoc Bich Bungalow,"10.9548696335926,108.235850930214",,Standard Double Room,,6.7,Review score,5 reviews,"VND 900,000",Breakfast included
Quoc Dinh Guesthouse,"10.9486943688665,108.262723938029",,Double Room,3 out of 5,8.8,Fabulous,101 reviews,"VND 414,000",
Damina boutique hotel,"10.951581,108.255591",,Standard King Room,2 out of 5,8.3,Very good,176 reviews,"VND 400,000",Breakfast included
Hòn Cau Resort & Restaurant,"11.3288322932449,108.84068353373",,Single Room with Pool View,,,,,"VND 500,000",Breakfast included
DATNGOC Hotel,"10.954705,108.240625",,Queen Room with Garden View,,,,,"VND 300,000",
BIBI HOMESTAY,"10.710487,107.83099",,Double Room,,9.0,Superb,5 reviews,"VND 300,000",
Minh Duc Guesthouse,"10.922643,108.111984",,Standard King Room,,7.7,Good,94 reviews,"VND 199,000",
Madame Cuc Saigon Emerald Resort,"10.9827895304898,108.342488855124",,Superior Pool View,4 out of 5,7.0,Good,32 reviews,"VND 1,190,000",Breakfast included
Orchid Boutique Beach Resort,"10.8770343967471,108.05830411613",,Standard Twin Room,3 out of 5,8.3,Very good,84 reviews,"VND 887,008",Breakfast included
Sea Star Villa,"10.946353316135,108.181689739246",,Three-Bedroom Apartment,,,,,"VND 2,800,000",
Hoang Ha - Tar Hotel,"10.9324896830271,108.112140744925",,Double or Twin Room,2 out of 5,7.0,Good,50 reviews,"VND 295,000",
Phuong Tay Guest House,"10.952947267267,108.249964685181",,Double Room,3 out of 5,7.7,Good,32 reviews,"VND 250,000",
Sealink Mũi Né,"10.9380138802469,108.183392164466",,One-Bedroom Apartment,,,,,"VND 900,000",
Novela Muine Resort & Spa,"10.9526661120558,108.214397132269",,Deluxe Double or Twin Room,4 out of 5,8.4,Very good,35 reviews,"VND 1,056,000",Breakfast included
Co Tu's Homestay - Mui Ne,"10.964264844559,108.247780303658",,Double Room with Balcony (2 Adults + 1 Child),,8.2,Very good,83 reviews,"VND 220,000",
Biệt thự biển Mũi Né - Villa Muine Domaine A-D3,"10.9425019189108,108.174662065956",,Three-Bedroom Villa,,,,,"VND 3,600,000",
Garden Guesthouse,"10.9509963066559,108.248333930969",,Standard Double Room,,6.6,Review score,143 reviews,"VND 188,100",
Lagi Dinh Relax Hotel,"10.7088227406496,107.838878631591",,Suite with Terrace,2 out of 5,6.3,Review score,26 reviews,"VND 486,000",
Ocean Valley Hotel,"10.9548722999441,108.222611506746",,Double Room with Garden View,2 out of 5,7.7,Good,63 reviews,"VND 331,075",
Năm Thọ Guesthouse,"10.9373715572955,108.188349916672",,Family Double Room,3 out of 5,8.3,Very good,35 reviews,"VND 340,000","FREE cancellation,• No prepayment needed"
Luxury Villa Pool Mui Ne,"10.9456067448473,108.184551000595",,Holiday Home,3 out of 5,6.8,Review score,9 reviews,"VND 2,100,000",
VILLA C 19 khu biệt thự Mũi Né DOMAINE,"10.9433558734,108.173932866266",,Villa,,8.5,Very good,8 reviews,"VND 3,500,000",
EMERALD OCEAN HOTEL,"10.927542,108.116777",,Standard Double Room,2 out of 5,7.4,Good,5 reviews,"VND 600,000",
Homestay Châu Triều - Phan Thiết,"10.9388278480891,108.135783008803",,Double Room with Private Bathroom,,10,Exceptional,12 reviews,"VND 220,000",
The BAY,"10.9512665985725,108.2102038274",,Double Room with Private Bathroom,3 out of 5,8.7,Fabulous,143 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
Saigon PT Hotel,"10.9309780326783,108.110488504171",,Double Room,2 out of 5,7.2,Good,22 reviews,"VND 354,000",
Fairy Stream Hotel,"10.950991,108.256401",,Double Room with Private Bathroom,,7.2,Good,11 reviews,"VND 225,000",
Nhà nghỉ 89,"10.942045673387,108.103260492159",,Double Room with Private Bathroom,,,,,"VND 300,000",
Qli Hotel,"10.9470564939985,108.200117179762",,Twin Room with Lake View,,9.1,Superb,36 reviews,"VND 470,000",
Nhật Phương hotel,"10.934195,108.126882",,Double Room,,8.9,Fabulous,41 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Minh Ha Hotel,"10.664271,107.768433",,Deluxe Room,2 out of 5,7.9,Good,18 reviews,"VND 230,000",
Non Nuoc Resort,"10.8009010243874,108.027513027191",,Standard Double or Twin Room,2 out of 5,7.3,Good,22 reviews,"VND 722,500",
Dâu's Home,"10.6675053,107.7761439",,Three-Bedroom Apartment,,,,,"VND 728,000",
Nhu Ngoc Guesthouse,"10.9540026422646,108.219459562184",,Twin Room with Garden View,,8.2,Very good,3 reviews,"VND 170,000",
Gia An Hung Guest House,"10.9545998815653,108.244853513315",,Deluxe Double Room,3 out of 5,9.3,Superb,236 reviews,"VND 349,000","FREE cancellation,• No prepayment needed"
Pho Bien Homestay,"10.9334070491833,108.120491425076",,Two-Bedroom House,3 out of 5,8.8,Fabulous,21 reviews,"VND 1,900,000",
Nohana Hotel,"10.9460045700812,108.198191106746",,Double Room,2 out of 5,7.1,Good,51 reviews,"VND 352,000",
PHAM GIA HOTEL,"10.9542039582531,108.247104217285",,Double Room,,9.2,Superb,60 reviews,"VND 363,090",
Sand Beach Resort,"10.9550567669936,108.230882708984",,Queen Room with Garden View,3 out of 5,6.6,Review score,21 reviews,"VND 567,000",
Hotel Tan Phu,"10.6572445079356,107.775487303734",,Queen Room,,8.9,Fabulous,61 reviews,"VND 300,000",
Minh Ngoc Hotel,"10.9492915264094,108.260377049446",,Queen Room,,8.6,Fabulous,94 reviews,"VND 250,000",
Ganh Mui Ne Resort,"10.9233309197208,108.294066243408",,Standard Double Room,,6.7,Review score,3 reviews,"VND 470,000",
New Wave Homestay,"10.928055,108.291075",,Deluxe Double Room,,,,,"VND 600,000",
Bill 's Homestay - Phan Thiết,"10.938366,108.135897",,10-Bed Mixed Dormitory Room,,8.9,Fabulous,20 reviews,"VND 790,000",
Goc Bien - Phan Thiet,"10.937782,108.295405",,Quadruple Room,2 out of 5,8.4,Very good,40 reviews,"VND 423,000",
The House 17/1,"10.953269368273,108.249500035443",,Three-Bedroom House,,9.5,Exceptional,4 reviews,"VND 1,700,000",
69 nguyễn đình chiểu Hàm tiến phan thiết,"10.9472935,108.2000689",,One-Bedroom House,,,,,"VND 200,000",
Sealink Mũi Né,"10.9384023,108.1832506",,Three-Bedroom Apartment,,,,,"VND 2,500,000",
Homestay Mui Ne,"10.955307,108.231447",,One-Bedroom House,,,,,"VND 250,000",
Luxury Villa,"10.948123920001,108.187594208521",,Apartment,,,,,"VND 2,800,000",
Cat Tien Guesthouse,"10.9513857154029,108.256112337113",,Standard Double Room,3 out of 5,8.7,Fabulous,31 reviews,"VND 270,000",
LAGI 1001 NIGHTS HOTEL,"10.692832,107.774677",,Family Room,,8.9,Fabulous,15 reviews,"VND 475,000",
Căn hộ biển Phan Thiết,"10.9412881,108.1805575",,One-Bedroom Apartment,,,,,"VND 680,000",
Green Hill Resort and Spa,"10.955364699517,108.232248723507",,Standard Double Room,3 out of 5,5.7,Review score,61 reviews,"VND 308,385",
Khách sạn Ngọc Quỳnh,"10.63449,107.726929",,Single Room,,8.7,Fabulous,9 reviews,"VND 250,000",
Happy View Hotel,"10.708806,107.8389",,Double Room,2 out of 5,,,,"VND 405,405",
Bulldog,"10.947458,108.201262",,King Room with Garden View,,7.2,Good,7 reviews,"VND 237,500",
Tùng Thủy Homestay - Dinh Thầy Thím,"10.7092841,107.8389966",,Double Room,,,,,"VND 345,000",Breakfast included
Blue Moon Hotel Mui Ne,"10.943314,108.193594",,Triple Room with Balcony,2 out of 5,8.3,Very good,8 reviews,"VND 423,000",
Doi Su Resort,"10.7642686726637,108.018987625837",,Deluxe Double or Twin Room,3 out of 5,6.4,Review score,11 reviews,"VND 850,000",Breakfast included
VKS Family Surfer House,"10.9473150671909,108.200739552254",,Apartment,3 out of 5,8.6,Fabulous,12 reviews,"VND 1,510,000",
Amoura Hotel,"10.669256,107.776986",,Double or Twin Room with View,,,,,"VND 450,000",
Đồi Dừa Homestay,"10.96691,108.258853",,Standard Double or Twin Room with Garden View,,9.2,Superb,4 reviews,"VND 250,000",
Bot Bien Homestay,"10.93632,108.294673",,King Room with Garden View,,8.1,Very good,129 reviews,"VND 225,000",
Motel VIỆT THẮNG,"10.7090680457218,107.839083417162",,Deluxe Room (2 Adults + 1 Child),,,,,"VND 280,000",
nghĩ dưỡng QUỐc HÙNG,"10.7065164952467,107.84488379895",,Double Room,,7.8,Good,9 reviews,"VND 222,500","FREE cancellation,• No prepayment needed"
Ann’s house,"10.657087,107.7426",,Two-Bedroom House,,,,,"VND 500,000",
Orianna Resort,"10.9483702,108.2631342",,Double Room,1 out of 5,5.0,Review score,39 reviews,"VND 212,500",
Kathy Hotel,"10.9347795947647,108.128940761089",,Double Room,1 out of 5,8.1,Very good,40 reviews,"VND 300,000",
247C/A Guest House,"10.9550882330427,108.235233792282",,Superior Double Room,2 out of 5,7.5,Good,158 reviews,"VND 180,000",
Nhà Nghỉ Việt Thắng Dinh Thầy Thím,"10.7089387869136,107.839286839981",,Deluxe Room (2 Adults + 1 Child),,7.5,Good,10 reviews,"VND 280,000",
Khách Sạn Bảy Tâm - Khách Sạn Gần Dinh Thầy Thím,"10.710164,107.828103",,Deluxe Quadruple Room,1 out of 5,,,,"VND 528,000",
Cozy furnished apartment in Phan Thiet city center,"10.9325578,108.1106667",,One-Bedroom Apartment,,9.6,Exceptional,7 reviews,"VND 800,000",
Minh Nhi Hotel,"10.6798516308002,107.759898733857",,Standard Double Room,2 out of 5,8.6,Fabulous,26 reviews,"VND 350,000",FREE cancellation
Ẩn Homestay Mũi Né,"10.9518729,108.2118773",,Deluxe King Room,,10,Exceptional,4 reviews,"VND 300,000",
Homestay Bulldog,"10.947458,108.201262",,King Room with Garden View,,,,,"VND 250,000",
Casa Hill Mui-Ne,"10.954953882779,108.239414464581",,One-Bedroom Apartment,,,,,"VND 400,000",
Cát Sen Auberge Bungalow Mui Ne,"10.955114180771,108.224391568997",,Standard Double Room,,9.6,Exceptional,7 reviews,"VND 920,000",
Lang Chai Guesthouse,"10.9524341210223,108.248301744461",,Double Room,3 out of 5,7.6,Good,14 reviews,"VND 198,000",
Home Stay 143 NDC,"10.953474,108.216416",,Studio with Garden View,,,,,"VND 500,000",
Ca Ty Hotel,"10.9285039971364,108.097500577569",,Superior Twin Room,2 out of 5,6.6,Review score,19 reviews,"VND 570,000",Breakfast included
Homestay Bảo Trân,"10.945469,108.102846",,Budget Double Room,,,,,"VND 250,000",
86 Homestay,"10.9342723,108.1177496",,Double Room with Pool View,,9.2,Superb,4 reviews,"VND 325,000",
Ban Mai Hotel 66,"10.9391929987624,108.130794113492",,Standard Double Room,1 out of 5,8.8,Fabulous,64 reviews,"VND 320,000",
nhà nghỉ và cho thuê xe may huệ dung,"10.947566,108.2016548",,Double Room,,,,,"VND 200,000",
Thảo Nguyên Xanh,"10.717183063217,107.976276413594",,Double Room,,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
Huynh Lệ Hotel,"11.2279913478379,108.715773673559",,Deluxe Double Room,,,,,"VND 400,000",
Nhà Nghỉ Tùng Thủy dinh Thầy Thím,"10.708547788384,107.838621023185",,Double Room,,,,,"VND 395,000",Breakfast included
Nhà Nghỉ LaGi,"10.68401950748,107.76020596306",,Double Room,,,,,"VND 180,000",
Hoang Anh Hotel,"10.939631,108.103742",,Standard Twin Room,,,,,"VND 250,000",
homestay Láng Đá,"10.693071877381,107.763748185358",,Budget Double Room,,,,,"VND 200,000",
Tùng Thủy Homestay - Dinh Thầy Thím,"10.708835933184,107.839141574457",,Luxury Triple Room,,,,,"VND 495,000",Breakfast included
khu nghỉ dưỡng việt thắng,"10.71009,107.838671",,Deluxe Room (2 Adults + 1 Child),2 out of 5,,,,"VND 280,000",
Nhà Nghỉ Tùng Thủy - Tùng Thủy Homestay,"10.7092841,107.8389966",,Double Room,,,,,"VND 450,000",
Nhà nghỉ Tùng Thủy dinh Thầy Thím - Tùng Thủy Homestay,"10.7092841,107.8389966",,Double Room,,,,,"VND 395,000",Breakfast included
Phu Gia Hotel,"10.931969,108.110934",,Standard Twin Room,1 out of 5,,,,"VND 298,466",
Đan Khôi Garden House Lagi,"10.687196910503,107.750994796295",,Two-Bedroom Chalet,,,,,"VND 1,000,000",
bibo guest house,"10.9552488,108.2265812",,Double Room,,,,,"VND 320,000",
homestay Lang Da,"10.6931364441787,107.763612167656",,Double Room,,,,,"VND 200,000",
homestay Lang Da,"10.693067909217,107.763749170474",,Budget Double Room,,,,,"VND 200,000",
The Eco Home Golf view Studio,"10.9394997949507,108.179916143417",,Apartment,,,,,"VND 7,900,000",
Nhà nghỉ (motel) La Gi,"10.684475,107.760225",,Standard King Room,2 out of 5,,,,"VND 168,000","FREE cancellation,• No prepayment needed"
Home Stay Lan Biển,"10.9440833,108.1949526",,Two-Bedroom Apartment,,,,,"VND 1,820,000",
Căn hộ Ocean Vista - Mũi Né - Phan Thiết,"10.936210944346,108.18162141936",,One-Bedroom Apartment,,,,,"VND 1,290,000",
Home Studio Bãi Đá Ông Địa,"10.93709789645,108.183622091888",,One-Bedroom Apartment,,,,,"VND 900,000",
Green Star Resort,"10.962651975848,108.337022032837",,Deluxe Double or Twin Room,,,,,"VND 1,100,000","Breakfast included,FREE cancellation,• No prepayment needed"
Homestay,"10.708931,107.839184",,Deluxe Room (2 Adults + 1 Child),,,,,"VND 300,000",
Villa Gỗ- Mui-Ne,"10.968610473438,108.26389728265",,One-Bedroom Villa,,,,,"VND 1,037,400",
Biển Nhớ Hotel & Coffee,"10.931186,108.108225",,Standard Quadruple Room,,,,,"VND 550,000",
Nhà nghỉ MINH KHANG - Guesthouse,"10.9439479611622,108.194745048812",,Double Room with Private Bathroom,,,,,"VND 200,000",
Ngoc Duy Guesthouse,"10.9551831668344,108.232189844775",,Double Room,3 out of 5,,,,"VND 450,000",
Nguyễn Villa,"10.687153719419,107.751081571385",,Three-Bedroom House,3 out of 5,10,Exceptional,10 reviews,"VND 2,295,000",
Sealinks Villa PE36,"10.9449394075753,108.182772371557",,Three-Bedroom Apartment,,,,,"VND 2,300,000",
Diamond Hotel & Apartment,"10.6872641340607,107.75075109256",,Standard Double Room,,,,,"VND 287,000",
Sea Pear Villa,"10.9380527,108.1833386",,Apartment,,,,,"VND 2,660,000",
Comfort-Villa,"10.948001092083,108.186509494226",,Three-Bedroom Apartment,,,,,"VND 2,660,000",
Nguyễn River,"10.666729390846,107.770884190554",,One-Bedroom House,,8.2,Very good,5 reviews,"VND 585,000",
Kiim's House Hotel,"10.940381,108.108416",,Double Room,,,,,"VND 382,500",
Biệt thự Mũi Né - Resort Muine A-C38,"10.9432090117372,108.17325655371",,Three-Bedroom Villa,,,,,"VND 5,000,000",
Quan Phong's villa,"10.942903,108.180373",,Deluxe Double Room,,,,,"VND 2,800,000",
An hotel,"10.938589,108.092099",,Standard Double Room,,,,,"VND 369,196",
Allezboo Beach Homestay Mui Ne,"10.939057055401,108.1899769681",,Standard Queen Room,,,,,"VND 1,024,000",Breakfast included
HOTEL VIỆT SANG dinh thầy thím,"10.707821,107.840238",,Deluxe Double Room with Sea View,,,,,"VND 700,000","FREE cancellation,• No prepayment needed"
"Villa C12 Mui Ne Domaine near Beach, Wine Castle","10.943262395306,108.174605599457",,Villa,,,,,"VND 7,200,000",
Mango Villa,"10.9480194359723,108.187211751938",,Three-Bedroom Villa,,,,,"VND 3,200,000",
Sweet villa,"10.947939867743,108.186543414506",,Deluxe Villa,,,,,"VND 2,800,000",
Thuy Thuy Cottages Mui Ne,"10.952234,108.212457",,Queen Room with Garden View,3 out of 5,,,,"VND 690,000","FREE cancellation,• No prepayment needed"
CATSEN MUI-NE,"10.955148,108.224832",,Double Room with Garden View,,,,,"VND 920,000","FREE cancellation,• No prepayment needed"
Ocean Vista C3-40 Apartment,"10.938343058013,108.182804741133",,Two-Bedroom Apartment,,,,,"VND 1,506,319",
