hotel_name,hotel_address,hotel_distance_center,hotel_room,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
My Dream Hotel,"22.336869,103.849201",750 m from centre,Double Room with Private Bathroom,,8.4,Very good,67 reviews,"VND 300,000",
Ta Van Heaven Homestay,"22.3029024111968,103.887011384672",5 km from centre,Queen Room with Garden View,,9.2,Superb,133 reviews,"VND 250,000",Breakfast included
Stone Paradise Homestay,"22.3318228824558,103.82523419239",1.8 km from centre,Quadruple Room with Mountain View,,9.7,Exceptional,12 reviews,"VND 400,000",Breakfast included
Minh Anh Guesthouse,"22.3402581843208,103.845456736163",650 m from centre,Double Room,3 out of 5,7.2,Good,68 reviews,"VND 199,000",
Sapa Peaceful Hotel,"22.3420132479665,103.856136202812",1.6 km from centre,Standard Double Room,2 out of 5,9.6,Exceptional,21 reviews,"VND 350,000",
Joy House Indigo Batik,"22.292513,103.905411",8 km from centre,Deluxe Double Room with Balcony,,9.1,Superb,53 reviews,"VND 570,000","Breakfast included,FREE cancellation,• No prepayment needed"
Sau Meo Mountain View,"22.2965562751893,103.920295398403",9 km from centre,Double Room with Mountain View,,9.2,Superb,45 reviews,"VND 180,000",Breakfast included
Hmong Sister House,"22.3047397212908,103.896978199482",6 km from centre,Standard Double or Twin Room with Balcony,,9.3,Superb,120 reviews,"VND 202,640",Breakfast included
Cat Cat View Hotel,"22.3327990336635,103.839739859104",400 m from centre,Deluxe Room (2 Adults + 1 Child),3 out of 5,8.4,Very good,120 reviews,"VND 850,000",Breakfast included
Anh Duc Homestay,"22.3029258722864,103.887413442135",5 km from centre,Bungalow with Patio,,8.9,Fabulous,102 reviews,"VND 700,000",Breakfast included
Mai Vàng Hotel,"22.337041,103.848663",700 m from centre,Standard Double Room,2 out of 5,,,,"VND 315,000",
MeKhoo & Zizi Sapa Homestay,"22.3076652750508,103.896518229703",6 km from centre,Double Room with Mountain View,,8.7,Fabulous,118 reviews,"VND 280,000",Breakfast included
Sapa Mountain City Hotel,"22.333146,103.842967",300 m from centre,Basic Triple Room with Shared Bathroom,1 out of 5,8.4,Very good,31 reviews,"VND 314,500",Breakfast included
Tạo Hương Sa Pa Hotel,"22.3371984469655,103.842697893532",250 m from centre,Deluxe Double Room,,9.0,Superb,4 reviews,"VND 270,000",
Thien Phuong Guesthouse,"22.3340405748884,103.840300067581",250 m from centre,Standard Double or Twin Room,3 out of 5,8.9,Fabulous,44 reviews,"VND 280,000",
CHOM'S HOMESTAY,"22.300334610637,103.891962275146",6 km from centre,Twin Room,,,,,"VND 350,000",
H'mong Stilt House,"22.294996,103.92221",9 km from centre,Deluxe Triple Room,,9.1,Superb,151 reviews,"VND 420,750",
Happy Home Sapa,"22.33747282777,103.853783938623",1.2 km from centre,King Room with Mountain View,,,,,"VND 405,000",Breakfast included
Lenh's Family House,"22.2969905662422,103.920107643772",9 km from centre,Deluxe King Room,,9.1,Superb,176 reviews,"VND 136,300",
Rustic garden,"22.340416,103.846236",750 m from centre,One-Bedroom Bungalow,,,,,"VND 380,000",
Wind House Hotel,"22.33685,103.849191",750 m from centre,Family Room with Balcony,,9.7,Exceptional,3 reviews,"VND 340,000","FREE cancellation,• No prepayment needed"
SaPa Peace Valley hotel,"22.339217,103.854388",1.4 km from centre,Deluxe Double Room (2 Adults + 1 Child),,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Hoa's homestay Sapa,"22.3036216362199,103.900049328804",6 km from centre,Twin Room with Shared Toilet,,9.1,Superb,351 reviews,"VND 325,125","Breakfast included,FREE cancellation,• No prepayment needed"
Lien Son Hostel,"22.3380487628587,103.842776149668",350 m from centre,Double Room,1 out of 5,8.5,Very good,21 reviews,"VND 200,000",
La Beauté Sa Pa,"22.2979159766438,103.910710364494",8 km from centre,King Room with Garden View,,9.5,Exceptional,239 reviews,"VND 270,000",
Palm Tree Hotel,"22.338198,103.843573",400 m from centre,Deluxe Double or Twin Room with Lake View,2 out of 5,,,,"VND 545,717",
Sapa Stay,"22.3446116,103.8562352",1.8 km from centre,Double Room,,8.8,Fabulous,6 reviews,"VND 256,000",
The Little Hmong House,"22.2979987863105,103.90901542189",8 km from centre,Standard Queen Room,,9.0,Superb,384 reviews,"VND 260,000",
Lotus Hotel,"22.33303721165,103.84307384491",300 m from centre,Standard Twin Room with Balcony,1 out of 5,7.4,Good,54 reviews,"VND 250,000",Breakfast included
sapa peacevalley hotel,"22.339217,103.854388",1.4 km from centre,Deluxe Double Room with Balcony,1 out of 5,,,,"VND 262,500","FREE cancellation,• No prepayment needed"
Nhà khách tỉnh đội sapa,"22.3393641,103.8445273",550 m from centre,Twin Room,,,,,"VND 199,000",
Saigonese Homestay,"22.336855710431,103.837877911303",500 m from centre,Quadruple Room with Balcony,,8.6,Fabulous,158 reviews,"VND 487,500",
Joy House Sapa,"22.2956010318222,103.904569449026",7 km from centre,Double Room,,9.4,Superb,107 reviews,"VND 600,000",Breakfast included
Khen Mong Nature Hotel,"22.2969161164433,103.919885020424",9 km from centre,Single Bed in 10-Bed Dormitory Room,,9.2,Superb,64 reviews,"VND 300,000",Breakfast included
Thai Binh Sapa Hotel,"22.3350055,103.8434094",150 m from centre,Twin Room,2 out of 5,8.4,Very good,124 reviews,"VND 550,000",Breakfast included
Sapa Dragon Hotel,"22.3357365337363,103.839373737574",300 m from centre,Superior Twin Room,3 out of 5,9.5,Exceptional,192 reviews,"VND 1,575,000",
GOONG SAPA Bungalow,"22.3053540516418,103.879604525864",5 km from centre,Bungalow with Garden View,,9.2,Superb,159 reviews,"VND 688,500",
Sapa New Hostel,"22.3385013408588,103.853325784075",1.2 km from centre,Double Room with Mountain View,,7.2,Good,33 reviews,"VND 249,000",Breakfast included
Botanic Sapa Hotel,"22.3328353186174,103.842953145504",300 m from centre,Superior Double or Twin Room,2 out of 5,9.6,Exceptional,116 reviews,"VND 297,000",
Sapa Symphony Hotel,"22.3340777532712,103.839679332796",300 m from centre,King Room,2 out of 5,,,,"VND 637,500",
Sapa Garden Hotel,"22.3357045912367,103.83943894878",300 m from centre,Superior Double or Twin Room,3 out of 5,9.5,Exceptional,227 reviews,"VND 1,500,000","FREE cancellation,• No prepayment needed"
Sapa Lake View Hotel,"22.3378304571631,103.847558498383",650 m from centre,Superior Double Room,2 out of 5,8.9,Fabulous,9 reviews,"VND 600,000",
Opal house,"22.3018164401057,103.891201102547",6 km from centre,Double Room with Garden View,,8.7,Fabulous,13 reviews,"VND 517,500",
Tavan Hostel 2,"22.3030856222255,103.886742889881",5 km from centre,Budget Double Room,,9.2,Superb,97 reviews,"VND 195,000",Breakfast included
Saigonese Homestay,"22.336855710431,103.837877911303",500 m from centre,Quadruple Room with Balcony,,8.6,Fabulous,158 reviews,"VND 487,500",
My Dream Hotel,"22.33914,103.854158",1.4 km from centre,Double Room,2 out of 5,8.8,Fabulous,8 reviews,"VND 280,000",
Sapa Stay,"22.3446116,103.8562352",1.8 km from centre,Double Room,,8.8,Fabulous,6 reviews,"VND 256,000",
TaVan Ecogreen homestay,"22.300920266987,103.890044495701",6 km from centre,King Room with Garden View,,9.5,Exceptional,4 reviews,"VND 230,000",Breakfast included
Sapa Symphony Hotel,"22.3340777532712,103.839679332796",300 m from centre,King Room,2 out of 5,,,,"VND 637,500",
Caumayecohome,"22.295718,103.893242",6 km from centre,Double Room,,,,,"VND 300,000",Breakfast included
Truong Giang Homestay & Restaurant,"22.3037857280558,103.88554930687",5 km from centre,Family Double Room,,8.2,Very good,44 reviews,"VND 160,000",
My Dream Hotel,"22.336869,103.849201",750 m from centre,Double Room with Private Bathroom,,8.4,Very good,67 reviews,"VND 300,000",
Khen Mong Nature Hotel,"22.2969161164433,103.919885020424",9 km from centre,Single Bed in 10-Bed Dormitory Room,,9.2,Superb,64 reviews,"VND 300,000",Breakfast included
Toan Mai Sapa Guesthouse,"22.3378497211217,103.843364812858",350 m from centre,Queen Room with Two Queen Beds,,,,,"VND 282,000",
Minh Anh Homestay,"22.351114,103.856724",2.4 km from centre,Comfort Triple Room with Shower,,9.5,Exceptional,4 reviews,"VND 280,000",
Sapa Peaceful Hotel,"22.3420132479665,103.856136202812",1.6 km from centre,Standard Double Room,2 out of 5,9.6,Exceptional,21 reviews,"VND 350,000",
Sapa Orange Homestay,"22.2628556102111,103.96713901026",15 km from centre,Double Room with Mountain View,,9.8,Exceptional,86 reviews,"VND 360,000",Breakfast included
Chapi Dreamy Home,"22.3156311041142,103.900674661958",6 km from centre,Double Room with Mountain View,,10,Exceptional,3 reviews,"VND 360,000",
Hoa's homestay Sapa,"22.3036216362199,103.900049328804",6 km from centre,Twin Room with Shared Toilet,,9.1,Superb,351 reviews,"VND 325,125","Breakfast included,FREE cancellation,• No prepayment needed"
Bom's house Tả Van Sa Pa,"22.302707,103.890074",6 km from centre,Economy Quadruple Room,,9.7,Exceptional,4 reviews,"VND 220,000",Breakfast included
SaPa Peace Valley hotel,"22.339217,103.854388",1.4 km from centre,Deluxe Double Room (2 Adults + 1 Child),,,,,"VND 300,000","FREE cancellation,• No prepayment needed"
Check in Sapa Hostel & Coffee,"22.33154,103.84238",450 m from centre,Superior Double Room,,9.2,Superb,4 reviews,"VND 405,000",
Palm Tree Hotel,"22.338198,103.843573",400 m from centre,Deluxe Double or Twin Room with Lake View,2 out of 5,,,,"VND 545,717",
Sapa Moon Hotel,"22.336071,103.846098",450 m from centre,Deluxe Room,3 out of 5,,,,"VND 450,000",
sapa peacevalley hotel,"22.339217,103.854388",1.4 km from centre,Deluxe Double Room with Balcony,1 out of 5,,,,"VND 262,500","FREE cancellation,• No prepayment needed"
Trade Union Hotel,"22.334545,103.847751",600 m from centre,Superior Twin Room,3 out of 5,,,,"VND 950,000",Breakfast included
Orchids,"22.336628438923,103.837910644221",500 m from centre,Double Room,,,,,"VND 330,000",Breakfast included
Terrace H'mong Homestay,"22.3277030867982,103.830673780079",1.5 km from centre,Double Room with Mountain View,,8.9,Fabulous,217 reviews,"VND 295,000",Breakfast included
QueHuongSapa,"22.334960007218,103.843563289835",150 m from centre,Standard Twin Room,,,,,"VND 297,500",
Samu Green Hotel,"22.335539267535,103.836790147778",600 m from centre,Twin Room,,,,,"VND 500,000",Breakfast included
FARMSTAY RỪNG ƯỚC MƠ BAJIKO,"22.309496442807,103.872631118768",4.2 km from centre,Double Room,,,,,"VND 200,000",Breakfast included
Happy Home Sapa,"22.33747282777,103.853783938623",1.2 km from centre,King Room with Mountain View,,,,,"VND 405,000",Breakfast included
Mị's house Sapa,"22.331044,103.834493",950 m from centre,Double Room,,,,,"VND 402,000","FREE cancellation,• No prepayment needed"
Mây Núi Homestay,"22.335840326292,103.837027724888",550 m from centre,King Room with Balcony,,,,,"VND 250,000",
Mường Hoa Hillside Homestay,"22.333625,103.842299",200 m from centre,Tent,,,,,"VND 1,153,737",Breakfast included
Minh Hưng Hostel,"22.339354233209,103.849444309787",900 m from centre,Double Room,,,,,"VND 270,000",
Dzao Hotel,"22.3359225,103.8438741",200 m from centre,Deluxe Queen Room,,,,,"VND 400,000",Breakfast included
Nha An Nhien,"22.3488853240257,103.856139952107",2.1 km from centre,Three-Bedroom Apartment,,,,,"VND 1,600,000",
EC homestay,"22.2451017,103.8796018",10 km from centre,One-Bedroom Apartment,,,,,"VND 3,749,644",Breakfast included
Tavan Hostel 2,"22.3030856222255,103.886742889881",5 km from centre,Budget Double Room,,9.2,Superb,97 reviews,"VND 195,000",Breakfast included
Lustig Hostel,"22.339949,103.839912",600 m from centre,Bunk Bed in Mixed Dormitory Room,3 out of 5,9.2,Superb,229 reviews,"VND 440,000",
Thác Bạc Hostel,"22.33573,103.838977",350 m from centre,Bed in 8-Bed Mixed Dormitory Room,,9.7,Exceptional,3 reviews,"VND 200,000",
