hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Nha Trang Hotel and Apartment Oceanus,"12.258856,109.197562",,,Standard Quadruple Room,,3,,,,,"VND 600,000",
Coast House Nha Trang,"12.2794604581435,109.200854308039",,,Superior King Room,,2,,10,Exceptional,4 reviews,"VND 349,000",
Hưng Thành Luxury Hotel & Apartments,"12.210610236261,109.193394422723",,,Studio with Spa Bath,,2,3 out of 5,9.6,Exceptional,78 reviews,"VND 460,000",
Diamond Bay Residence,"12.2480048,109.1962158",,,Studio Apartment,,2,4 out of 5,,,,"VND 1,282,500",
Garden House Nha Trang,"12.270551051221,109.202411720654",,,Villa with Garden View,,8,3 out of 5,,,,"VND 1,458,000",
Anita Apartment,"12.274261,109.201864",,,One-Bedroom Apartment,,3,3 out of 5,8.9,Fabulous,76 reviews,"VND 641,250",
Le's Cham Hotel,"12.239982,109.192017",,,Superior Double or Twin Room,,2,4 out of 5,8.7,Fabulous,153 reviews,"VND 455,400",
Hoang Gia Doc Let,"12.5503012657086,109.227447509766",,,Superior Double Room,,2,1 out of 5,8.2,Very good,71 reviews,"VND 520,000",
Nomad Apartment,"12.2365855,109.1964526",,,Luxury Apartment with Ocean View,,2,3 out of 5,8.7,Fabulous,177 reviews,"VND 770,000",
Balcony Seaview Nha Trang Centre,"12.2477113261707,109.195730376057",,,Premium Studio with Balcony and Partly Sea View,,2,3 out of 5,7.5,Good,383 reviews,"VND 2,125,000","FREE cancellation,• No prepayment needed"
Prime Hotel,"12.2374780038516,109.196229279041",,,Superior Twin Room,,2,3 out of 5,7.7,Good,81 reviews,"VND 425,000",Breakfast included
Smile Hotel Nha Trang,"12.2367323172975,109.195505916672",,,Superior Double or Twin Room with City View,,2,4 out of 5,8.4,Very good,308 reviews,"VND 456,000","FREE cancellation,• No prepayment needed"
My Ca Hotel,"11.983522,109.192828",,,Superior Quadruple Room,,4,2 out of 5,7.8,Good,137 reviews,"VND 464,580",
Vesna Hotel,"12.2258734704643,109.200615271736",,,Superior Double or Twin Room,,2,5 out of 5,8.9,Fabulous,105 reviews,"VND 787,600","Breakfast included,FREE cancellation,• No prepayment needed"
Seven Seas Hotel and Apartment,"12.238112289861,109.191516923314",,,Superior Double Room,,2,3 out of 5,8.3,Very good,38 reviews,"VND 450,075",
Sky Beach D20 Nha Trang,"12.219496,109.200614",,,Superior Room with City View,,2,4 out of 5,9.3,Superb,35 reviews,"VND 593,600",Breakfast included
Ken Nha Trang Hotel,"12.240308,109.188038",,,Superior King or Twin Room,,2,3 out of 5,8.3,Very good,23 reviews,"VND 180,000",
Căn hộ La Sera Suites Nha Trang,"12.199011218894,109.211144607802",,,Studio Apartment,,2,,9.7,Exceptional,3 reviews,"VND 650,000",
Fiona Holiday Nha Trang Apartment,"12.236586,109.196453",,,Apartment with Mountain View,,2,3 out of 5,8.0,Very good,28 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
Panorama Nha Trang Ocean View,"12.2386680543001,109.195914119482",,,Suite with Spa Bath,,2,3 out of 5,7.0,Good,299 reviews,"VND 1,890,000",
Soho Apartments - Penthouse,"12.2733193843316,109.202751451709",,,Apartment with Mountain View,,4,3 out of 5,8.6,Fabulous,77 reviews,"VND 783,000",
The Trang Villas,"12.366002,109.197967",,,King Room with Garden View,,2,,9.4,Superb,14 reviews,"VND 682,500",Breakfast included
Cloud Apartment,"12.2397362873798,109.192819209135",,,Deluxe Studio,,2,3 out of 5,8.7,Fabulous,50 reviews,"VND 285,000",
Vesna Hotel,"12.2258734704643,109.200615271736",,,Superior Double or Twin Room,,2,5 out of 5,8.9,Fabulous,105 reviews,"VND 787,600","Breakfast included,FREE cancellation,• No prepayment needed"
Phi Yen Nha Trang Apartment,"12.2365855,109.1964526",,,One-Bedroom Apartment,,2,3 out of 5,8.2,Very good,242 reviews,"VND 500,000",
HÀ NHUNG,"12.245493,109.193788",,,Triple Room with City View,,2,3 out of 5,9.2,Superb,27 reviews,"VND 457,560","FREE cancellation,• No prepayment needed"
OYO 1028 Flower House Apartment,"12.2781214552182,109.201665906286",,,Deluxe Double Room,,2,2 out of 5,9.6,Exceptional,19 reviews,"VND 199,536",
Vietnam Backpacker Hostels - Ninhvana,"12.3586089771802,109.277135431767",,,Double Room,,2,,8.3,Very good,327 reviews,"VND 623,700",
Scenia Bay Residences,"12.270137,109.205388",,,Studio,,2,,8.7,Fabulous,3 reviews,"VND 1,159,950",
Motel Lê Phương,"11.991309,109.191597",,,Double Room,,2,,7.0,Good,16 reviews,"VND 250,000",
Regalia Gold Hotel,"12.238408,109.193742",,,Suite,,2,5 out of 5,9.1,Superb,189 reviews,"VND 10,000,000",Breakfast included
Little Nha Trang Hotel,"12.2388515424865,109.193329807935",,,Standard Double Room,,2,2 out of 5,8.1,Very good,151 reviews,"VND 220,000","FREE cancellation,• No prepayment needed"
Love Hotel,"12.2368808507538,109.193786856553",,,Standard Double Room with City View,,2,3 out of 5,7.8,Good,9 reviews,"VND 216,000","FREE cancellation,• No prepayment needed"
Cala Coastline Panorama,"12.239572590967,109.195853637147",,,Studio - DayUse 2hrs only (from 08:00-18:00),,2,,9.6,Exceptional,7 reviews,"VND 336,000","FREE cancellation,• No prepayment needed"
NHA TRANG COMFORTZONE APARTMENT,"12.22024,109.203601",,,Apartment with Sea View,,4,,10,Exceptional,4 reviews,"VND 749,950",
King Town Hotel,"12.235295,109.195461",,,Superior Double Room,,2,,,,,"VND 315,000",
Chill Suites Nha Trang,"12.2383,109.193463",,,Superior Twin Room,,2,3 out of 5,9.1,Superb,49 reviews,"VND 450,000",
Bao Son Hotel - Apartment,"12.240077,109.1948006",,,Deluxe Double Room with Balcony and Sea View,,2,,9.9,Exceptional,9 reviews,"VND 420,000",
APOLLO HOTEL managed by NEST Group,"12.234979,109.196648",,,Superior Double Room,,2,3 out of 5,8.2,Very good,247 reviews,"VND 406,245","FREE cancellation,• No prepayment needed"
Blue Star Hotel,"12.2357191309269,109.196631610394",,,Double Room,,2,2 out of 5,8.5,Very good,238 reviews,"VND 215,100",
White Sand Cam Ranh Hotel,"12.0804657775591,109.181531444192",,,Superior Double Room,,2,3 out of 5,8.2,Very good,212 reviews,"VND 567,000","Breakfast included,FREE cancellation,• No prepayment needed"
La Vague Hotel,"12.220218121791,109.203653523224",,,Deluxe Double or Twin Room with City View,,2,4 out of 5,10,Exceptional,4 reviews,"VND 489,600","FREE cancellation,• No prepayment needed"
Little Home Nha Trang Apartment,"12.2304005005853,109.196923971176",,,Deluxe Studio,,2,3 out of 5,8.9,Fabulous,47 reviews,"VND 240,000","FREE cancellation,• No prepayment needed"
Asia Paradise Hotel,"12.2357322373259,109.195674061775",,,Standard Double or Twin Room,,2,3 out of 5,8.0,Very good,37 reviews,"VND 629,100",Breakfast included
NHÃ TRANG HOTEL,"11.915115,109.148294",,,Standard King Room,,2,3 out of 5,,,,"VND 370,000",Breakfast included
La Paloma Villa,"12.2743985238852,109.198399149846",,,Double Room with Garden View,,2,3 out of 5,8.7,Fabulous,208 reviews,"VND 1,350,000","FREE cancellation,• No prepayment needed"
Tristar Hotel,"12.2476745177372,109.191699028015",,,Standard Double Room,,2,2 out of 5,7.7,Good,52 reviews,"VND 455,874","Breakfast included,FREE cancellation,• No prepayment needed"
OYO 898 Phuong Thao Hotel,"12.238097,109.187263",,,Deluxe Double Room,,2,2 out of 5,7.4,Good,22 reviews,"VND 179,582",
Crown Nguyen Hoang Hotel,"12.1994697319849,109.212254616425",,,Superior Double or Twin Room,,2,4 out of 5,8.9,Fabulous,52 reviews,"VND 972,000","Breakfast included,FREE cancellation,• No prepayment needed"
ALADIN Hotel Nha Trang,"12.2342538314275,109.195490330458",,,Superior Double Room,,2,2 out of 5,7.9,Good,298 reviews,"VND 214,400","FREE cancellation,• No prepayment needed"
Paris Nha Trang Hotel,"12.2275641990905,109.199297685944",,,Standard Double Room,,2,4 out of 5,8.4,Very good,43 reviews,"VND 522,600","Breakfast included,FREE cancellation,• No prepayment needed"
Bien Nha Trang Apartment,"12.273686,109.202621",,,Two-Bedroom Apartment,,4,,6.6,Review score,4 reviews,"VND 600,000",
TuBong Hotel Private Enterprise,"12.294299,109.212179",,,Double Room with Balcony,,2,2 out of 5,8.1,Very good,23 reviews,"VND 416,000",
Dai Lanh Beach Hotel,"12.8257097995722,109.357545375824",,,Bungalow,,2,,7.5,Good,88 reviews,"VND 320,000",Breakfast included
Muong Thanh Grand Nha Trang Hotel,"12.2900710116862,109.205399751663",,,Deluxe Double or Twin Room,,2,4 out of 5,8.2,Very good,84 reviews,"VND 684,000",Breakfast included
Sea Pearl Hotel,"12.226953,109.200017",,,Deluxe Double or Twin Room with Sea View,,2,4 out of 5,8.0,Very good,27 reviews,"VND 576,000","Breakfast included,FREE cancellation,• No prepayment needed"
ARECA HOTEL NHA TRANG,"12.252446,109.192144",,,Superior Double or Twin Room with City View,,2,4 out of 5,8.9,Fabulous,32 reviews,"VND 540,000",
TTC Hotel - Michelia,"12.2532889852594,109.195529222488",,,Superior Double or Twin Room with City View,,2,5 out of 5,8.7,Fabulous,82 reviews,"VND 630,720","Breakfast included,FREE cancellation,• No prepayment needed"
Erica Nha Trang Hotel,"12.235506,109.194907",,,Double or Twin Room,,2,4 out of 5,8.5,Very good,56 reviews,"VND 595,000","FREE cancellation,• No prepayment needed"
The Crystal Apartment,"12.274261,109.201864",,,Two-Bedroom Apartment,,4,,,,,"VND 1,700,000",
Venus luxury apartment,"12.202595,109.20518",,,Deluxe Double Room,,2,,9.1,Superb,47 reviews,"VND 630,000",
Ale Nha Trang Hotel,"12.2366998154308,109.193007946014",,,Superior Twin Room with Window,,2,4 out of 5,9.3,Superb,53 reviews,"VND 351,000",
Anh Chiến hotel,"12.233452,109.193898",,,Standard Double Room,,2,,8.4,Very good,5 reviews,"VND 450,000","FREE cancellation,• No prepayment needed"
MerPerle Beach Hotel,"12.229601,109.198704",,,Superior Double Room,,2,4 out of 5,9.1,Superb,22 reviews,"VND 717,593",Breakfast included
OYO 995 Tan Thanh Dat Hotel,"12.4760299151509,109.127163839981",,,Standard Double Room,,2,2 out of 5,2.8,Review score,5 reviews,"VND 99,769","FREE cancellation,• No prepayment needed"
Thai Binh Cam Ranh Hotel,"11.9169280906693,109.147163629531",,,Double Room with Balcony,,2,,8.0,Very good,139 reviews,"VND 370,000",
Royal Hotel Nha Trang,"12.2394976856162,109.192728755785",,,Superior Double or Twin Room,,2,3 out of 5,7.9,Good,23 reviews,"VND 180,000",
Anh Minh - Manchester Hotel,"12.2281566197356,109.199396971581",,,Standard Double or Twin Room,,2,1 out of 5,8.0,Very good,109 reviews,"VND 213,750","FREE cancellation,• No prepayment needed"
DQua Hotel and Apartment,"12.251401,109.192518",,,Deluxe Twin Room,,2,5 out of 5,8.5,Very good,36 reviews,"VND 694,731","FREE cancellation,• No prepayment needed"
Larosa Hotel Nha Trang,"12.2297361607503,109.196722768192",,,Superior Deluxe Double or Twin Room,,2,3 out of 5,8.7,Fabulous,53 reviews,"VND 600,000","FREE cancellation,• No prepayment needed"
"Appartement Mường Thanh, 60 Trần Phú, Nha Trang","12.2365547,109.1964462",,,One-Bedroom Apartment,,2,,6.4,Review score,5 reviews,"VND 522,000",
Megi Homestay,"12.277276,109.200497",,,Deluxe Double Room with Extra Bed,,2,,9.5,Exceptional,176 reviews,"VND 216,000",
Comfortzone,"12.2738483536091,109.202540225109",,,Apartment with Sea View,,5,3 out of 5,8.8,Fabulous,67 reviews,"VND 864,081",
OYO 176 374 Hotel,"12.214705,109.196081",,,Deluxe Double Room,,2,2 out of 5,7.9,Good,64 reviews,"VND 256,405","FREE cancellation,• No prepayment needed"
Nha Trang Beachfront Hotel,"12.2281502380764,109.199309321561",,,Deluxe Double or Twin Room with Ocean View,,2,3 out of 5,9.6,Exceptional,28 reviews,"VND 1,050,000",Breakfast included
Nha Trang Gold Coast Apartment,"12.2476982,109.195257",,,One-Bedroom Apartment,,2,,,,,"VND 800,000",
Seaholic Apartment Central,"12.258505646786,109.197745290401",,,Apartment with Balcony,,2,3 out of 5,9.4,Superb,21 reviews,"VND 900,000",
Ana's House,"12.2650116186703,109.199782200157",,,Budget Double Room,,2,1 out of 5,8.4,Very good,91 reviews,"VND 250,000","FREE cancellation,• No prepayment needed"
Thoi Binh Hotel,"12.0765476784449,109.172714322866",,,Large Double Room,,2,2 out of 5,8.3,Very good,28 reviews,"VND 435,000","FREE cancellation,• No prepayment needed"
The View Hotel,"12.1198879492094,109.187824817127",,,Superior Double Room,,2,,,,,"VND 600,000",
Azura Hotel,"12.2335241275949,109.196666479111",,,Deluxe Double Room with Balcony,,2,2 out of 5,8.5,Very good,578 reviews,"VND 624,057",
Moonlight Bay,"12.2588139645664,109.189592866348",,,Standard Double Room,,2,2 out of 5,8.9,Fabulous,271 reviews,"VND 250,176","FREE cancellation,• No prepayment needed"
Nagar Hotel Nha Trang,"12.2343251899157,109.196116684864",,,Queen Room with Sea View,,2,4 out of 5,9.1,Superb,340 reviews,"VND 2,115,000",
Nha Trang Beach Apartments,"12.2366287320481,109.196867571758",,,Luxury Apartment with Balcony and City View,,2,3 out of 5,7.2,Good,522 reviews,"VND 765,000",
Acqua Villa Nha Trang Managed by Alternaty,"12.2026649895642,109.214126767967",,,Villa with Private Pool,,8,4 out of 5,9.2,Superb,19 reviews,"VND 12,018,895",
Thành Mỹ Hotel,"11.918414,109.155326",,,Twin Room,,2,2 out of 5,7.3,Good,4 reviews,"VND 209,000",
Khách Sạn Ngọc Lên CR,"11.9179475643976,109.149616751038",,,Double Room,,4,,9.5,Exceptional,8 reviews,"VND 350,000",
Moschino HT,"12.2395491522395,109.194400865082",,,Twin Room with View,,2,2 out of 5,9.1,Superb,14 reviews,"VND 300,000","FREE cancellation,• No prepayment needed"
PANORAMA Nha Trang,"12.239068,109.195577",,,Suite with City View,,2,3 out of 5,,,,"VND 960,000",
Hotel Hồng Hạc nha trang,"12.250772,109.194172",,,Deluxe Double Room,,2,,7.4,Good,9 reviews,"VND 191,900",
dSeaview Nha Trang Beach Apartment,"12.257826391367,109.197686725648",,,Apartment with Sea View,,2,,9.5,Exceptional,9 reviews,"VND 1,080,000",
OYO 745 Minh Duc Guest House,"12.186811,109.170564",,,Deluxe Double Room,,2,2 out of 5,,,,"VND 119,722",
Panorama Nha Trang,"12.238600780417,109.195327945817",,,One-Bedroom Apartment,,2,,,,,"VND 1,200,000",
Alibaba,"12.2309787829064,109.196162456345",,,Economy Double Room,,2,2 out of 5,7.9,Good,70 reviews,"VND 214,200","FREE cancellation,• No prepayment needed"
Sophia Hotel,"12.2333562366426,109.196208091332",,,Standard Twin Room,,2,3 out of 5,7.8,Good,32 reviews,"VND 431,200","Breakfast included,FREE cancellation,• No prepayment needed"
LegendSea Hotel,"12.2355303987104,109.195509105921",,,Deluxe Double City view,,2,4 out of 5,8.3,Very good,499 reviews,"VND 4,150,000","Breakfast included,FREE cancellation,• No prepayment needed"
Golden Holiday Hotel,"12.2329169771468,109.195298559663",,,Superior Double Room with City View,,2,3 out of 5,7.7,Good,135 reviews,"VND 351,000","FREE cancellation,• No prepayment needed"
Em Oi Hotel,"12.251355,109.19179",,,Deluxe Twin Room with Sea View,,2,4 out of 5,9.6,Exceptional,19 reviews,"VND 675,000",Breakfast included
TK NHA TRANG HOTEL,"12.27452,109.20206",,,Superior Double or Twin Room with Sea View,,2,3 out of 5,9.6,Exceptional,8 reviews,"VND 440,000","Breakfast included,FREE cancellation,• No prepayment needed"
Regalia Nha Trang,"12.2271892972946,109.199823384309",,,Deluxe Double or Twin Room with City View,,2,3 out of 5,8.1,Very good,86 reviews,"VND 1,267,200",Breakfast included
Tokia Hotel Nha Trang,"12.2375648544948,109.195118571758",,,Standard Double Room,,2,,9.2,Superb,239 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Ccasa Hostel,"12.2787154302736,109.200815856457",,,Family Room with Private Bathroom,,2,,8.5,Very good,218 reviews,"VND 350,000","FREE cancellation,• No prepayment needed"
HanTou Apartment_Nha Trang,"12.273898,109.2022299",,,Standard Triple Studio,,3,,,,,"VND 560,000",
Michael Hotel Nhatrang,"12.248577,109.193406",,,Standard Double Room,,2,3 out of 5,10,Exceptional,4 reviews,"VND 378,000",
La Casa Hotel Nha Trang,"12.27691,109.200275",,,Superior Double or Twin Room with City View,,2,3 out of 5,7.9,Good,8 reviews,"VND 423,500",
ABAY Hotel,"12.2335350223796,109.196449765004",,,Superior Double Room,,2,3 out of 5,8.5,Very good,19 reviews,"VND 401,850","FREE cancellation,• No prepayment needed"
Nice Swan Hotel,"12.2390324078806,109.194971323013",,,Standard Double Room,,2,2 out of 5,8.0,Very good,21 reviews,"VND 270,000",
Nha Trang Gold Coast,"12.2476773,109.1948877",,,Two-Bedroom Apartment,,4,,,,,"VND 1,600,000",
The Sea House 1,"12.258395239689,109.197567008245",,,Double Room with Balcony,,4,,9.4,Superb,10 reviews,"VND 855,000","FREE cancellation,• No prepayment needed"
Olivia Hotel and Apartment,"12.2135219414066,109.19325114127",,,Deluxe Double Room,,2,3 out of 5,9.6,Exceptional,39 reviews,"VND 297,675",
PANORAMA Ocean View 3 Bedroom Apartments,"12.27421,109.202344",,,Apartment with Sea View,,6,3 out of 5,9.0,Superb,9 reviews,"VND 2,250,000",
Apartment Premium THIÊN KIM 3,"12.236555,109.196446",,,Superior Apartment,,5,,,,,"VND 900,000",
GOLDEN LAND,"12.236555,109.196446",,,Superior Apartment,,4,,7.8,Good,10 reviews,"VND 800,000",
Forget Me Not Hotel,"12.2342669378991,109.195459485054",,,Deluxe Double Room,,2,1 out of 5,7.6,Good,76 reviews,"VND 171,000","FREE cancellation,• No prepayment needed"
Panorama Nha Trang,"12.2388213218596,109.195415596231",,,One-Bedroom Apartment,,4,,,,,"VND 1,350,000",
Harvey Hotel & Apartments,"12.2419719376293,109.194627726181",,,Triple Room with Balcony,,3,3 out of 5,8.7,Fabulous,78 reviews,"VND 420,000","FREE cancellation,• No prepayment needed"
Quân Sơn 2 Hotel,"12.2268616778791,109.199981689453",,,Deluxe Room (2 Adults + 1 Child),,2,2 out of 5,7.6,Good,33 reviews,"VND 225,000",
FAMILY APARTMENT,"12.2742607,109.2018644",,,Superior Apartment,,4,,,,,"VND 1,300,000","FREE cancellation,• No prepayment needed"
Siren Flower Hotel,"12.2256509309021,109.200193583965",,,Superior Double or Twin Room,,2,3 out of 5,8.1,Very good,37 reviews,"VND 300,299","FREE cancellation,• No prepayment needed"
OYO 942 Cuong Hai Apartment,"12.2139482465587,109.197391042498",,,Studio Apartment,,2,2 out of 5,9.1,Superb,40 reviews,"VND 356,172","FREE cancellation,• No prepayment needed"
Hai Phat Hotel,"11.920450585298,109.152263566795",,,Deluxe Double Room,,2,1 out of 5,8.2,Very good,40 reviews,"VND 200,000",
Alana Nha Trang Beach Hotel,"12.233453,109.196986",,,Standard Double Room,,2,4 out of 5,8.6,Fabulous,181 reviews,"VND 1,037,608","FREE cancellation,• No prepayment needed"
Apus Hotel,"12.2344088154127,109.195995926857",,,Superior Double or Twin Room with City View,,2,4 out of 5,8.4,Very good,88 reviews,"VND 347,490","FREE cancellation,• No prepayment needed"
Boutique Hotel La Villa,"12.2341502902789,109.195613712072",,,Deluxe Double Room,,2,2 out of 5,8.3,Very good,135 reviews,"VND 404,100","FREE cancellation,• No prepayment needed"
Village House Nha Trang,"12.2388279505376,109.192730337381",,,Bunk Bed in Mixed Dormitory Room,,2,,8.2,Very good,290 reviews,"VND 186,400","Breakfast included,FREE cancellation,• No prepayment needed"
HighFam Nha Trang Apartment,"12.273862323374,109.202132620902",,,Two-Bedroom Apartment,,2,,,,,"VND 1,425,000",
HOÀNG SƠN HOTEL 2,"12.219081,109.197879",,,Twin Room,,2,2 out of 5,,,,"VND 250,000",
Apartment Premium THIÊN KIM 1,"12.258604545655,109.197717858475",,,Apartment with Sea View,,3,,,,,"VND 899,998",
Majestic Premium Hotel,"12.227277179333,109.199687715969",,,Superior Double or Twin Room,,2,5 out of 5,6.5,Review score,15 reviews,"VND 579,600",Breakfast included
CRYSTALI PANORAMA NHA TRANG,"12.238694,109.194996",,,Quadruple Room with Bath,,2,3 out of 5,,,,"VND 900,000",
Nest Hotel Nha Trang,"12.234368,109.195728",,,Standard Double Room,,2,2 out of 5,8.4,Very good,132 reviews,"VND 200,000",
BX Hotel Apartment,"12.237761100167,109.191692188251",,,Apartment Ground Floor - without Windows,,2,3 out of 5,9.4,Superb,243 reviews,"VND 250,000",
Quang Nhat Hotel,"12.2411267984268,109.195301209193",,,Double Room,,2,1 out of 5,8.9,Fabulous,37 reviews,"VND 350,000",
The Light Hotel & Spa,"12.2302432205821,109.198345541954",,,Superior Twin Room,,2,4 out of 5,6.0,Review score,3 reviews,"VND 676,800",Breakfast included
OPOX PANORAMA,"12.239068,109.195578",,,Studio with Ocean View,,2,3 out of 5,9.8,Exceptional,20 reviews,"VND 1,040,000",
Apartment Premium THIÊN KIM,"12.2585745052335,109.19769962439",,,Superior Apartment,,4,,,,,"VND 800,000",
EMERALD BAY HOTEL & SPA,"12.2264452090786,109.200223757633",,,Double Room with Mountain View,,2,5 out of 5,8.6,Fabulous,34 reviews,"VND 850,000","Breakfast included,FREE cancellation,• No prepayment needed"
Sun City Hotel,"12.2382093350485,109.19616356492",,,Standard Double Room - No Window,,2,3 out of 5,7.3,Good,130 reviews,"VND 270,000",
Straw Hat,"12.2329433667872,109.195074737608",,,Deluxe Room,,2,,8.8,Fabulous,235 reviews,"VND 230,000","FREE cancellation,• No prepayment needed"
Apartment Premium THIÊN KIM 5,"12.247821,109.19489",,,Two-Bedroom Apartment,,5,,,,,"VND 1,190,000",
Banyan Villa Nha Trang,"12.1824002036901,109.172863550484",,,Three-Bedroom Villa,,3,4 out of 5,9.3,Superb,12 reviews,"VND 1,940,000","Breakfast included,FREE cancellation,• No prepayment needed"
OYO 1116 Huy Vu Motel,"12.269981,109.202385",,,Standard Twin Room,,2,2 out of 5,6.8,Review score,4 reviews,"VND 149,652","FREE cancellation,• No prepayment needed"
HOANG SA BAI DAI Hotel,"12.066095,109.18381",,,Deluxe Double Room,,2,2 out of 5,8.2,Very good,45 reviews,"VND 445,500",
Four Seasons House (Hotel),"12.231078,109.196053",,,Triple Room with Balcony,,3,2 out of 5,7.4,Good,20 reviews,"VND 272,000",
Golden Sea Hotel,"12.2362329012781,109.195558726788",,,Superior Double Room,,2,3 out of 5,7.8,Good,278 reviews,"VND 347,642","FREE cancellation,• No prepayment needed"
DUY HUY hotel & apartment,"12.27116,109.200808",,,Double Room,,2,,7.9,Good,9 reviews,"VND 290,000",
The Swan Hotel,"12.2293998499586,109.196277895492",,,Standard Double Room,,2,3 out of 5,8.4,Very good,87 reviews,"VND 396,000",
Mermaids Vietnam x Starcity,"12.2338891,109.1973206",,,Studio with Ocean View,,2,,,,,"VND 5,086,580",
Nha Trang New&Clean,"12.2742607,109.2018644",,,Three-Bedroom Apartment,,2,,,,,"VND 799,200",
Poseidon Nha Trang,"12.2334119390939,109.194979472808",,,Superior Double or Twin Room with Balcony,,2,4 out of 5,7.9,Good,148 reviews,"VND 844,560",Breakfast included
My Day 2 Hotel Nha Trang,"12.2363538075484,109.193613119423",,,Standard Double or Twin Room,,2,3 out of 5,8.2,Very good,4 reviews,"VND 378,000","FREE cancellation,• No prepayment needed"
Carpe DM Hotel,"12.233881026368,109.193628820693",,,Standard Double Room,,2,,8.9,Fabulous,398 reviews,"VND 535,000",
Blue Pearl Hotel,"12.2292811891923,109.198876619339",,,Superior Twin Room,,2,3 out of 5,6.8,Review score,3 reviews,"VND 741,000","FREE cancellation,• No prepayment needed"
New Century Hotel,"12.2383965275396,109.193834694929",,,Superior Double Room,,2,2 out of 5,8.2,Very good,64 reviews,"VND 275,000","FREE cancellation,• No prepayment needed"
Apartment Premium THIÊN KIM 2,"12.258594061445,109.197632027786",,,Two-Bedroom Apartment,,4,,,,,"VND 800,000",
Queen studio Nha Trang,"12.238694,109.1949957",,,Apartment with Balcony,,2,,9.5,Exceptional,13 reviews,"VND 520,000",
Amber Nha Trang,"12.235328,109.193859",,,Superior Double or Twin Room with City View,,2,3 out of 5,8.9,Fabulous,65 reviews,"VND 400,000","FREE cancellation,• No prepayment needed"
Phuong Hoa Nha Trang Hotel,"12.2274881836964,109.199053645134",,,Double Room,,2,,7.9,Good,98 reviews,"VND 128,000",
Nhà Của Bu 01,"12.2743163,109.2018351",,,Apartment with Sea View,,2,,,,,"VND 1,360,000","FREE cancellation,• No prepayment needed"
Vivid Boutique Hometel,"12.24397,109.188291",,,Standard Double Room,,2,2 out of 5,8.6,Fabulous,225 reviews,"VND 307,400","FREE cancellation,• No prepayment needed"
Stelle Hotel Nha Trang,"12.221003328491,109.200785411639",,,Superior Double Room,,2,3 out of 5,8.1,Very good,10 reviews,"VND 321,750",
Lam Hồng Apartment & Hotel,"12.280746,109.200203",,,Apartment with Sea View,,2,3 out of 5,9.5,Exceptional,11 reviews,"VND 360,000",
Annie Homestay Núi Một,"12.244672,109.189671",,,Twin Room with Private Bathroom,,5,,,,,"VND 690,000",
Holi StarCity Nha Trang,"12.2338435657876,109.197232829378",,,King Studio with Sea View,,2,4 out of 5,7.2,Good,14 reviews,"VND 577,500",
Marilyn Boutique Hotel Nha Trang,"12.286582,109.203431",12 km from Dien Khanh,,Superior Triple Room,,3,2 out of 5,9.1,Superb,466 reviews,"VND 1,110,440","FREE cancellation,• No prepayment needed"
Khách Sạn Flower Sky Nha Trang,"12.278633,109.199344",11 km from Dien Khanh,,Twin Room with View,,2,,9.1,Superb,161 reviews,"VND 175,500","FREE cancellation,• No prepayment needed"
Crown Hotel Nha Trang,"12.219463,109.203337",11 km from Dien Khanh,,Superior Double or Twin Room with City View,,2,4 out of 5,8.3,Very good,277 reviews,"VND 443,700","FREE cancellation,• No prepayment needed"
Nha Trang Horizon Hotel,"12.287333,109.203616",12 km from Dien Khanh,,Double Room with Sea View,,2,5 out of 5,9.0,Superb,66 reviews,"VND 990,000","Breakfast included,FREE cancellation,• No prepayment needed"
MASOVA HOTEL,"12.226416,109.200169",11 km from Dien Khanh,,Deluxe Double or Twin Room,,2,4 out of 5,8.7,Fabulous,50 reviews,"VND 416,000","FREE cancellation,• No prepayment needed"
Lucky Sun Hotel,"12.225897,109.200092",11 km from Dien Khanh,,Deluxe Double Room with City View,,2,4 out of 5,8.6,Fabulous,167 reviews,"VND 409,600",
Balcony Nha Trang Hotel,"12.2266994808681,109.200095446881",11 km from Dien Khanh,,Premier Deluxe Double Room with Balcony and City View,,2,4 out of 5,7.9,Good,139 reviews,"VND 576,000","FREE cancellation,• No prepayment needed"
Sun Kiss Hotel,"12.226441,109.20023",11 km from Dien Khanh,,Standard Twin Room,,2,4 out of 5,,,,"VND 1,100,000","Breakfast included,FREE cancellation,• No prepayment needed"
Comfortzone,"12.2742607,109.2018644",11 km from Dien Khanh,,Apartment with Sea View,,5,3 out of 5,8.9,Fabulous,98 reviews,"VND 718,099",
SIKA APARTMENT,"12.280788,109.201486",11 km from Dien Khanh,,King Room with Balcony,,2,,,,,"VND 900,000",
Vesna Hotel,"12.2258734704643,109.200615271736",11 km from Dien Khanh,,Superior Double or Twin Room,,2,5 out of 5,8.9,Fabulous,105 reviews,"VND 787,600","Breakfast included,FREE cancellation,• No prepayment needed"
Anita Apartment,"12.274261,109.201864",11 km from Dien Khanh,,One-Bedroom Apartment,,3,3 out of 5,8.9,Fabulous,76 reviews,"VND 641,250",
