hotel_name,hotel_address,hotel_distance_center,hotel_location_features,hotel_room,number_of_rooms,room_occupancy,hotel_star,hotel_score,hotel_score_title,hotel_number_reviews,hotel_price,hotel_offer
Thanh An 3 Guesthouse,"16.4614288672087,107.588409457672",350 m from centre,,Double Room,,2,2 out of 5,7.4,Good,104 reviews,"VND 179,000",Breakfast included
Golden Inn Hotel,"16.461799,107.604033",1.6 km from centre,,Standard King Room,,2,2 out of 5,,,,"VND 400,000","FREE cancellation,• No prepayment needed"
Life Boutique Hotel,"16.470049,107.597049",1.1 km from centre,,Deluxe Double Room,,2,3 out of 5,,,,"VND 520,000",
Kha Hotel,"16.468905,107.5953421",850 m from centre,,Superior Double Room,,2,2 out of 5,9.0,Superb,303 reviews,"VND 315,000","FREE cancellation,• No prepayment needed"
Hue Classic Hotel,"16.480512304462,107.596417262566",2 km from centre,,Superior Double or Twin Room with Garden View,,2,3 out of 5,,,,"VND 320,000","FREE cancellation,• No prepayment needed"
SUPER LOCATION@HIPSTER HOME,"16.4720195013563,107.597025203705",1.2 km from centre,,Family Studio,,2,,,,,"VND 399,500",
SaKe homestay Hue,"16.4707903,107.5961549",1.1 km from centre,,Deluxe Double Room with Balcony,,2,,9.0,Superb,10 reviews,"VND 330,000",
CODO Plus Garden,"16.467993,107.601788",1.4 km from centre,,Japanese-Style Room,,4,,9.5,Exceptional,8 reviews,"VND 293,220",
Sapphire HOTEL HUE,"16.468467,107.596926",950 m from centre,,Deluxe Room,,2,3 out of 5,9.6,Exceptional,19 reviews,"VND 400,000",
Shmily Homestay,"16.4908099088183,107.598227653652",3.1 km from centre,,King Room with Balcony,,2,,9.2,Superb,3 reviews,"VND 247,500",
THẢO AN HOTEL Huế,"16.4746871462153,107.602582599615",1.9 km from centre,,Standard Double Room,,2,,9.3,Superb,21 reviews,"VND 270,000",
Hưng Long Hostel,"16.467136,107.595374",700 m from centre,,Standard King Room,,2,,9.0,Superb,62 reviews,"VND 265,335",Breakfast included
Bon Ami Hostel,"16.4695764609107,107.596574781754",1 km from centre,,Standard Double Room,,2,,9.2,Superb,697 reviews,"VND 270,000","FREE cancellation,• No prepayment needed"
Snooze Homestay,"16.46802,107.598271",1.1 km from centre,,Deluxe Room,,2,,,,,"VND 250,000",Breakfast included
Khách sạn Đồng Dao,"16.488573,107.602432",3.1 km from centre,,Twin Room with Balcony,,2,,,,,"VND 280,000",
Homestay Minh Nguyên,"16.461672,107.588695",300 m from centre,,Quadruple Room,,4,,8.5,Very good,4 reviews,"VND 300,000",
DASANi MINI HOTEL,"16.461398,107.588388",350 m from centre,,Deluxe Double Room,,2,,,,,"VND 180,000",
THẢO NHI MOTEL,"16.456382,107.59961",1.4 km from centre,,Deluxe Double Room,,2,,7.6,Good,22 reviews,"VND 290,000",
Anh Tuan Hotel,"16.461763,107.589165",250 m from centre,,Deluxe Room,,2,1 out of 5,6.6,Review score,8 reviews,"VND 175,000",
SPOT ON 957 Hue Corner Hostel,"16.4696341905372,107.593687181615",800 m from centre,,Standard Double Room,,2,,9.1,Superb,24 reviews,"VND 1,085,477",
SH Hotel,"16.4614057168026,107.588455055225",350 m from centre,,King Room,,2,2 out of 5,,,,"VND 200,000",
Tú Uyên Homestay,"16.4756391,107.5951556",1.4 km from centre,,Double Room,,2,,9.0,Superb,9 reviews,"VND 300,000",
Gold star Hotel,"16.465616,107.591808",300 m from centre,,Budget Double Room,,2,,,,,"VND 300,000",
Van's Serene Garden Homestay,"16.464349390864,107.563739335228",2.9 km from centre,,Double Room with Garden View,,2,,,,,"VND 290,000",
Beto Homestay,"16.4654869331303,107.572982957672",1.9 km from centre,,Double Room with Balcony,,2,,,,,"VND 270,000",
Snooze Garden,"16.485296,107.580823",2.6 km from centre,,Deluxe Double Room with Balcony,,2,,8.4,Very good,7 reviews,"VND 350,000",Breakfast included
Hoàng Dinh,"16.462121,107.599462",1.1 km from centre,,Twin Room,,2,,,,,"VND 295,200",
Canary Hotel,"16.4715272646293,107.596959471703",1.1 km from centre,,Standard Double Room,,2,2 out of 5,8.2,Very good,13 reviews,"VND 450,000","Breakfast included,FREE cancellation,• No prepayment needed"
Q’homestay,"16.467918,107.601524",1.4 km from centre,,Queen Room with Garden View,,2,,,,,"VND 270,000","FREE cancellation,• No prepayment needed"
Vu Garden Villa,"16.4189089434759,107.570083176582",5 km from centre,,Deluxe Double Room,,2,,,,,"VND 400,000",Breakfast included
Freedom Hostel,"16.468851105681,107.596803625131",950 m from centre,,Bunk Bed in Mixed Dormitory Room,2 ×,1,,9.2,Superb,758 reviews,"VND 212,058","Breakfast included,FREE cancellation,• No prepayment needed"
